Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre de décès domiciliés 2024;Part des pers. âgées de 75 ans ou + 2022;Taux de pauvreté 2021;Médiane du niveau de vie 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2022;Part des ouvriers dans le nb d’emplois au LT 2022;Part des familles monoparentales 2022;Part des pers. âgées de - 15 ans 2022;Taille moyenne des ménages 2022;Part des locataires dans les rés. principales 2022;Part des locataires HLM dans les rés. principales 2022;Part des résidences principales en suroccupation accentuée 2022;Part des rés. principales dans le total des logements 2022;Part des appartements dans le total des logements 2022;Part des maisons dans le total des logements 2022;Densité de population (historique depuis 1876) 2022
33529;La Teste-de-Buch;985;16.3;9.9;25260;14.4;15.5;16.5;12.2;1.92;36.4;12.8;0.2;63.1;39.5;59.3;212.5
34003;Agde;452;16;21.9;20410;23.4;13;20.6;12.2;1.85;42;7.8;0.9;31.4;72.2;27.5;582.8
34022;Baillargues;112;8.3;9.6;25240;13.6;19.8;15.4;18.1;2.23;34.5;8.8;0.2;92.4;30.5;68.6;688.4
34028;Bédarieux;256;14.2;22.7;19460;22.3;19.7;16.7;13.4;1.92;31.7;4.7;0.4;64.1;27.5;71.7;31.1
34031;Bessan;275;11.9;17.2;21080;21.1;22.1;17.3;17.2;2.22;27.8;6.6;0.4;78.7;13.4;84.2;163.7
34032;Béziers;1832;12.3;26.7;19370;23.8;20;20.2;17.2;2.09;44.4;10.5;0.6;78.9;40.8;58.5;269.3
34052;Capestang;71;13;18.5;21160;17.8;18;20.2;16.5;2.14;27.1;1.9;0.3;78.6;14.8;84.8;79.3
34058;Castries;140;8.4;7.1;26980;10.1;12.6;12.9;19.5;2.39;25.5;6.6;0.2;91.4;18.3;81.3;257.4
34079;Clermont-l'Hérault;283;9.8;18.2;21160;17.7;16.3;19.7;19.5;2.24;33.9;7.7;0.8;83.7;25.1;74.5;129.6
34111;Ganges;193;12.3;18;21190;18.8;15.5;17;16.4;2.07;32.1;4.1;0.1;74.3;24.6;74.5;37.5
34114;Gignac;136;9;15.4;22110;15.7;12.9;17.4;19.4;2.29;31.9;5.6;0.5;83.5;18.1;81.5;68.2
34126;Lamalou-les-Bains;109;17.6;21.1;20190;20.7;14.7;14.2;9.8;1.86;30.2;1.7;0.2;53.4;24.9;74.3;33.3
34142;Lodève;192;12.8;24.2;19540;21.8;15;16.1;15.8;2.01;35.3;6.9;0.6;74.3;28.6;70.4;26
34145;Lunel;518;9.9;18.1;21480;22.1;21.4;18.6;18;2.26;36.9;9;0.8;90.3;30.7;68.6;247.9
34147;Magalas;92;10.6;14.9;21940;18.5;18.7;13.8;17.5;2.31;19.2;1.6;0.1;74.6;7.1;92.2;97
34150;Marseillan;127;17.7;20;20880;23.2;15.8;15.9;12.1;1.91;36.8;7.6;0.6;38.8;46.8;50.9;155.6
34154;Mauguio;182;14.7;10.7;25140;16.1;17.8;21.4;14;2.01;35.9;6.2;0.2;63.1;57.4;42.4;331.3
34157;Mèze;224;13.1;16.2;21800;20.4;17.9;16.4;15.6;2.15;35.5;8.6;0.4;81.9;31.7;68;214.8
34162;Montagnac;55;11.8;26.5;18930;27;17.1;16;20.2;2.29;30.3;7.2;1.2;77.8;18.2;81;105.2
34172;Montpellier;3528;8.4;19.8;22700;14.3;11.8;20;15.8;1.96;55.7;13.2;1.1;89.8;69.4;29.5;954.3
34189;Olonzac;230;13.8;23.9;19330;22.6;23.5;16.8;14.5;2.07;24.4;2.2;0.3;67.2;7.4;92.1;45.7
34192;Palavas-les-Flots;96;20.8;16.2;22190;17.4;14.6;21.7;10;1.6;45.1;8.3;1;42.6;83.5;16.2;2523.9
34194;Paulhan;183;11.2;15.9;21080;18.6;19.6;14;17.8;2.24;23.6;2.8;0.3;80.8;9.7;89.5;125.2
34199;Pézenas;358;13.6;19.5;21080;20.1;16.6;18.9;15.2;2.08;31.1;6.6;0.3;76.1;22.2;77.4;124.2
34202;Pignan;198;8;11.5;24070;13.5;17.3;18;20.7;2.42;27.9;10.1;0.5;92.1;23.5;75;305.9
34239;Saint-André-de-Sangonis;97;8.8;14.8;22210;17.5;18.6;15.2;19.9;2.34;26.7;3.5;0.5;84.5;14.6;85.3;136.1
34245;Saint-Chinian;63;14.9;21.5;20040;18.5;18.2;13.6;12.6;2.02;21.7;2.4;0;61.9;8.4;91;22.1
34276;Saint-Mathieu-de-Tréviers;104;7.4;8.4;25710;12.1;21.8;13.6;19.8;2.43;24.5;6.3;0.4;87.3;14.4;84.2;79.7
34284;Saint-Pons-de-Thomières;112;17;29.5;18400;24.3;16.8;16.1;13.3;1.91;25.2;5;0;56.6;15.1;84;20.1
34299;Sérignan;303;16.1;16.1;21540;20.9;19.9;15.4;13.6;2.02;32.4;5.6;0.3;50.7;37.4;62.4;259.2
34300;Servian;79;9.6;15.7;21720;18.4;22.9;15.9;18.6;2.32;25.3;6.6;0.3;83.5;11;88.6;155.7
34301;Sète;1098;13.8;18.5;21600;20.4;18.3;19.2;14.7;2.01;41.8;13.1;0.5;72.3;61.3;38;624.4
34332;Vias;68;13.8;22.6;19780;22.2;23.1;17.4;14.3;2.06;35.5;6.3;1.1;48.5;18.3;61.3;183.4
35006;Argentré-du-Plessis;113;9.1;6.5;23080;19.9;38.8;8.1;20.6;2.44;27;7.8;0;92;8.8;90.8;73.1
35012;Bain-de-Bretagne;250;7.9;8.8;22680;17.5;30.2;11.2;19.7;2.37;22.6;3.4;0.2;86.9;8.2;90.9;70
35037;Bréal-sous-Montfort;54;6;6.3;24150;13.4;30.3;10.5;22.1;2.48;21.9;7.7;0;91.9;16.5;83.1;149.9
35068;Châteaubourg;88;5.3;5;24860;13.7;38.8;10.7;22.1;2.47;27.7;7.7;0.1;94.7;17.7;82;160.4
35069;Châteaugiron;108;5.7;5;26470;12.6;19.8;10.9;22.6;2.51;23.9;7.7;0.1;94.8;19.1;80.6;299.4
35085;Combourg;130;9.8;11.2;22110;20.7;21.7;14.4;19.7;2.3;25.9;7.4;0.2;85.8;9;90.5;59.7
35093;Dinard;490;17.1;9.7;24840;14.8;18.4;12.9;13;1.91;31.8;11.4;0.1;55.9;29.8;69.7;288.1
35095;Dol-de-Bretagne;275;10.9;10.2;22140;20.9;25.5;12.6;18.4;2.21;25.5;7.1;0.3;82.9;11.9;87.2;105.7
35115;Fougères;500;11.7;11.2;21890;23.7;29.8;12.2;17;2.11;37.9;14.8;0.3;90.5;30.4;68.5;121.5
35125;La Guerche-de-Bretagne;189;11.5;9.7;21770;24.5;32.8;10.1;19.4;2.34;25.4;5.4;0.3;88.7;9.5;90.1;55.2
35126;Guichen;165;6;5.9;24410;12.4;21.4;10.9;21.6;2.46;22.2;6;0.2;90.5;12.4;87.1;126.9
35136;Janzé;203;6.8;7.2;23750;15.2;26.7;11.7;21.4;2.46;24.8;6.7;0.4;92.3;16.7;82.9;108
35152;Liffré;111;7.4;5.5;25140;13.8;30.5;11.1;22;2.46;26.8;10.1;0.1;92.1;16;83.7;117.9
35162;Louvigné-du-Désert;171;16.5;14.5;20720;30.9;36;8.1;14.8;2.08;24.6;6.1;0.2;79.6;5.1;93.7;45.6
35168;Val d'Anast;79;8.4;10.1;21840;19;27.5;11.1;21.7;2.33;21.2;3;0.1;83.3;4.7;94.8;54.1
35176;Guipry-Messac;82;8.4;9.5;22350;21.3;32.1;12.1;19.9;2.27;23.8;3.8;0.3;82;7.7;90.3;81.8
35177;La Mézière;56;4.2;5.9;26020;11.5;23.1;10.5;22.8;2.48;29.1;9.9;0;94.6;22.4;77.2;213.1
35184;Montauban-de-Bretagne;98;8;7.7;23080;17.1;30.7;10.7;21.2;2.41;25;5.7;0.2;90.7;11.8;87.8;91.2
35188;Montfort-sur-Meu;258;7.3;6.3;24140;15.1;25.6;10;20.5;2.41;24.5;8.1;0;92.6;16.5;82.7;124.7
35196;Mordelles;103;9;7.6;24270;15.2;20.2;13.1;18.3;2.26;33;13.2;1;94.2;36.7;63;297.1
35207;Noyal-sur-Vilaine;85;7.2;5.8;25840;12.8;34;13;19.2;2.3;34.4;12.8;0.1;95.1;32.6;67;227.6
35219;Pipriac;64;8.8;10.5;21570;20.5;28.5;14.1;19.2;2.22;24.5;3.3;0.2;84.1;4.8;94.8;54.7
35223;Plélan-le-Grand;111;9.4;9.4;23150;17.2;25.8;12.4;19.8;2.35;24.1;4.1;0.4;84.5;6.4;93.3;43.4
35236;Redon;322;10.8;13.2;21730;21.4;26.7;12.9;16.2;2.08;28.9;6.5;0.4;84.9;16.7;82.6;95.9
35238;Rennes;2659;7.8;14.9;24530;12.6;14.2;17;16.1;1.97;54.3;18;0.5;90.7;70.6;28.4;913.2
35239;Retiers;141;11.4;10.1;21920;23.1;32.7;11.1;19.8;2.37;23;4.5;0.5;87.2;9;90.7;56.7
35240;Le Rheu;96;6.9;10.1;24380;13.2;26.8;15.9;19.3;2.25;39.8;19.8;0.1;93.6;43.8;55.4;502.8
35251;Saint-Aubin-d'Aubigné;146;6.6;6.7;23600;14.2;20;8.8;23.3;2.52;21.2;5.3;0.2;90.7;8.9;90.7;93.4
35253;Saint-Aubin-du-Cormier;108;7.1;6.2;23810;15.1;18.9;10.4;22.7;2.52;24.4;4.9;0.1;90.2;6;93.8;83
35257;Maen Roch;274;11.9;11.2;21810;24.4;30.7;10.1;18.1;2.25;25.9;6.4;0.4;81.8;5.4;94.2;58.6
35288;Saint-Malo;989;14.7;10.7;23880;16.9;19.3;13.5;13.7;1.9;40.6;18.3;0.2;69.9;48.9;50.5;476.1
35297;Saint-Méen-le-Grand;133;11.2;11.4;21910;23.6;43.1;11.9;18.8;2.26;27.7;3.5;0.5;85.4;14.3;84.7;57.4
35337;Tinténiac;210;7.7;8;23490;14.3;30.5;11;21.6;2.44;23.6;6;0.3;87.7;10.4;89;102.7
35352;Vern-sur-Seiche;84;6.4;7.7;25800;13.4;24.5;13.6;17.6;2.26;30.1;13.3;0.2;94.9;32.3;67.5;386.7
35360;Vitré;348;8.8;8.6;22870;19.2;33.7;10.6;19;2.26;31.4;9;0.1;91.4;20;78.9;102.2
36001;Aigurande;85;19;21.2;19390;31.3;28.3;10.6;9.5;1.86;14.4;4.2;0.2;60.5;4.8;94.9;19.7
36006;Argenton-sur-Creuse;458;16.6;17.1;20520;26;25.1;14;13;1.94;24;8.6;0.3;67.7;8.5;90.5;24
36018;Le Blanc;355;15.8;15.6;20850;27.2;26.6;14.2;12.9;1.96;25.8;7.9;0.3;68.7;8.5;90.2;20.4
36031;Buzançais;267;14.9;12.9;21030;26.6;29.3;14.6;15.1;2.03;23.9;9.4;0.2;75.1;6;93.5;19.9
36044;Châteauroux;928;11.8;16.2;21810;21.7;23.3;17.9;16;2.01;38.7;20.4;0.3;86.1;33;66.2;96
36045;Châtillon-sur-Indre;142;21.1;15.5;20620;34.4;31.7;14.6;10.6;1.87;22.9;7.6;0.3;72.2;6.5;92.5;20
36046;La Châtre;383;15.2;16.4;20990;25.2;27.4;14.1;12.9;1.96;21.1;8.6;0.3;69.7;7.6;91.7;23.8
36088;Issoudun;361;14.1;13.1;21830;25.5;31.9;16;14.5;1.99;28.4;13.5;0.2;79.1;15.7;84.1;29.9
36093;Levroux;94;13.8;11.1;21830;25.3;30.1;13;16.1;2.09;20.4;8.2;0.2;76.4;5.1;94.5;17.5
36228;Valençay;161;19.6;14.3;20410;30.3;29.9;12.5;10.8;1.88;23.1;9.9;0.4;70.8;5.9;92.9;20.1
37003;Amboise;292;11.6;11.5;23060;19.9;23.9;13.8;17.5;2.14;34.4;16.7;0.5;84.3;23;76.5;121.4
37011;Avoine;62;10.3;10.4;23470;18.8;24.9;14.9;16.7;2.16;26.1;9.1;0.5;83.5;5.9;93;90.9
37014;Azay-le-Rideau;103;9;7.6;23660;16.8;25.5;11.9;19.2;2.31;22.7;6;0.1;85.8;10.8;88.3;66.2
37027;Bléré;220;11.2;6.8;23960;18;22.1;10.7;18;2.3;20;6.2;0.2;87.9;8.4;91;87.5
37031;Bourgueil;129;13.9;13.4;22320;22.6;27;12.7;15.7;2.13;22.7;7.1;0.6;79.7;9.7;89.5;66.2
37062;Château-la-Vallière;58;12.5;12;21190;24.7;24.2;10;18.4;2.29;23.7;5.7;0.5;81.4;5.3;93.8;34.5
37063;Château-Renault;165;10.1;11.2;22150;22.1;28.7;11.8;17.6;2.21;28.8;11.6;0.5;85.9;15.2;84.2;44.4
37072;Chinon;210;13.2;14.5;22340;22.6;21.1;14;15.1;2.03;35;15.6;0.1;78.3;22.6;76.7;57.7
37104;Esvres;112;7.7;5.9;24670;14.8;19.6;10.1;19.8;2.39;19.4;7.1;0;91.3;6.9;92.8;82
37115;Descartes;113;17.3;18;20570;31.2;28.3;11.2;13;1.95;25.3;8;0;76.8;9;90.4;40.7
37119;L'Île-Bouchard;64;14.7;12.6;21550;26.4;27.4;11.1;15.2;2.05;23;7.7;0.2;79.9;7.2;92;31.8
37123;Langeais;222;9.5;10.6;22520;20.5;24.3;13;19;2.27;22.8;10.4;0.2;84.9;7;92.1;47
37130;Ligueil;111;13.8;11.9;22120;24.8;28.2;10.3;16.2;2.12;19.4;5.4;0.1;79;4;95.4;22.6
37132;Loches;246;14.3;13;21900;24.5;28.4;14.6;14;1.98;30.6;12.3;0.5;79.9;13.7;85.6;31.2
37159;Monts;101;8;5.5;25040;15.5;20.8;9.4;20;2.44;18.1;8;0;93.3;8.1;91.4;157.6
37196;Richelieu;108;16.1;15.9;20500;26.3;25.9;11.3;13.6;2.02;20.7;6.2;0.3;71.6;9.7;89.6;23.6
37226;Sainte-Maure-de-Touraine;180;12.3;12.2;21770;22.8;33.5;11.3;16.8;2.16;25.8;9.7;0.1;84.9;7.6;91.7;45.5
37261;Tours;3270;10.5;14;23500;16.8;17.6;16.2;16;1.99;48;19.8;0.4;89.4;53.1;46;310.1
38001;Les Abrets en Dauphiné;184;9.4;8.6;23540;17.6;32.5;12.2;18.8;2.32;23.4;7.3;0.4;87.1;17.6;81.3;142.4
38006;Allevard;86;9.1;7.3;24520;15.1;16.6;12.3;18.6;2.27;26.2;8.1;0.3;61.9;41.3;58.4;50.5
38013;Apprieu;104;7.5;6.7;24740;17;30.1;11.1;20.4;2.46;18.7;5.5;0.2;90.6;12.7;86.7;131.5
38022;Les Avenières Veyrins-Thuellin;85;8.7;8.8;23040;21;31.6;14.4;18.6;2.26;24.8;9.1;0.4;86.4;17.2;82;137
38034;Beaurepaire;250;11.3;13.1;22010;22.6;26.8;13.5;17.8;2.26;24.8;6;0.3;86.3;15.7;83.7;62.3
38052;Le Bourg-d'Oisans;91;10.1;14.4;22820;12.5;18.9;9.7;14.6;1.97;30.4;6.9;0.4;20.2;74.4;24.6;13.8
38053;Bourgoin-Jallieu;585;7.4;12.9;23830;18.8;19.5;16.6;20.9;2.33;41.8;20.4;0.4;92;42.7;56.5;310.9
38085;Charvieu-Chavagneux;281;6.5;9.1;24280;21.1;25.5;13.5;22.8;2.61;26.2;8.8;0.5;93.7;25.8;73.4;313.3
38130;La Côte-Saint-André;273;9.8;11.8;22530;19.8;22.7;12;18.8;2.3;26.5;7.5;0.3;86.2;20.4;79;70.6
38138;Crémieu;133;8.3;6.3;26140;16.5;20;14.2;18.2;2.33;24.8;3.5;0;88.6;21.5;77.7;110.8
38140;Crolles;74;8.5;5.7;29160;9.3;16.5;16.1;19;2.33;29.1;16.1;0.4;92;32.7;67;240.3
38185;Grenoble;3546;9.4;14.5;24400;17.2;13.1;17.1;16.5;2.05;47.1;16.1;0.6;86.4;77.5;21.4;742.9
38189;Heyrieux;196;8.3;5.2;26850;15.9;30.8;11.4;18.6;2.44;21.2;5.9;0.1;93.2;16.7;82.5;170.7
38247;Montalieu-Vercieu;121;7.6;9;23000;18.7;32;13.4;20.4;2.31;25;8.4;0.2;84.2;13.9;85.4;78.5
38261;Morestel;188;9.4;8.6;23570;19.1;24.8;13.8;18;2.3;22.9;5.9;0;87.1;15.7;83.3;95.6
38269;La Mure;323;12.3;13.1;22570;18.2;23.5;15.1;15.8;2.05;27.3;10.8;0.1;68.8;20.1;78.8;23.3
38314;Pontcharra;174;8.4;7.5;25670;14.7;24.9;13.9;19.2;2.34;25.3;8.9;0.2;89.1;29.3;70.2;178.6
38315;Le Pont-de-Beauvoisin;227;9.9;9.2;24260;16.3;21.9;13.4;18.5;2.3;23.3;7.2;0.2;82.9;20.2;79.3;111.3
38337;Rives;119;9.8;10.3;23880;20.3;30.7;14;18.1;2.25;30.8;13.3;0.3;90.3;38.3;61.3;275.9
38344;Roussillon;446;10.1;14.5;22570;24.6;26.3;13.7;19.2;2.36;30.6;10.7;0.2;87.8;24.4;75.1;253
38384;Saint-Étienne-de-Saint-Geoirs;78;9.4;10;23380;17.7;25.4;12.4;20.3;2.4;24.3;6.7;0.2;88.8;19.3;80.1;103.1
38399;Saint-Jean-de-Bournay;139;10.1;7.6;24230;19.3;20.7;14.2;18.5;2.31;26.4;7.3;0.1;90.5;19.7;79;95.7
38412;Saint-Laurent-du-Pont;180;10;9.1;23770;17.8;25.4;13.3;17.8;2.22;23.5;8.2;0.1;74.3;22.3;77.2;48.3
38416;Saint-Marcellin;227;12.6;12.2;22490;20.8;23;14.5;15.8;2.13;30.4;8.9;0.2;87.3;32.6;66.8;94.2
38509;La Tour-du-Pin;278;8.2;10.6;23710;19.8;24.4;12.2;19.9;2.37;28.1;12;0.4;90.2;25.4;73.7;206
38511;Le Touvet;134;8.1;5;27630;12.9;21.5;10.7;18.9;2.35;20.6;7.6;0.1;90.7;25.7;73.8;147.5
38517;Tullins;148;10;9.6;24550;18.2;24.6;12;17.6;2.27;30.2;12;0.2;88.4;32.7;66.3;114.7
38544;Vienne;645;9.2;12.6;24660;17.8;20.3;14.9;18.8;2.25;38;15.6;0.4;91;46.4;53.2;222.1
38545;Vif;163;8.5;5.5;26070;13.8;23.8;13.4;19.1;2.36;22.2;7.5;0.1;78.6;28.8;70.6;59
38548;Villard-de-Lans;88;9.8;9.3;25100;9.9;16.1;12.5;17.3;2.11;27.1;6.1;0.6;38.9;62.1;36.7;40
38553;Villefontaine;264;5.6;14.4;23000;21.6;29.9;17.4;22.4;2.52;41.9;27.9;0.7;93.7;39;59.9;386.8
38557;Villette-d'Anthon;55;8.3;5;28640;15.3;31.6;10.8;20.9;2.6;13.2;2.6;0.2;88.6;12.8;83.1;226.2
38559;Vinay;131;10.2;9.6;23570;19.4;30.8;12.1;18.9;2.3;22.6;6;0.1;87.2;21.7;77.1;73.3
38562;Vizille;181;9.9;7.8;25030;19.5;23.6;15.2;18;2.25;28.2;12.2;0.2;82;37.2;61.3;125.8
38563;Voiron;564;9.9;9.5;25580;16.4;18.1;15.6;18.3;2.21;34.2;13.5;0.2;88.9;43.3;55.6;301.6
38565;Voreppe;90;11.4;8.4;26760;14.2;22.7;14.6;17.5;2.26;31.1;14;0.3;90.3;40.9;57.8;179.3
39013;Arbois;78;15.7;12.3;22720;21;35.2;15.1;14.7;1.96;26.3;3.4;0.2;79.7;25.1;74.6;44.3
39056;Bletterans;118;11;9.8;22850;19.3;25.4;11.2;16.9;2.14;22.5;4.6;0;83.6;12;86.3;46.5
39097;Champagnole;210;13.5;11.2;23150;21.3;25.9;12.8;15.2;2.02;31.7;10.8;0.2;82.2;35.6;63.1;40.1
39128;Chaussin;110;12.6;11.4;22020;22;20.7;10.3;17.3;2.19;17.5;1.9;0.3;85.1;8.5;90.8;43.2
39154;Clairvaux-les-Lacs;64;12.3;10.2;23020;21.5;25.6;11.9;16.1;2.08;23.9;4.5;0.4;68.4;19.8;78.6;24.5
39198;Dole;576;12.3;14.4;22510;19.8;23.6;15.9;16.7;2.04;38.2;15.7;0.3;89;39.1;59.9;96.6
39300;Lons-le-Saunier;559;12.9;12.6;22920;16.9;23.2;17.6;15.5;1.98;36;12.2;0.3;84.4;39.6;59.8;93.7
39333;Moirans-en-Montagne;30;9.3;10.6;22700;24.2;42.2;5.5;15.7;2.18;30.8;10;0.2;75.5;32.7;66.4;46.2
39368;Hauts de Bienne;74;8.6;11.7;26120;23.9;30.3;14.9;17.6;2.09;41.8;15.7;0.1;72.2;65.4;33.9;63.5
39397;Orgelet;47;13.6;8.3;23460;19.2;29.6;10;15.2;2.09;21;4.6;0;75.7;13.4;85.8;21.3
39434;Poligny;146;12.1;11.2;23020;19;27.4;13.4;15.3;2.06;29.3;4.8;0.5;80.5;24.4;75.1;35.6
39470;Les Rousses;31;6;5.4;36870;12.4;18.5;15.5;18.5;2.13;32.2;7.4;0.2;48;65.4;34.2;84.9
39475;Saint-Amour;280;13.8;11.5;22230;22.9;37.6;12.3;15.5;2.09;24.1;5.3;0.2;78.4;13.3;85.6;38.5
39478;Saint-Claude;262;11.6;13.4;22930;24.7;31.8;13.8;15.7;2.11;34.3;14.3;0.3;70.8;49.1;50.6;46.9
39487;Saint-Laurent-en-Grandvaux;55;9.2;8.4;27110;19.4;23;14.1;17.9;2.17;24.4;6.9;0.1;70.5;27;72.2;30.9
39500;Salins-les-Bains;188;13;11.1;22550;20.8;21.7;13.2;15.2;2.06;26.2;6.5;0.4;79.5;25.7;73.4;32.2
39526;Tavaux;137;12.1;8.7;23010;21.4;35.2;13.9;17.2;2.19;25.9;6.9;0.1;91.1;15.3;84.4;88.9
40001;Aire-sur-l'Adour;289;13.8;13.8;21680;21.2;25.3;12.6;14.2;2.08;27;4.7;0.2;82.2;18.6;80.4;36.5
40046;Biscarrosse;212;13.9;9.5;24470;14.5;17.2;10.8;13.7;2;31.9;5.1;0.1;60.9;28.9;70.1;83
40065;Capbreton;228;18.1;11.8;25620;12;14.7;15.5;12;1.87;31.9;7.4;0.3;41.7;43.6;55.2;344.3
40075;Castets;50;10.9;10.7;22520;20.2;41.8;13.9;16.3;2.18;26.1;5.5;0.2;79.4;11.5;88;18.3
40088;Dax;863;13;13.3;22440;19.6;17.9;16.9;14.4;1.96;39.7;9.8;0.2;81.7;40.4;59;124.6
40119;Hagetmau;161;12.4;11.7;22030;21.2;26.8;14;15.5;2.2;23;2.2;0.1;86.6;10;89.7;45.1
40133;Labenne;62;9.9;8.6;24600;13;21.6;12.6;17.5;2.17;34.2;8.1;0.2;81.8;33;66.7;289.8
40184;Mimizan;280;15;12.5;22330;19.9;23.2;12.8;12.2;1.93;28;4.4;0.1;54.8;25.9;72.9;27.3
40192;Mont-de-Marsan;767;10.1;12.2;22790;17;17.6;15.4;15.9;2.07;36.6;8.4;0.4;89.5;27.3;72.3;63.5
40194;Montfort-en-Chalosse;154;12.7;12.6;21970;19.7;19.4;13;16;2.22;22.4;1.4;0.2;85.2;9.9;89.7;54.3
40197;Morcenx-la-Nouvelle;226;15;12.2;21530;25.9;30.5;13.3;14.2;2.1;28.7;8.7;0.3;83.7;9.9;89.2;19.9
40217;Parentis-en-Born;225;10.8;11;22160;20.4;30.6;12.4;16.4;2.17;28.4;6.1;0.3;78.4;11.1;86.4;17.4
40224;Peyrehorade;247;10.5;12.2;22530;17.6;29.9;13;17;2.27;22.5;4.4;0.4;84.5;15.4;83.5;57.5
40233;Pouillon;70;13.1;11.1;22750;17.6;28.3;13.2;15.3;2.24;22.5;1.5;0;88.2;8.4;91;60.6
40245;Roquefort;126;13;12.4;22050;22.5;41.4;12.5;15.2;2.14;24.1;1.1;0.3;82.4;5.8;93.3;13
40282;Saint-Sever;136;12.1;9.4;23090;17.6;38.2;13;15.8;2.18;24.1;3.1;0;86.5;12.6;85.9;51
40284;Saint-Vincent-de-Tyrosse;202;9.4;9.5;22990;16.9;29.6;13.2;17;2.19;29.4;6.3;0.1;86.8;22.7;76.7;111.2
40296;Seignosse;83;10.4;10.8;25320;9.9;19.3;14;16.6;2.12;24.6;2.5;0.1;42.1;37.1;62.6;150.8
40310;Soustons;228;13.3;11.2;23630;17;23.9;13.7;13.5;2;28.1;4;0.2;43.7;34.4;65.3;48.3
40313;Tartas;124;12.2;11.7;22300;22.4;31.4;12.6;16.1;2.18;23.1;1.5;0;87.5;12.3;86.8;35.5
41018;Blois;1101;10.8;14.6;23080;20.3;21.1;15.9;17.4;2.11;37.1;16.6;0.4;86.5;33.8;65.6;116.1
41059;Le Controis-en-Sologne;145;11.7;9.6;22520;25.2;41.4;12.6;18.1;2.24;19.5;4.4;0.3;84;4.8;94.2;56.1
41106;Lamotte-Beuvron;159;14;10.6;22540;23.7;29.1;12.2;14.2;2.05;27.3;11.9;0.1;69.2;10.6;88.9;23.2
41136;Mer;143;10.5;10.9;23110;23.6;29.8;13.4;18.4;2.23;25.1;10;0.7;83.5;12.4;87.1;73.4
41143;Mondoubleau;60;15.6;15;21020;33;30.7;9.8;12.7;1.98;24.4;7.4;0.2;69.1;5;94.6;21
41149;Montoire-sur-le-Loir;158;16.1;10.4;22250;27.7;30.4;9.6;13.2;1.99;19;4.6;0.2;73.6;7.3;91.7;31.6
41151;Montrichard Val de Cher;254;14.6;10.9;22420;23.2;33.5;13.6;14.8;2.03;22.9;7.1;0.2;77.2;10.9;88.6;52.4
41167;Veuzain-sur-Loire;68;12.9;9.4;23170;21.3;18.6;13.9;14.5;2.09;21.2;6.5;0.2;82;6.3;92.5;57.1
41173;Beauce la Romaine;73;9.9;7.2;22710;20.4;28.6;9.1;20.1;2.34;17.8;4.2;0;82.9;4.1;95.3;24.8
41194;Romorantin-Lanthenay;505;12.7;15.8;21660;27.6;26.2;13;15.8;2.1;29.4;9.9;0.2;81.4;13;86.3;50.2
41198;Saint-Aignan;192;17.1;14.7;21340;26.9;30.2;12.8;13.4;2;24.8;9;0.4;75.9;12;87;49
41232;Salbris;163;16.8;12.5;22080;27.9;29.9;12;13.5;1.96;27.8;12;0.4;73;11.9;87.4;21.7
41242;Selles-sur-Cher;222;15.1;14.7;21050;29.5;33.1;12.2;15.1;2.05;22.4;5.8;0.4;75.2;6.4;92.7;43.5
41269;Vendôme;648;14.1;12.3;22530;23.4;26.1;14.2;16.1;2.07;30.5;13.8;0.2;83.4;21;78;48.7
42011;Balbigny;216;12.2;10.4;21960;24.2;32;10.4;18.8;2.29;22.3;4.4;0.2;81.1;11.2;88.6;61.1
42019;Boën-sur-Lignon;169;12.8;12.4;21540;24.3;26.3;8.4;16.4;2.16;23;4.5;0.2;77.4;14.7;85.1;48.4
42023;Bourg-Argental;106;14;13;21770;23.4;20.3;9.8;15.7;2.13;26.9;7.8;0.7;74.7;25.9;73.8;44.4
42052;Charlieu;225;11.8;10.4;22210;22.6;31;10.8;17.4;2.18;27.2;6;0;84.9;21.6;78.1;70.5
42059;Chazelles-sur-Lyon;90;10.6;9.2;22320;20.5;28.9;13;17.8;2.25;30.9;9.6;0.3;88;27.9;71.9;119.3
42094;Feurs;151;12.6;11.8;22450;24.1;28.2;12.5;16.8;2.13;31.4;8.1;0;87.6;29.6;69.8;103.2
42103;La Grand-Croix;110;9.2;11.9;22900;20.8;28.6;14.3;20.2;2.43;34.4;19.2;0.3;91.3;36.7;62.9;316.2
42147;Montbrison;327;10.1;10.3;23300;18.3;22.4;13;17.6;2.18;31.5;8.5;0.2;87.5;26.1;73;105.3
42149;Montrond-les-Bains;125;9.4;7.1;24300;16.8;25.3;10.4;19;2.31;26.2;5.5;0.1;91.9;21.3;78.4;115.8
42165;Panissières;61;11.7;10.9;22060;24.5;32;12.4;18.9;2.19;23.3;3.4;0;79.4;15.8;83.1;79
42168;Pélussin;98;9.8;7.9;24160;19.1;28.1;13.5;18;2.21;27.4;7.6;0.3;82.3;16.6;81.4;96.5
42182;Renaison;206;11.7;10.2;22760;19.5;26.4;8.9;17.4;2.26;17.6;2.6;0.1;81.4;8;91.6;41.6
