Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre de décès domiciliés 2024;Part des pers. âgées de 75 ans ou + 2022;Taux de pauvreté 2021;Médiane du niveau de vie 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2022;Part des ouvriers dans le nb d’emplois au LT 2022;Part des familles monoparentales 2022;Part des pers. âgées de - 15 ans 2022;Taille moyenne des ménages 2022;Part des locataires dans les rés. principales 2022;Part des locataires HLM dans les rés. principales 2022;Part des résidences principales en suroccupation accentuée 2022;Part des rés. principales dans le total des logements 2022;Part des appartements dans le total des logements 2022;Part des maisons dans le total des logements 2022;Densité de population (historique depuis 1876) 2022
14047;Bayeux;663;11.2;10.4;23020;22.8;22.1;12.4;16.7;2.18;31.6;14;0.2;80;19.7;78.2;83.5
14118;Caen;2583;9;14.1;23110;17.8;19.5;18.1;15.9;2;52.8;21.2;0.4;91.1;54.4;44.2;574.8
14174;Condé-en-Normandie;219;12.5;13.6;21250;27.5;38.1;12.3;15.6;2.08;27.6;8.4;0.3;78.9;15.4;83.5;61.8
14191;Courseulles-sur-Mer;220;13.9;7.5;24430;17.1;23.5;11;14.9;2.12;24.1;5.9;0;60.5;34.8;64.6;140.2
14225;Dives-sur-Mer;308;15.1;12.7;22740;24.1;24.1;13.8;13.2;2;34;16.4;0.3;34.8;50.9;48.5;103.1
14228;Douvres-la-Délivrande;229;11.4;6.5;27080;13.8;21.7;10.8;15.1;2.16;26.7;8.7;0.2;74.5;20.4;78.3;397
14257;Évrecy;72;7;5;25170;12.2;15.2;9;20.9;2.62;14.8;3.1;0;94.9;3.6;96.2;141.7
14258;Falaise;337;9.4;11.7;22100;24.6;27.6;13.7;18.8;2.28;28.7;9.9;0.2;85.2;17;82.1;55.3
14333;Honfleur;231;10.4;11.6;23080;22.1;25.6;15.1;16;2.12;40.2;13.4;0.2;64.7;34.1;63.2;122.8
14342;Isigny-sur-Mer;119;15.6;15.7;21390;32.7;40.4;12.4;13;2;33.4;15;0.1;64.7;19;76.8;48.5
14366;Lisieux;475;11.9;14.3;21710;23.5;27;15.6;16.2;2.06;40.9;19.7;0.3;85.3;33.8;64.9;102.7
14371;Livarot-Pays-d'Auge;80;11.5;16.6;20860;23.4;33.6;11.8;17.2;2.22;30;11.5;0;74.7;8.8;90.1;33.7
14431;Mézidon Vallée d'Auge;112;8.3;13.4;21260;23.6;28.9;13.1;19.6;2.36;30.3;17.5;0.5;86.7;8.2;91.2;72.2
14478;Orbec;82;12.6;16;20590;29.3;26;13;16.4;2.16;31.1;10.3;0.2;77.6;12.8;86.7;46.7
14488;Ouistreham;180;13.6;8.2;25020;18.6;17.3;15.9;13.6;1.99;33.8;12.1;0.2;72;27.7;69.1;557.1
14514;Pont-l'Évêque;204;12.2;10.5;23670;22.1;28.7;17.4;14.9;2.14;30.9;9.9;0.5;74.4;16.1;82;70.9
14654;Saint-Pierre-en-Auge;132;11.6;13;21200;30.5;30;10.7;16.4;2.19;29.6;11;0;80.3;13.6;85.6;40.3
14689;Thury-Harcourt-le-Hom;132;8;9.4;22920;18.6;19.9;9.9;20.7;2.44;20.9;6;0.6;87.6;7;91.9;57.3
14712;Troarn;73;9.7;7.3;23930;19.9;30.9;10.8;17.4;2.36;24.5;9.9;0.2;92;9.9;88.6;125.2
14715;Trouville-sur-Mer;380;19.6;14.1;23370;22;18.3;17.3;10.5;1.77;41.4;18.3;0.1;28.3;66.3;33.2;235.6
14752;Villers-Bocage;190;9;9.9;22450;23.5;33.4;11.4;19.1;2.37;24.7;8.1;0.3;89.9;8.3;91.1;61.9
14762;Vire Normandie;524;12.5;14.1;21260;29.6;34.8;11;16.8;2.13;34.4;11.7;0.1;82.7;18.5;81;55.1
15014;Aurillac;916;12.8;12.3;22480;20.2;21.1;13.4;14.3;1.99;30;10.4;0.2;78.8;33.7;65.9;48.4
15119;Massiac;79;15.5;18.1;20120;22.5;19.3;11.4;12.8;1.96;20.1;3.2;0.2;59.6;9.3;90.1;12.2
15120;Mauriac;221;17.2;17.3;20700;25.1;19;12.4;11.4;1.95;22.9;5.2;0;57.1;12.7;86.6;16.9
15122;Maurs;141;17.5;16.9;20680;25.1;19.8;9.8;12.7;2.01;20.6;3.5;0.3;69.9;11.4;88.1;24
15138;Murat;137;15.7;17.6;21250;21.9;19.3;11.7;12.3;1.96;22.8;4.5;0.3;50.4;27;72.7;13.6
15162;Riom-ès-Montagnes;147;17.3;18.2;20220;25.2;24.3;13;9.8;1.88;20.8;4.3;0;50.3;12.3;87;11.1
15187;Saint-Flour;279;13;14.5;21240;20.6;23.8;12.7;14.5;2.06;26;5.5;0.1;66.1;21.4;78.1;17.7
15258;Vic-sur-Cère;61;14.4;12.1;21740;21.2;25.2;13.2;14.8;2.03;24.2;6.4;0.3;59;22.4;76.1;27.4
16015;Angoulême;1492;11.5;16.4;22140;18.8;21.1;18.5;15.5;1.98;41.5;15.1;0.4;89.3;29.6;69.8;163.7
16028;Barbezieux-Saint-Hilaire;238;13;14.6;21900;24.6;32.7;12.2;15.5;2.14;25.4;4.8;0.3;83.3;9.3;89.9;36.9
16070;Chabanais;176;15.1;17.7;20460;27.4;38.3;10.1;13.6;2.04;20.7;4.8;0.4;76;6.5;92.6;37.2
16073;Chalais;171;16.7;20.2;19940;27.3;24.5;13.8;12.1;1.99;24.4;1.9;0.5;68.3;5.6;93.6;22.9
16078;Champniers;167;9.6;7.9;23940;14.1;25.9;11.1;16.5;2.24;15.7;1.7;0.2;90;2.6;96.9;77.3
16085;Chasseneuil-sur-Bonnieure;128;14.2;18.9;20190;23.7;31.4;13.4;14.2;2.04;22.8;3.4;0.4;74.5;5.5;93.1;26.9
16090;Châteauneuf-sur-Charente;138;13.1;11.2;22260;23;34.5;15.7;16.1;2.13;23;2.3;0.7;82;7.2;92.1;42
16102;Cognac;455;12;12;23370;20.4;30.6;15.2;14.9;2;33.9;8.6;0.2;87.4;19.1;79.2;121.9
16106;Confolens;205;16.5;22.5;19970;28.8;23.2;11.7;11.9;1.99;22.3;4.8;0.4;68.8;7.5;91.3;20
16167;Jarnac;294;12.7;10.7;23080;21.5;29.1;13.4;15.3;2.13;21.7;2.3;0;84;6.9;92.3;55.8
16206;Mansle-les-Fontaines;228;15.4;16.7;20940;24.2;28.5;13.8;13.9;2.03;20.1;2;0.4;75.3;4;95.2;31.8
16281;La Rochefoucauld-en-Angoumois;327;14.6;13.1;21480;22.8;29.4;12;14.4;2.09;21.9;3.5;0.1;81.4;7.7;91.7;50
16292;Ruffec;263;16.5;19.5;20300;26.4;29.9;13.1;12.2;1.98;22.7;2.2;1;72.1;7.9;91;30
16366;Segonzac;62;13;10.9;23480;23.6;36.7;12.6;14.9;2.17;25;2.3;0;83;4.9;94.3;39.4
17003;Aigrefeuille-d'Aunis;174;7.5;7.6;23690;14.5;23.6;11.3;19.1;2.38;18.4;1.2;0.1;91;4;95.6;120.7
17024;Aulnay;84;16.3;18.5;20550;25.7;35.5;11;11.8;1.97;18.6;1;0.3;71.2;3.5;95.7;18.3
17093;Le Château-d'Oléron;116;17.8;13.3;22680;21.5;15.9;16.8;11.7;1.88;30.5;6.5;0.2;45.9;7.6;92.2;167.5
17131;Cozes;193;14;13.2;21540;20.4;27.3;10.7;13.9;2.1;19.2;1;0.2;73.7;4.5;94.9;57.6
17140;Dolus-d'Oléron;49;15.3;12.1;22910;20.6;26.1;11.1;10.9;1.89;27.6;3.8;0;34.1;6.8;89.9;109.8
17161;La Flotte;265;19.7;9.1;26980;15.9;17.5;11.1;10.7;2;28.2;9.5;0.5;36.5;9.6;89.1;209.7
17168;Fouras;114;17.2;9.1;25450;15.8;18;10.1;11.1;1.93;24.1;4.6;0;53.4;11.4;87;172.9
17172;Gémozac;109;12.6;12.9;21610;23.1;28.6;10.2;15.4;2.17;23.3;0.3;0.1;83.3;6.3;93;60.1
17197;Jonzac;324;14;16.5;21420;22.8;24.1;15.3;14.1;2.06;26.9;2.1;0.3;73.9;13.5;85.8;44.4
17218;Marans;254;11.4;10.1;22270;21.2;25.3;14.1;17.4;2.22;23;5.1;0.2;85.6;6.5;92.2;57.7
17219;Marennes-Hiers-Brouage;200;15.7;13.3;21640;24.6;23.1;13;12.4;1.99;26.4;3.8;0.6;73.6;11.2;84.2;105.4
17224;Matha;170;15.2;17;21070;27.7;32.9;14.1;13.7;2.06;20.4;1.2;0.3;77.1;3.2;95.9;30.3
17236;Mirambeau;48;13.1;20.6;20220;26.4;25.3;19.2;14.3;2.1;23;1.1;0;71.4;7.4;90.7;32.2
17240;Montendre;118;13.6;16.1;20420;26.8;28.3;14.5;15;2.11;23.9;1.9;0.2;83.1;6.1;92.9;39.6
17241;Montguyon;174;13;17.2;20340;26;33.3;14.8;15.7;2.16;23.5;2.2;0.4;81.6;5.7;93.2;31.4
17283;Pons;132;12.9;13.3;21940;21.3;34.6;13.5;14.4;2.07;27.5;2.5;0.1;82.8;12.2;87.2;51.6
17299;Rochefort;845;11.9;13.5;21850;19.7;19.4;14.6;14.8;2.02;34.4;8.8;0.2;83.7;27.1;72.2;127.1
17300;La Rochelle;1844;12.1;11.9;24330;14.8;18.1;16.9;14.3;1.93;45.4;16.7;0.3;83.1;44.5;54.4;538.7
17306;Royan;941;23.5;11.2;24390;20.2;17.4;11.6;8.4;1.77;29.8;5.8;0.2;47.7;34.6;64.5;295.9
17347;Saint-Jean-d'Angély;322;14.7;15.5;21140;24.2;21.9;14.6;14;2.01;27.9;3.3;0.2;78.9;12.1;86.5;53.2
17385;Saint-Pierre-d'Oléron;233;18.2;13;22950;22.2;19.9;12.2;10.3;1.89;26.5;4.6;0.3;32.2;3.6;93.3;120.2
17397;Saint-Savinien;55;14.7;14.1;21320;25.5;14.5;14.5;14.4;1.99;25.2;0.4;0.3;77.9;5.4;91.7;45.9
17415;Saintes;852;12.4;12.4;22540;18.4;20;14.4;14.9;2.02;31.3;7.5;0.2;87.9;18.8;80.7;108.9
17421;Saujon;315;15;12.2;21790;21.5;24;13.7;13.8;2.06;24.9;2.7;0.2;80.2;11.8;87.4;82.4
17434;Surgères;469;10.4;11.3;21980;19.2;20.6;13.1;18.5;2.26;23;2.9;0.3;85.3;6.9;92.4;59.7
17452;La Tremblade;235;17.1;11.4;22800;22.7;26.8;10.6;11.3;1.96;23;2.4;0.4;47.8;9.8;89.7;99.2
18015;Aubigny-sur-Nère;256;15.6;13.6;21740;26.8;35.6;13;14;1.96;29.5;11.5;0;72.4;7.6;90.7;16.1
18033;Bourges;1341;11.3;14.2;23020;18.6;21;17.1;16.5;2.03;38.2;16.5;0.4;86.7;35.2;64.2;102.7
18057;Châteaumeillant;149;19.6;21.3;19640;29.9;21.9;15.4;11.8;1.91;18.5;4.5;0.5;62.1;4.3;94.6;16.2
18087;Dun-sur-Auron;92;12.6;12.6;21640;25.4;20.2;13.8;15.8;2.08;21.6;3.2;0.3;77.6;3.1;96.4;20.4
18108;La Guerche-sur-l'Aubois;115;13.9;17.3;20940;24.9;18.5;12.2;15.9;2.07;23.7;7.7;0.1;74.3;6.1;93.6;23
18109;Henrichemont-Menetou-Salon;82;14.8;14.5;22000;21.7;23.6;13.6;14.2;1.99;26.3;6.6;0.4;72.7;6.8;90;22.5
18127;Lignières;75;18.7;16.5;21200;26.6;21.6;9.2;11.3;1.92;16.2;2.9;0.8;68;3.5;96.1;14.3
18141;Mehun-sur-Yèvre;177;11.2;9.1;23180;21.1;27.2;13.7;16;2.14;20.8;6.8;0.1;85.6;8.3;91.4;63.3
18197;Saint-Amand-Montrond;490;15.4;16.7;21050;26.6;27.2;12.6;13.4;1.95;27.8;11.2;0.4;73.9;13.3;85.8;25.4
18207;Saint-Florent-sur-Cher;145;11.6;11.8;22310;22.4;27.1;14;16;2.11;23.8;8.6;0;85.6;11.9;87.8;49
18223;Saint-Martin-d'Auxigny;43;8.4;8.6;23710;14.9;31.3;8.7;18.6;2.25;18.8;2.1;0;87.7;5.3;94.3;57.9
18242;Sancoins;144;15.5;21.1;19820;32.2;31.1;14.4;13.2;1.96;25.2;7;0.2;72.2;6;93.3;17.5
18279;Vierzon;654;14.6;18.3;20720;28.2;26;17.1;15.8;2.05;30.9;11.1;0.4;80.8;20.4;79;53.9
19010;Argentat-sur-Dordogne;222;17.9;16.7;21020;24.8;22.4;12.7;11;1.88;20.6;3.7;0.2;60.5;10.3;89.1;18
19028;Bort-les-Orgues;210;16.1;15.6;20880;25.8;34.1;14.1;11.6;1.93;23.1;4.1;0.2;62.3;14.5;84.8;26.6
19031;Brive-la-Gaillarde;1159;12.8;13;22600;18.6;23.4;15.6;15.3;2.02;33.3;8.1;0.2;84.1;29.4;69.8;118.6
19073;Égletons;141;12.9;16.2;21240;19;27.6;13.7;13.7;1.95;31.7;10;0.3;65.2;20.4;78.9;23.2
19121;Lubersac;128;17.2;15.7;21120;24.1;31.6;12.3;12;1.98;20;5.3;0;70.4;6.9;92.4;29.6
19138;Meyssac;85;14.3;14.7;22040;18.7;23.6;12.2;13.6;2.06;19.8;3.4;0.3;65.7;7.3;90.9;37.5
19153;Objat;159;13.9;13;21770;20.4;31.2;13.7;14.5;2.05;22.3;3.7;0.3;75;10.4;89.3;50
19255;Seilhac;110;15;11;22700;18.4;16.1;11.9;15.3;2.1;17;5;0.1;69.5;4.9;94.5;32.1
19272;Tulle;462;14.2;12.6;22610;17.4;17;14.6;13.5;1.94;30.3;7.2;0.4;77.3;30.3;69.1;55.4
19275;Ussel;377;13.5;14.3;21570;21.1;23.5;13.5;14.2;1.98;28.5;7.8;0.1;64.5;15.8;83.4;18.5
19276;Uzerche;130;14.6;14.9;21830;24.7;18.9;13.1;13.7;2.06;19.7;5.1;0.2;70.4;10;89.5;28.7
21023;Arnay-le-Duc;80;16.3;13.1;21760;26.7;27.1;9.5;13.6;2;21;7.1;0.4;70.2;12.5;86.9;17.4
21038;Auxonne;263;9.5;10.6;22330;21.9;21.2;15.2;18.3;2.25;26.3;8.8;0.4;86.5;21.9;77.3;59.1
21054;Beaune;443;11.4;9.3;24760;20.1;27.2;12.3;15.6;2.09;32.7;11;0.1;83;33.9;65.5;69.3
21154;Châtillon-sur-Seine;265;14.6;16.1;21180;29.1;29.9;14.2;13.9;2.01;25.2;7.7;0.6;69.1;16;82.7;11.5
21231;Dijon;2543;9.9;13.2;24010;16.2;17.7;16.6;15;1.93;46.2;14.7;0.4;90.1;65.5;33.8;218.6
21292;Genlis;347;7.4;7.2;24470;17.8;28.5;11.2;19.2;2.41;17.9;6.8;0.2;92.5;13.5;86;93.2
21317;Is-sur-Tille;337;10.8;9.1;23650;20.2;26.4;11.3;17;2.22;20;5.8;0.3;79.2;10.6;89.1;17.8
21416;Mirebeau-sur-Bèze;43;10.9;8.4;23690;20.1;16.4;13;16.9;2.24;23.9;7.7;0.3;91.5;15.2;84.7;37.8
21425;Montbard;150;14.2;14.2;21750;26.7;30.2;11.1;12.5;1.94;32.3;17.5;0.1;77;27.3;72.2;23
21464;Nuits-Saint-Georges;160;10.2;6.4;25460;19.6;35.2;11.3;16.4;2.19;25.9;7.2;0.3;87.7;21.3;78.4;54
21501;Pouilly-en-Auxois;150;12.2;9.9;22990;21;18.4;14.1;16.2;2.09;24;4.5;0.4;71;12.5;86.8;18.8
21584;Saulieu;146;17.5;16.3;21040;22.9;30.5;13.3;11.9;1.89;20.4;4.2;0.4;56.2;9;89.9;12.2
21603;Semur-en-Auxois;165;13.3;12.4;22710;19.6;25.6;16.6;15.7;2.02;30.7;11.9;0.1;74.2;22;77.6;24.9
21607;Seurre;118;11.5;9.2;22180;22.5;23.3;12.3;16.2;2.18;20.4;4.8;0.2;81.5;12.5;84.6;40.2
21663;Venarey-les-Laumes;129;12.9;14.1;21870;21.7;30;14.8;15.4;2.04;28.8;13.5;0.1;73.2;16.8;82.8;16.8
22004;Bégard;225;10.5;13.1;21490;19.1;27.2;15.3;17.6;2.15;21.5;3.5;0.2;79.3;5;94.8;51.1
22020;Broons;176;12.8;12.5;21780;23.3;28;11.7;17.9;2.21;20.4;3.2;0.2;78;5.6;94.1;43.4
22025;Callac;120;16.1;22.3;19640;22;20.5;15.6;13.1;1.95;17.6;3.2;0.7;66;5.6;93.9;21.5
22050;Dinan;833;10.9;9.9;22920;16.5;26.1;13;17.6;2.16;26.8;9.4;0.1;84.6;16.4;83.1;136.3
22054;Erquy;176;20.3;9.5;24290;21.3;24.1;8.7;9.7;1.9;18.8;3.8;0.1;45;15.1;81.5;94.4
22055;Binic-Étables-sur-Mer;198;15.5;8.3;25190;12.9;21.7;12;13.3;1.98;23.8;6.2;0.1;60.1;21.3;78.2;255
22070;Guingamp;535;12.1;14.9;21490;19.6;26.4;15.8;16;2.04;29.7;8.4;0.3;82.2;18.6;80.9;75.7
22093;Lamballe-Armor;537;10.4;9.5;22970;18.7;37.6;12.1;18.3;2.23;25.4;5.2;0.1;82.6;11.8;87.5;69.2
22113;Lannion;875;14.8;10.6;23890;14.1;17.1;14.2;14;1.95;28.5;8.8;0.1;71.5;20;79.5;167.3
22121;Lanvollon;113;11.1;11.7;22060;14.3;26.9;12.1;18.2;2.24;20.8;3.2;0.3;79.7;5.8;93.7;91.4
22136;Loudéac;523;12.2;13.1;21790;22.1;36.9;10.9;16.8;2.16;25.3;6.1;0.3;81.6;12.8;86.6;53
22143;Matignon;133;18.8;8.7;23720;19.3;21.9;8.8;11.8;1.98;17.4;2.8;0;47.3;20.9;78.8;75.4
22147;Merdrignac;109;13.7;15.5;20860;26.2;27;12.4;16.1;2.13;23.6;3.3;0.1;75.1;8.2;91.1;28.9
22162;Paimpol;402;18.1;11.3;23090;15.1;22.3;12.9;12.2;1.91;24;7.3;0.2;66.7;13.3;85.9;120.4
22172;Plancoët;151;12.7;10.6;22250;21.6;29.4;12.2;15.9;2.14;24.5;5.2;0.4;80.4;10.5;88.7;81
22186;Pléneuf-Val-André;114;17.7;8.6;24970;18.5;20.1;10.9;11.9;1.93;21.8;3;0.1;48.1;23.4;76.2;136.2
22194;Plestin-les-Grèves;118;20.1;11.6;22840;20;20.4;14.1;11.3;1.91;20.8;3;0;64.4;8.1;91.6;71.7
22203;Plœuc-L'Hermitage;73;11.1;10.4;21860;18.9;25.4;12.1;17.9;2.22;19.7;3;0.2;84.5;4.1;95.1;46.6
22206;Châtelaudren-Plouagat;111;8.8;9.5;22490;13.4;35.4;14.2;20.4;2.34;25.4;3;0.2;87.3;7.3;92.3;67.8
22222;Plouha;111;21.1;10.9;23060;19.7;21.9;14.6;11.7;1.95;18.4;2.7;0.4;60.7;9;90.7;116.2
22262;Quintin;181;10.3;8.8;22800;17;33.9;11.3;19;2.3;22.9;4;0.2;86.4;8.3;90.5;78.2
22266;Rostrenen;334;14.7;19.5;20600;22.1;26.2;14.4;13.1;1.96;20.6;3.8;0.2;70.3;6.5;92.8;26.5
22278;Saint-Brieuc;1459;11.2;12.5;22880;16.3;20.1;17.1;16.9;2.04;36;11.5;0.3;88.2;32.7;66.8;352.7
22362;Tréguier;438;16.5;13.1;21990;18;25.3;13;12.9;1.97;23;6.3;0.2;65.2;8.4;90.6;98.7
23008;Aubusson;396;16;21.5;19750;21.5;19.5;16.2;12.2;1.91;23.2;6.5;0.3;58.8;12.9;86.3;15
23013;Auzances;87;18.2;22.3;19170;25.2;25.6;15;10.8;1.91;16.1;3.7;0;58.3;5.7;93.7;13.3
23025;Bonnat;57;15.4;19.5;20080;23.8;28.5;15;13.7;2.03;16.8;5.1;0.3;63.8;4.3;95.2;20.6
23030;Bourganeuf;159;16.5;24.4;19430;25.3;20.7;14.1;12.1;1.97;20.7;5.7;0.5;56;9.8;89.6;13.8
23031;Boussac;105;16.9;22.7;19340;23.8;25.6;12.7;11.3;1.88;20.1;6.4;0;62.3;7.9;91.5;16.1
23075;Dun-le-Palestel;91;16.6;18.1;20830;23.1;24.8;10.2;11.2;1.92;14.6;3.3;0.2;58;4.9;94.1;21.7
23076;Évaux-les-Bains;107;16.8;18;20640;22.8;20.5;15.5;12.3;1.97;22.3;6.9;0.2;61.5;8.7;90.8;16.3
23096;Guéret;659;13.3;16.9;21610;19.9;18.6;15.4;14.4;1.95;27.9;9.5;0.3;71.7;18.2;81;33
23176;La Souterraine;427;17.4;18.9;20550;25.6;21.6;13.5;12;1.92;21.5;7;0.1;67.1;10.3;89.1;23.3
24037;Bergerac;782;14.1;16.9;21390;20.6;21.3;16;14.5;1.98;33;7.6;0.3;84.4;20.5;79.1;99.1
24064;Brantôme en Périgord;151;15.9;14;21790;23;36.9;12.3;13.1;2.06;20.3;2;0.4;70.8;5.3;94.3;27.4
24067;Le Bugue;317;16.8;19;20830;21.6;20.5;12.4;11.5;1.97;22.5;2.6;0.1;62.2;8.4;90.5;28
24164;Excideuil;222;16.6;17.7;21070;24;28.9;13.1;11;1.95;22.3;2.5;0.1;67.8;5.8;93.2;28
24167;Eymet;93;18.3;19.8;20770;24.2;20.8;15.2;12.8;2;22;2.8;0.8;72.8;5.7;93.3;35.6
24223;Lalinde;293;16.6;16.7;21480;21.8;24.8;9.7;11.9;2.01;21.6;3.5;0.3;69.7;6.4;92.8;30.2
24291;Montignac-Lascaux;199;14.7;21.1;20490;19.9;18.4;14.4;12.7;1.98;24;4;0.1;64.5;8.4;90.9;26.6
24294;Montpon-Ménestérol;282;14.3;17;20950;25.1;24.1;14;13.9;2.07;25.7;2.8;0.2;81.8;6.5;92.3;41.5
24299;Mussidan;172;16.1;17.3;20740;25.3;22.1;14.6;13.6;2.03;25.8;3.4;0.3;78.7;9.9;89.5;37.6
24309;Neuvic;113;13.5;15;21380;24.4;29.7;14.3;14.9;2.12;21.2;5.3;0.3;79.4;3.8;95.1;46.8
24311;Nontron;343;17.2;20.3;20230;27.1;31.5;12;11.2;1.93;21.1;2.8;0.2;66.2;6.7;91.9;22.7
24322;Périgueux;1115;12;13.8;22420;17.3;19.4;17.2;14.6;1.97;38.1;11.2;0.4;85.7;32.4;67;114.8
24352;Ribérac;292;15.8;19.8;20680;25;27.8;14.8;12.2;2;22.1;3.2;0.2;67.2;7.5;91.7;27
24372;Saint-Astier;153;14.4;13.7;21870;24.4;22.3;16.8;15.6;2.08;26;8.1;0.4;83.9;12.3;86.2;83
24396;Saint-Cyprien;75;15.9;20.9;20330;19.5;22.8;13.9;12.4;1.94;25.9;5;0;64;11.6;87.2;44.2
24520;Sarlat-la-Canéda;408;14.8;15.6;21730;21.1;21;14.1;12.5;1.99;26.2;5.1;0.1;65.3;14.1;85.2;43.9
24547;Terrasson-Lavilledieu;194;13.2;17.6;20660;24.3;32.3;14.1;15.1;2.1;28.4;7.9;0.3;77.6;13.7;85.8;62.9
24551;Thiviers;198;16.2;17.6;20970;23.4;25.9;12.2;11.6;1.98;20.6;3;0.4;71.8;8.9;90.6;30.2
24571;Vergt;43;11.9;16.3;20990;21.8;25.3;11.9;15.7;2.17;25.2;2;0;80.4;9.7;89.2;27
25047;Baume-les-Dames;201;12.2;11.7;22290;23.2;27.2;14.6;17.3;2.15;26.9;6.3;0.2;82.3;25.7;73.8;35.9
25056;Besançon;1710;9.4;16.3;22980;17.4;17.5;18.4;15.9;1.96;49.7;16.4;0.5;89.3;65.6;33.4;299
25315;L'Isle-sur-le-Doubs;122;11;14.1;21460;25.4;34.7;15;16.1;2.12;24.5;5.7;0;84.2;19.2;79.9;41.1
25356;Maîche;145;9.1;6.9;29410;23.6;33.4;14;19.1;2.16;27.9;6.2;0;84.2;33.6;65.5;52
25388;Montbéliard;1453;11.3;18.3;21440;25.8;29.6;16.7;18.3;2.19;38.1;19.5;0.4;88.6;45.6;53.6;372
25411;Morteau;208;7.5;5.6;32560;19.4;32.9;12.1;19.9;2.23;30.4;3.8;0.1;87.9;41.7;58;84.6
25434;Ornans;175;11.6;8.5;23730;17.3;33.3;12;17.9;2.19;24.5;4.1;0.1;84.2;22.5;76.9;38.5
25462;Pontarlier;485;7.8;7.1;29180;16.6;25.5;11.7;20.1;2.2;32.6;5.2;0.3;79.1;49.6;50;58.2
25463;Pont-de-Roide-Vermondans;204;12.2;7.7;24220;22.8;35.3;12.6;15.5;2.14;22.2;6.3;0.1;88.7;24.2;75.6;74.5
25495;Roche-lez-Beaupré;80;9.1;8.3;23580;19.8;18.2;14.3;18.1;2.29;24.9;6.6;0;91.6;23.4;75.9;101.5
25512;Le Russey;58;8.3;5.6;30820;21.2;22.6;13.6;21.2;2.41;22.7;2.6;0.2;86.4;25;74.8;43.8
25527;Saint-Vit;155;8.8;7.9;23980;17.2;31.8;14.1;19.5;2.33;25.4;6.8;0;91.6;21.8;77.5;78.8
25532;Saône;101;9.6;6.3;25280;15.9;23.2;13.7;18.4;2.33;24;3;0.1;92.4;22.3;77.4;68.1
25578;Valdahon;228;9;8.3;24220;18.6;26.5;12.3;20.5;2.3;26.7;3;0;86.9;23.3;75.8;36.1
26037;Beaumont-lès-Valence;120;9.4;7.1;25830;15.1;18.4;11.6;18.4;2.36;21.5;5.1;0.3;92.2;11.2;87.7;118.7
26063;Buis-les-Baronnies;66;15.9;23;20370;18.3;20;11.5;11.3;1.91;27.2;1.8;0;61.1;14.3;84.6;15.4
26064;Chabeuil;128;9.6;8.5;25590;14;19.6;14.1;18.1;2.32;23.7;7.2;0.3;89.8;16.7;83;86.8
26108;Crest;220;11.9;14.5;21970;16.3;19.8;16.6;17.9;2.12;32.5;7.8;0.4;80.6;28.8;70.6;44.9
26113;Die;120;13.1;21.8;20290;15.6;15.6;15.8;15.8;1.95;33.8;5.2;0.4;65.4;21.7;76.9;12.2
26114;Dieulefit;108;15.3;19.4;20920;18.4;16.2;13.3;14.4;1.97;28.8;5.6;0.5;65;18.8;80.3;19
26116;Donzère;56;7.4;12.5;22190;21.7;37.9;13.8;20.2;2.29;34.8;14.9;0.2;88.8;28.7;70.4;169.7
26165;Livron-sur-Drôme;265;9.4;11.8;22560;21.6;32.8;13.2;18.9;2.28;30.2;8.6;0.4;88.9;24.2;74.3;114.4
26176;Marsanne;72;10.9;11.2;23600;14.1;14.5;11.4;16.4;2.19;22.7;3.2;0.2;77.5;12.1;87.1;43.4
26198;Montélimar;905;10.4;16;22360;19.3;23.1;16.7;18.2;2.16;38.6;11.1;0.6;86.1;36.6;62.6;146.6
26220;Nyons;221;17.7;19.6;21050;21.5;17.2;14.3;11.7;1.86;36.7;5.9;0.3;64.6;27.6;68.6;23.5
26235;Pierrelatte;131;10.3;20.6;20680;26.5;22.6;16.4;20.1;2.25;37.5;16.3;0.2;87.3;35.4;63.6;194.8
26281;Romans-sur-Isère;842;11;13.7;22580;20.3;23;14.8;17.9;2.15;36.2;14.5;0.3;89.4;38.9;60.5;189.6
26301;Saint-Donat-sur-l'Herbasse;106;9.6;10.2;23270;18.8;35.2;13.1;18.8;2.26;25.9;6.7;0;88.2;19.2;80.3;85.3
26307;Saint-Jean-en-Royans;136;10.9;12.4;22090;20.4;22.7;15.2;16.2;2.13;28.2;8.4;0.4;74.5;23.2;75.9;25.9
26324;Saint-Paul-Trois-Châteaux;131;10.5;11.9;24580;17;21.3;13.7;18.1;2.23;31.2;9.6;0.1;83.8;24.9;74.7;148.7
26325;Saint-Rambert-d'Albon;174;9.7;14;21950;24.3;37.4;13.5;19.2;2.33;30.5;9;0.6;88.7;21;77.9;159.8
26333;Saint-Vallier;185;9.1;13.9;22010;22.9;35.6;16.1;19.1;2.27;30.2;8.6;0.1;87.2;25;74.6;132.4
26362;Valence;1422;11;15.4;22500;19.3;19.9;16.6;17.1;2.07;41.4;13.4;0.4;88.4;54.4;44.6;386
