annee,code_insee,commune,is_thierache_centre,apl_generalistes,apl_generalistes_moins65,pop_standardisee,pop_totale
2022,01001,L'Abergement-Clémenciat,False,1.89,1.828,810.855,806
2022,01002,L'Abergement-de-Varey,False,2.649,2.059,250.962,262
2022,01004,Ambérieu-en-Bugey,False,3.646,2.88,14002.685,14288
2022,01005,Ambérieux-en-Dombes,False,3.978,3.959,1733.232,1782
2022,01006,Ambléon,False,0.926,0.796,121.438,113
2022,01007,Ambronay,False,4.097,3.398,2717.709,2827
2022,01008,Ambutrix,False,3.526,2.94,727.861,768
2022,01009,Andert-et-Condon,False,3.921,3.532,342.427,324
2022,01010,Anglefort,False,1.96,1.867,1052.267,1101
2022,01011,Apremont,False,1.736,1.297,353.624,368
2022,01012,Aranc,False,1.127,1.127,342.266,327
2022,01013,Arandas,False,0.391,0.179,143.041,143
2022,01014,Arbent,False,2.552,2.076,3334.025,3336
2022,01015,Arboys en Bugey,False,2.856,2.414,684.917,663
2022,01016,Arbigny,False,1.893,1.893,454.142,458
2022,01017,Argis,False,1.172,0.538,449.526,445
2022,01019,Armix,False,0.0,0.0,27.471,26
2022,01021,Ars-sur-Formans,False,1.686,1.667,1426.93,1490
2022,01022,Artemare,False,3.188,3.058,1274.316,1213
2022,01023,Asnières-sur-Saône,False,1.18,1.164,76.292,76
2022,01024,Attignat,False,3.358,2.873,3180.709,3299
2022,01025,Bâgé-Dommartin,False,2.721,2.68,3922.788,4068
2022,01026,Bâgé-le-Châtel,False,3.422,3.365,1038.566,977
2022,01027,Balan,False,3.281,2.939,2317.555,2647
2022,01028,Baneins,False,1.887,1.772,602.074,625
2022,01029,Beaupont,False,2.836,1.929,680.981,683
2022,01030,Beauregard,False,3.728,3.464,789.821,821
2022,01031,Bellignat,False,3.167,2.324,3526.161,3671
2022,01032,Béligneux,False,1.698,1.439,3189.236,3414
2022,01033,Valserhône,False,1.871,1.656,15935.926,16434
2022,01034,Belley,False,3.822,3.328,9714.586,9207
2022,01035,Belleydoux,False,3.373,3.373,313.015,308
2022,01036,Valromey-sur-Séran,False,2.911,2.781,1418.09,1334
2022,01037,Bénonces,False,1.012,0.875,310.201,309
2022,01038,Bény,False,2.386,1.656,762.982,759
2022,01040,Béréziat,False,2.081,2.032,458.783,480
2022,01041,Bettant,False,3.741,2.988,748.247,748
2022,01042,Bey,False,2.381,2.273,279.702,291
2022,01043,Beynost,False,2.965,2.751,4756.252,4829
2022,01044,Billiat,False,0.993,0.851,595.2,628
2022,01045,Birieux,False,3.679,3.546,264.913,285
2022,01046,Biziat,False,1.8,1.769,872.094,912
2022,01047,Blyes,False,3.394,2.875,1156.955,1269
2022,01049,La Boisse,False,3.156,2.965,3223.945,3335
2022,01050,Boissey,False,1.416,1.416,358.264,380
2022,01051,Bolozon,False,0.489,0.415,101.951,91
2022,01052,Bouligneux,False,3.336,3.336,341.578,332
2022,01053,Bourg-en-Bresse,False,3.303,2.829,42551.305,41681
2022,01054,Bourg-Saint-Christophe,False,2.156,1.774,1373.211,1482
2022,01056,Boyeux-Saint-Jérôme,False,0.727,0.548,347.324,351
2022,01057,Boz,False,1.573,1.573,496.383,514
2022,01058,Brégnier-Cordon,False,1.326,0.975,814.839,819
2022,01060,Brénod,False,1.22,1.22,525.982,486
2022,01061,Brens,False,3.628,3.081,1118.674,1133
2022,01062,Bressolles,False,2.188,1.988,909.057,951
2022,01063,Brion,False,3.095,2.228,570.455,561
2022,01064,Briord,False,2.972,2.387,1016.523,1095
2022,01065,Buellas,False,2.478,2.256,1823.227,1825
2022,01066,La Burbanche,False,0.238,0.238,89.694,92
2022,01067,Ceignes,False,1.742,1.516,243.266,259
2022,01068,Cerdon,False,2.095,1.84,816.927,771
2022,01069,Certines,False,3.382,2.999,1451.317,1514
2022,01071,Cessy,False,2.722,2.574,4596.587,5045
2022,01072,Ceyzériat,False,3.388,2.957,3231.998,3202
2022,01073,Ceyzérieu,False,4.757,4.405,1029.3,995
2022,01074,Chalamont,False,2.992,2.611,2568.513,2574
2022,01075,Chaleins,False,2.507,2.292,1310.271,1402
2022,01076,Chaley,False,0.976,0.765,136.723,122
2022,01077,Challes-la-Montagne,False,0.901,0.826,196.773,192
2022,01078,Challex,False,1.524,1.176,1597.015,1597
2022,01079,Champagne-en-Valromey,False,1.985,1.985,935.533,822
2022,01080,Champdor-Corcelles,False,1.691,1.691,639.407,636
2022,01081,Champfromier,False,1.1,1.028,736.471,726
2022,01082,Chanay,False,0.603,0.603,579.122,637
2022,01083,Chaneins,False,2.339,2.11,911.727,965
2022,01084,Chanoz-Châtenay,False,1.713,1.683,875.802,921
2022,01085,La Chapelle-du-Châtelard,False,3.027,2.924,378.188,397
2022,01087,Charix,False,0.424,0.341,277.475,279
2022,01088,Charnoz-sur-Ain,False,2.706,2.344,864.977,902
2022,01089,Château-Gaillard,False,4.886,4.12,2112.899,2254
2022,01090,Châtenay,False,1.687,1.337,360.343,361
2022,01092,Châtillon-la-Palud,False,3.603,3.024,1572.353,1622
2022,01093,Châtillon-sur-Chalaronne,False,1.565,1.534,5356.632,4968
2022,01094,Chavannes-sur-Reyssouze,False,1.449,1.449,771.407,761
2022,01095,Nivigne et Suran,False,2.547,2.264,822.903,843
2022,01096,Chaveyriat,False,1.894,1.834,1003.879,1033
2022,01098,Chazey-Bons,False,3.921,3.532,1165.187,1175
2022,01099,Chazey-sur-Ain,False,3.909,3.308,1567.632,1590
2022,01100,Cheignieu-la-Balme,False,2.02,1.89,147.869,131
2022,01101,Chevillard,False,0.789,0.632,153.877,152
2022,01102,Chevroux,False,1.794,1.794,914.59,966
2022,01103,Chevry,False,2.535,2.213,2026.984,2226
2022,01104,Chézery-Forens,False,0.637,0.637,442.377,453
2022,01105,Civrieux,False,4.015,3.853,1762.509,1867
2022,01106,Cize,False,2.074,1.923,182.504,178
2022,01107,Cleyzieu,False,0.38,0.168,139.973,136
2022,01108,Coligny,False,3.291,2.046,1308.574,1161
2022,01109,Collonges,False,1.966,1.667,2010.622,2230
2022,01110,Colomieu,False,0.829,0.699,160.568,159
2022,01111,Conand,False,0.76,0.337,132.289,133
2022,01112,Condamine,False,2.152,1.651,431.648,467
2022,01113,Condeissiat,False,1.673,1.613,792.524,817
2022,01114,Confort,False,1.814,1.599,724.384,693
2022,01115,Confrançon,False,2.281,2.159,1253.762,1339
2022,01116,Contrevoz,False,2.457,2.198,514.321,496
2022,01117,Conzieu,False,0.829,0.699,142.967,150
2022,01118,Corbonod,False,1.187,1.187,1298.312,1279
2022,01121,Corlier,False,1.347,1.279,111.687,116
2022,01123,Cormoranche-sur-Saône,False,3.567,3.358,1145.299,1159
2022,01124,Cormoz,False,2.166,1.755,709.081,702
2022,01125,Corveissiat,False,2.101,2.026,592.532,604
2022,01127,Courmangoux,False,2.408,1.634,523.023,506
2022,01128,Courtes,False,1.972,1.972,301.409,301
2022,01129,Crans,False,1.562,1.194,314.875,303
2022,01130,Bresse Vallons,False,2.149,1.886,2239.338,2368
2022,01133,Cressin-Rochefort,False,4.053,3.595,403.537,395
2022,01134,Crottet,False,4.033,3.875,1801.112,1792
2022,01135,Crozet,False,1.593,1.436,2028.892,2205
2022,01136,Cruzilles-lès-Mépillat,False,2.393,2.315,886.924,922
2022,01138,Culoz-Béon,False,3.279,3.093,3432.02,3426
2022,01139,Curciat-Dongalon,False,1.518,1.518,466.693,444
2022,01140,Curtafond,False,1.971,1.849,794.077,764
2022,01141,Cuzieu,False,4.695,4.306,448.694,443
2022,01142,Dagneux,False,3.518,3.229,4504.997,4765
2022,01143,Divonne-les-Bains,False,2.092,2.063,9640.183,9999
2022,01145,Dompierre-sur-Veyle,False,1.697,1.419,1168.193,1190
2022,01146,Dompierre-sur-Chalaronne,False,1.879,1.817,410.914,436
2022,01147,Domsure,False,2.778,1.727,509.101,509
2022,01148,Dortan,False,2.229,1.754,1885.728,1892
2022,01149,Douvres,False,3.358,2.81,1065.658,1094
2022,01150,Drom,False,2.696,2.337,205.316,214
2022,01151,Druillat,False,3.195,2.732,1158.84,1139
2022,01152,Échallon,False,0.0,0.0,753.083,756
2022,01153,Échenevex,False,2.382,2.196,1938.183,2123
2022,01155,Évosges,False,0.011,0.011,146.24,142
2022,01156,Faramans,False,2.197,1.891,795.874,843
2022,01157,Fareins,False,3.199,2.936,2314.075,2339
2022,01158,Farges,False,1.628,1.335,989.462,1053
2022,01159,Feillens,False,3.811,3.729,3404.886,3366
2022,01160,Ferney-Voltaire,False,1.765,1.498,9928.969,10612
2022,01162,Flaxieu,False,4.267,3.862,65.749,65
2022,01163,Foissiat,False,1.79,1.571,2074.58,2016
2022,01165,Francheleins,False,2.69,2.409,1485.52,1586
2022,01166,Frans,False,2.974,2.842,2345.009,2417
2022,01167,Garnerans,False,1.802,1.649,664.221,657
2022,01169,Genouilleux,False,2.557,2.153,609.319,651
2022,01170,Béard-Géovreissiat,False,2.114,1.508,956.608,1044
2022,01171,Géovreisset,False,2.244,1.661,814.85,830
2022,01173,Gex,False,2.506,2.384,12184.709,13177
2022,01174,Giron,False,3.172,3.172,173.616,176
2022,01175,Gorrevod,False,1.431,1.431,787.954,790
2022,01177,Grand-Corent,False,1.72,1.571,190.83,184
2022,01179,Grièges,False,3.293,3.173,1945.19,1884
2022,01180,Grilly,False,2.52,2.435,829.723,842
2022,01181,Groissiat,False,2.668,2.002,1284.007,1241
2022,01183,Guéreins,False,2.257,1.945,1455.107,1487
2022,01184,Hautecourt-Romanèche,False,2.681,2.455,753.364,756
2022,01185,Plateau d'Hauteville,False,1.702,1.702,5282.712,4824
2022,01187,Haut Valromey,False,0.692,0.692,662.88,615
2022,01188,Illiat,False,2.001,1.909,647.636,681
2022,01189,Injoux-Génissiat,False,0.598,0.526,1059.862,1123
2022,01190,Innimond,False,0.104,0.0,93.316,86
2022,01191,Izenave,False,1.22,1.22,155.359,152
2022,01192,Izernore,False,2.013,1.53,2179.617,2272
2022,01193,Izieu,False,0.568,0.463,234.859,220
2022,01194,Jassans-Riottier,False,5.072,4.819,6472.948,6337
2022,01195,Jasseron,False,3.842,3.264,1906.653,1822
2022,01196,Jayat,False,2.029,1.93,1150.227,1241
2022,01197,Journans,False,3.186,2.801,385.056,377
2022,01198,Joyeux,False,2.784,2.549,250.346,266
2022,01199,Jujurieux,False,2.889,2.435,2120.949,2129
2022,01200,Labalme,False,1.195,1.127,206.35,213
2022,01202,Lagnieu,False,3.029,2.467,7286.098,7214
2022,01203,Laiz,False,2.805,2.686,1276.576,1306
2022,01204,Le Poizat-Lalleyriat,False,0.368,0.285,709.845,746
2022,01206,Lantenay,False,0.806,0.806,275.59,274
2022,01207,Lapeyrouse,False,3.663,3.663,297.669,314
2022,01208,Lavours,False,4.541,4.043,147.231,135
2022,01209,Léaz,False,2.23,1.943,738.497,796
2022,01210,Lélex,False,0.0,0.0,240.134,231
2022,01211,Lent,False,1.614,1.451,1364.052,1397
2022,01212,Lescheroux,False,1.732,1.683,706.529,712
2022,01213,Leyment,False,4.347,3.589,1250.96,1332
2022,01214,Leyssard,False,0.923,0.849,161.656,161
2022,01215,Surjoux-Lhopital,False,0.917,0.845,142.904,143
2022,01216,Lhuis,False,1.499,0.944,990.721,893
2022,01219,Lompnas,False,0.169,0.066,165.992,162
2022,01224,Loyettes,False,2.788,2.636,3038.425,3296
2022,01225,Lurcy,False,2.039,1.757,386.611,383
2022,01227,Magnieu,False,4.099,3.604,647.234,642
2022,01228,Maillat,False,2.744,2.169,649.847,668
2022,01229,Malafretaz,False,1.838,1.605,1218.601,1226
2022,01230,Mantenay-Montlin,False,2.099,2.05,314.77,310
2022,01231,Manziat,False,2.58,2.522,1964.173,1948
2022,01232,Marboz,False,2.711,2.022,2345.123,2275
2022,01233,Marchamp,False,0.207,0.0,135.368,130
2022,01234,Marignieu,False,3.664,3.352,175.504,167
2022,01235,Marlieux,False,2.711,2.609,1133.228,1179
2022,01236,Marsonnas,False,2.094,1.995,998.588,1021
2022,01237,Martignat,False,2.518,1.851,1593.526,1674
2022,01238,Massieux,False,4.239,4.062,2625.891,2709
2022,01239,Massignieu-de-Rives,False,3.583,3.073,642.94,631
2022,01240,Matafelon-Granges,False,1.2,0.979,617.443,628
2022,01241,Meillonnas,False,2.485,1.968,1388.633,1379
2022,01242,Mérignat,False,2.261,1.938,125.633,136
2022,01243,Messimy-sur-Saône,False,2.547,2.248,1231.29,1262
2022,01244,Meximieux,False,2.837,2.37,7804.899,7998
2022,01245,Bohas-Meyriat-Rignat,False,3.597,3.26,923.806,950
2022,01246,Mézériat,False,2.166,2.093,2182.477,2204
2022,01247,Mijoux,False,0.0,0.0,290.721,299
2022,01248,Mionnay,False,3.63,3.429,2162.722,2245
2022,01249,Miribel,False,2.318,2.186,9947.591,10202
2022,01250,Misérieux,False,2.222,2.177,1853.562,1979
2022,01252,Mogneneins,False,1.978,1.658,781.739,796
2022,01254,Montagnat,False,4.027,3.447,2096.648,2142
2022,01255,Montagnieu,False,1.184,0.875,629.182,651
2022,01257,Montanges,False,1.1,1.028,345.002,351
2022,01258,Montceaux,False,2.598,2.286,1162.942,1194
2022,01259,Montcet,False,2.042,1.91,666.363,708
2022,01260,Le Montellier,False,3.313,3.15,287.331,304
2022,01261,Monthieux,False,3.217,3.198,664.673,681
2022,01262,Montluel,False,3.331,3.054,6764.972,6864
2022,01263,Montmerle-sur-Saône,False,2.461,2.179,3833.451,3761
2022,01264,Montracol,False,2.554,2.331,997.857,1017
2022,01265,Montréal-la-Cluse,False,2.04,1.508,3438.668,3499
2022,01266,Montrevel-en-Bresse,False,2.311,2.121,2812.591,2576
2022,01267,Nurieux-Volognat,False,2.82,2.036,999.736,1008
2022,01268,Murs-et-Gélignieux,False,2.182,1.79,248.855,244
2022,01269,Nantua,False,1.339,1.015,3459.917,3453
2022,01272,Neuville-les-Dames,False,2.215,2.154,1549.978,1490
2022,01273,Neuville-sur-Ain,False,3.595,3.036,1738.218,1799
2022,01274,Les Neyrolles,False,1.531,1.209,595.821,632
2022,01275,Neyron,False,2.246,2.114,2538.96,2596
2022,01276,Niévroz,False,3.503,3.205,1528.884,1627
2022,01277,Nivollet-Montgriffon,False,1.07,0.791,116.149,115
2022,01279,Oncieu,False,1.162,0.527,86.427,77
2022,01280,Ordonnaz,False,0.011,0.011,141.393,136
2022,01281,Ornex,False,2.518,2.25,4272.62,4591
2022,01282,Outriaz,False,1.081,0.998,255.941,258
2022,01283,Oyonnax,False,2.876,2.189,21660.41,22271
2022,01284,Ozan,False,1.423,1.407,673.415,700
2022,01285,Parcieux,False,4.134,3.966,1260.13,1334
2022,01286,Parves et Nattages,False,1.993,1.705,986.697,959
2022,01288,Péron,False,1.356,1.064,2549.645,2777
2022,01289,Péronnas,False,3.081,2.768,6828.639,6460
2022,01290,Pérouges,False,2.798,2.37,1359.136,1309
2022,01291,Perrex,False,1.681,1.623,837.576,844
2022,01293,Peyriat,False,1.889,1.48,140.69,145
2022,01294,Peyrieu,False,2.916,2.446,883.667,897
2022,01295,Peyzieux-sur-Saône,False,2.005,1.685,606.211,676
2022,01296,Pirajoux,False,2.618,1.815,395.475,413
2022,01297,Pizay,False,2.119,1.796,844.4,890
2022,01298,Plagne,False,0.0,0.0,158.81,157
2022,01299,Le Plantay,False,3.472,3.267,560.187,589
2022,01301,Polliat,False,2.69,2.406,2637.144,2606
2022,01302,Pollieu,False,4.267,3.862,181.819,165
2022,01303,Poncin,False,2.826,2.377,1688.324,1696
2022,01304,Pont-d'Ain,False,4.415,3.797,2892.454,2904
2022,01305,Pont-de-Vaux,False,1.926,1.926,2485.773,2195
2022,01306,Pont-de-Veyle,False,3.909,3.767,1746.829,1637
2022,01307,Port,False,2.315,1.699,854.842,840
2022,01308,Pougny,False,1.187,1.004,777.805,803
2022,01309,Pouillat,False,1.756,1.441,84.823,83
2022,01310,Prémeyzel,False,1.451,1.06,244.937,249
2022,01311,Prémillieu,False,0.564,0.564,44.901,44
2022,01313,Prévessin-Moëns,False,2.218,1.841,8100.535,8948
2022,01314,Priay,False,3.494,2.917,1682.984,1725
2022,01317,Ramasse,False,2.841,2.542,317.201,331
2022,01318,Rancé,False,3.479,3.421,685.339,735
2022,01319,Relevant,False,2.29,2.29,461.133,467
2022,01320,Replonges,False,3.596,3.497,3795.621,3833
2022,01321,Revonnas,False,3.948,3.515,847.285,892
2022,01322,Reyrieux,False,2.857,2.781,5019.094,5050
2022,01323,Reyssouze,False,1.738,1.738,1045.308,1018
2022,01325,Rignieux-le-Franc,False,1.995,1.558,1048.678,1065
2022,01328,Romans,False,2.664,2.664,642.878,606
2022,01329,Rossillon,False,1.542,1.412,159.766,157
2022,01330,Ruffieu,False,1.061,1.061,199.095,180
2022,01331,Saint-Alban,False,1.534,1.39,198.829,192
2022,01332,Saint-André-de-Bâgé,False,3.297,3.239,759.779,792
2022,01333,Saint-André-de-Corcy,False,2.986,2.928,3366.103,3366
2022,01334,Saint-André-d'Huiriat,False,1.991,1.93,630.946,680
2022,01335,Saint-André-le-Bouchoux,False,2.514,2.484,377.037,410
2022,01336,Saint-André-sur-Vieux-Jonc,False,2.2,1.978,1152.25,1187
2022,01337,Saint-Bénigne,False,1.624,1.624,1321.331,1336
2022,01338,Groslée-Saint-Benoit,False,1.246,0.649,1230.464,1245
2022,01339,Saint-Bernard,False,5.311,5.127,1582.133,1484
2022,01342,Sainte-Croix,False,2.171,2.094,514.249,546
2022,01343,Saint-Cyr-sur-Menthon,False,3.07,2.986,1751.412,1822
2022,01344,Saint-Denis-lès-Bourg,False,3.505,3.101,6201.637,5971
2022,01345,Saint-Denis-en-Bugey,False,4.855,3.968,2226.644,2245
2022,01346,Saint-Didier-d'Aussiat,False,1.771,1.68,842.715,852
2022,01347,Saint-Didier-de-Formans,False,3.491,3.427,2008.348,2072
2022,01348,Saint-Didier-sur-Chalaronne,False,2.344,2.047,2962.534,3003
2022,01349,Saint-Éloi,False,3.042,2.633,516.958,523
2022,01350,Saint-Étienne-du-Bois,False,3.089,2.272,2591.775,2538
2022,01351,Saint-Étienne-sur-Chalaronne,False,1.746,1.57,1509.835,1602
2022,01352,Saint-Étienne-sur-Reyssouze,False,1.279,1.279,570.385,586
2022,01353,Sainte-Euphémie,False,3.596,3.42,1599.074,1723
2022,01354,Saint-Genis-Pouilly,False,2.114,1.719,12765.653,14274
2022,01355,Saint-Genis-sur-Menthon,False,3.417,3.241,469.35,484
2022,01356,Saint-Georges-sur-Renon,False,2.144,2.144,190.692,203
2022,01357,Saint-Germain-de-Joux,False,1.256,1.101,483.917,502
2022,01358,Saint-Germain-les-Paroisses,False,1.852,1.592,450.497,426
2022,01359,Saint-Germain-sur-Renon,False,3.096,2.994,245.022,251
2022,01360,Saint-Jean-de-Gonville,False,1.733,1.348,1800.834,1934
2022,01361,Saint-Jean-de-Niost,False,3.121,2.69,1541.756,1600
2022,01362,Saint-Jean-de-Thurigneux,False,3.708,3.65,773.354,809
2022,01363,Saint-Jean-le-Vieux,False,3.749,3.165,1786.641,1786
2022,01364,Saint-Jean-sur-Reyssouze,False,2.023,1.973,789.011,767
2022,01365,Saint-Jean-sur-Veyle,False,2.823,2.735,1147.0,1165
2022,01366,Sainte-Julie,False,3.346,2.849,992.267,1088
2022,01367,Saint-Julien-sur-Reyssouze,False,2.369,2.32,727.474,726
2022,01368,Saint-Julien-sur-Veyle,False,1.96,1.929,791.113,842
2022,01369,Saint-Just,False,3.523,3.061,974.893,955
2022,01370,Saint-Laurent-sur-Saône,False,4.393,4.24,1745.408,1674
2022,01371,Saint-Marcel,False,2.859,2.84,1124.232,1221
2022,01372,Saint-Martin-de-Bavel,False,3.878,3.618,424.701,441
2022,01373,Saint-Martin-du-Frêne,False,2.606,1.947,1019.773,1009
2022,01374,Saint-Martin-du-Mont,False,2.426,2.154,1847.124,1877
2022,01375,Saint-Martin-le-Châtel,False,2.613,2.309,777.995,788
2022,01376,Saint-Maurice-de-Beynost,False,4.247,3.885,4021.758,4066
2022,01378,Saint-Maurice-de-Gourdans,False,2.165,1.872,2589.897,2699
2022,01379,Saint-Maurice-de-Rémens,False,4.493,3.758,726.388,762
2022,01380,Saint-Nizier-le-Bouchoux,False,1.624,1.624,648.403,612
2022,01381,Saint-Nizier-le-Désert,False,2.118,1.811,843.01,920
2022,01382,Sainte-Olive,False,3.173,3.173,294.98,305
2022,01383,Saint-Paul-de-Varax,False,2.374,2.242,1514.962,1583
2022,01384,Saint-Rambert-en-Bugey,False,1.615,0.893,2216.048,2172
2022,01385,Saint-Rémy,False,2.149,1.884,977.736,964
2022,01386,Saint-Sorlin-en-Bugey,False,4.194,3.531,1103.017,1117
2022,01387,Saint-Sulpice,False,1.687,1.638,235.416,256
2022,01388,Saint-Trivier-de-Courtes,False,1.807,1.807,1268.546,1116
2022,01389,Saint-Trivier-sur-Moignans,False,2.765,2.567,1844.059,1823
2022,01390,Saint-Vulbas,False,2.442,2.065,1230.553,1247
2022,01391,Salavre,False,2.913,1.814,304.931,273
2022,01392,Samognat,False,1.538,1.099,631.969,654
2022,01393,Sandrans,False,2.845,2.845,526.006,555
2022,01396,Sault-Brénaz,False,3.709,3.134,988.5,987
2022,01397,Sauverny,False,2.735,2.625,978.576,988
2022,01398,Savigneux,False,3.113,3.01,1337.445,1438
2022,01399,Ségny,False,2.622,2.381,2019.499,2145
2022,01400,Seillonnaz,False,0.235,0.131,142.628,139
2022,01401,Sergy,False,1.581,1.314,2078.207,2209
2022,01402,Sermoyer,False,2.6,2.6,676.6,650
2022,01403,Serrières-de-Briord,False,2.496,1.952,1314.854,1310
2022,01404,Serrières-sur-Ain,False,1.845,1.695,143.357,134
2022,01405,Servas,False,1.396,1.336,1186.297,1273
2022,01406,Servignat,False,1.816,1.816,175.868,173
2022,01407,Seyssel,False,1.819,1.738,987.246,1006
2022,01408,Simandre-sur-Suran,False,2.357,2.058,636.992,659
2022,01410,Sonthonnax-la-Montagne,False,0.702,0.397,289.001,299
2022,01411,Souclin,False,1.818,1.52,269.266,271
2022,01412,Sulignat,False,2.198,2.167,584.051,611
2022,01415,Talissieu,False,3.959,3.737,611.492,524
2022,01416,Tenay,False,1.356,0.933,1067.485,1012
2022,01418,Thil,False,3.283,3.065,1063.522,1103
2022,01419,Thoiry,False,1.107,0.859,5692.171,6119
2022,01420,Thoissey,False,2.607,2.309,1841.528,1664
2022,01421,Torcieu,False,3.089,2.129,726.648,734
2022,01422,Tossiat,False,3.597,3.139,1349.431,1354
2022,01423,Toussieux,False,2.678,2.659,1078.57,1169
2022,01424,Tramoyes,False,2.834,2.698,1758.525,1823
2022,01425,La Tranclière,False,2.352,2.177,283.781,284
2022,01426,Val-Revermont,False,2.394,1.83,2491.24,2506
2022,01427,Trévoux,False,4.191,4.061,6609.075,6945
2022,01428,Valeins,False,2.167,1.939,116.27,128
2022,01429,Vandeins,False,1.647,1.545,684.979,714
2022,01430,Varambon,False,3.022,2.56,616.036,636
2022,01431,Vaux-en-Bugey,False,3.522,2.9,1217.23,1224
2022,01432,Verjon,False,2.786,1.867,325.541,333
2022,01433,Vernoux,False,1.537,1.537,282.881,306
2022,01434,Versailleux,False,3.918,3.581,460.641,488
2022,01435,Versonnex,False,2.808,2.631,2004.062,2146
2022,01436,Vesancy,False,2.236,2.236,493.775,492
2022,01437,Vescours,False,2.207,2.207,217.882,221
2022,01439,Vésines,False,2.58,2.522,96.388,99
2022,01441,Vieu-d'Izenave,False,1.223,1.139,706.955,743
2022,01443,Villars-les-Dombes,False,3.306,3.203,5083.726,4946
2022,01444,Villebois,False,2.767,2.263,1166.187,1195
2022,01445,Villemotier,False,2.911,2.007,602.141,628
2022,01446,Villeneuve,False,3.485,3.318,1456.885,1562
2022,01447,Villereversure,False,2.67,2.37,1409.605,1345
2022,01448,Villes,False,1.456,1.242,381.98,394
2022,01449,Villette-sur-Ain,False,3.612,3.033,737.031,760
2022,01450,Villieu-Loyes-Mollon,False,2.58,2.161,3593.212,3755
2022,01451,Viriat,False,4.232,3.573,6611.042,6665
2022,01452,Virieu-le-Grand,False,3.601,3.341,1118.376,1127
2022,01453,Arvière-en-Valromey,False,1.985,1.985,743.993,712
2022,01454,Virignin,False,3.628,3.081,1047.845,1118
2022,01456,Vongnes,False,3.726,3.451,81.792,71
2022,01457,Vonnas,False,1.674,1.674,3229.423,3198
2022,02001,Abbécourt,False,3.07,2.856,486.363,505
2022,02002,Achery,False,2.845,1.926,585.258,602
2022,02003,Acy,False,2.357,2.1,1007.926,1019
2022,02004,Agnicourt-et-Séchelles,False,3.589,3.407,188.235,185
2022,02005,Aguilcourt,False,3.194,2.089,366.952,382
2022,02006,Aisonville-et-Bernoville,False,4.298,3.203,265.19,260
2022,02007,Aizelles,False,3.65,2.999,122.465,120
2022,02008,Aizy-Jouy,False,2.528,2.415,276.735,299
2022,02009,Alaincourt,False,2.409,1.631,515.157,531
2022,02010,Allemant,False,3.222,2.687,155.735,171
2022,02011,Ambleny,False,2.625,2.432,1163.038,1159
2022,02012,Ambrief,False,3.209,2.64,68.726,73
2022,02013,Amifontaine,False,3.27,2.581,380.403,390
2022,02014,Amigny-Rouy,False,3.139,2.556,697.962,721
2022,02015,Ancienville,False,2.037,1.492,73.491,74
2022,02016,Andelain,False,3.073,2.245,204.447,215
2022,02017,Anguilcourt-le-Sart,False,2.455,1.721,279.823,308
2022,02018,Anizy-le-Grand,False,2.426,2.008,2579.119,2587
2022,02019,Annois,False,2.521,2.165,368.892,359
2022,02020,Any-Martin-Rieux,False,4.557,3.713,467.26,455
2022,02021,Archon,False,4.197,4.197,87.031,82
2022,02022,Arcy-Sainte-Restitue,False,2.78,2.503,400.573,401
2022,02023,Armentières-sur-Ourcq,False,2.849,2.476,100.919,101
2022,02024,Arrancy,False,2.093,1.914,53.291,49
2022,02025,Artemps,False,1.294,1.04,352.546,367
2022,02027,Assis-sur-Serre,False,1.894,1.291,217.318,210
2022,02028,Athies-sous-Laon,False,2.43,1.95,2586.459,2597
2022,02029,Attilly,False,2.368,2.233,354.314,351
2022,02030,Aubencheul-aux-Bois,False,3.193,2.802,271.167,254
2022,02031,Aubenton,False,4.178,3.599,669.937,659
2022,02032,Aubigny-aux-Kaisnes,False,2.173,1.908,240.15,254
2022,02033,Aubigny-en-Laonnois,False,3.379,2.872,99.559,102
2022,02034,Audignicourt,False,0.523,0.523,111.658,122
2022,02035,Audigny,False,3.603,2.511,262.308,283
2022,02036,Augy,False,3.559,3.385,75.048,70
2022,02037,Aulnois-sous-Laon,False,3.301,2.575,1334.678,1380
2022,02038,Les Autels,False,1.946,1.946,68.413,60
2022,02039,Autremencourt,False,2.597,1.89,158.562,174
2022,02040,Autreppes,True,1.832,1.79,172.481,176
2022,02041,Autreville,False,2.768,2.508,825.934,815
2022,02042,Azy-sur-Marne,False,2.606,2.174,391.428,379
2022,02043,Bagneux,False,1.462,1.27,63.646,64
2022,02044,Bancigny,True,3.33,3.239,22.989,24
2022,02046,Barenton-Bugny,False,2.94,2.137,546.088,557
2022,02047,Barenton-Cel,False,3.1,2.298,119.756,108
2022,02048,Barenton-sur-Serre,False,2.851,1.937,122.785,131
2022,02049,Barisis-aux-Bois,False,3.145,2.502,749.486,740
2022,02050,Barzy-en-Thiérache,True,3.352,2.328,315.293,320
2022,02051,Barzy-sur-Marne,False,4.024,4.024,409.754,391
2022,02052,Bassoles-Aulers,False,2.192,1.774,132.75,132
2022,02053,Vallées en Champagne,False,2.565,2.565,581.148,573
2022,02054,Bazoches-et-Saint-Thibaut,False,3.674,3.152,524.054,532
2022,02055,Beaumé,False,2.598,2.102,99.371,87
2022,02056,Beaumont-en-Beine,False,2.502,2.146,169.222,180
2022,02057,Beaurevoir,False,2.959,2.555,1455.852,1411
2022,02058,Beaurieux,False,2.096,1.448,798.039,851
