code_insee,commune,apl_generalistes,apl_generalistes_moins65,pop_standardisee,pop_totale,annee
01095,Nivigne et Suran,2.547,2.264,822.903,843,2022
01096,Chaveyriat,1.894,1.834,1003.879,1033,2022
01098,Chazey-Bons,3.921,3.532,1165.187,1175,2022
01099,Chazey-sur-Ain,3.909,3.308,1567.632,1590,2022
01100,Cheignieu-la-Balme,2.02,1.89,147.869,131,2022
01101,Chevillard,0.789,0.632,153.877,152,2022
01102,Chevroux,1.794,1.794,914.59,966,2022
01103,Chevry,2.535,2.213,2026.984,2226,2022
01104,Chézery-Forens,0.637,0.637,442.377,453,2022
01105,Civrieux,4.015,3.853,1762.509,1867,2022
01106,Cize,2.074,1.923,182.504,178,2022
01107,Cleyzieu,0.38,0.168,139.973,136,2022
01108,Coligny,3.291,2.046,1308.574,1161,2022
01109,Collonges,1.966,1.667,2010.622,2230,2022
01110,Colomieu,0.829,0.699,160.568,159,2022
01111,Conand,0.76,0.337,132.289,133,2022
01112,Condamine,2.152,1.651,431.648,467,2022
01113,Condeissiat,1.673,1.613,792.524,817,2022
01114,Confort,1.814,1.599,724.384,693,2022
01115,Confrançon,2.281,2.159,1253.762,1339,2022
01116,Contrevoz,2.457,2.198,514.321,496,2022
01117,Conzieu,0.829,0.699,142.967,150,2022
01118,Corbonod,1.187,1.187,1298.312,1279,2022
01121,Corlier,1.347,1.279,111.687,116,2022
01123,Cormoranche-sur-Saône,3.567,3.358,1145.299,1159,2022
01124,Cormoz,2.166,1.755,709.081,702,2022
01125,Corveissiat,2.101,2.026,592.532,604,2022
01127,Courmangoux,2.408,1.634,523.023,506,2022
01128,Courtes,1.972,1.972,301.409,301,2022
01129,Crans,1.562,1.194,314.875,303,2022
01130,Bresse Vallons,2.149,1.886,2239.338,2368,2022
01133,Cressin-Rochefort,4.053,3.595,403.537,395,2022
01134,Crottet,4.033,3.875,1801.112,1792,2022
01135,Crozet,1.593,1.436,2028.892,2205,2022
01136,Cruzilles-lès-Mépillat,2.393,2.315,886.924,922,2022
01138,Culoz-Béon,3.279,3.093,3432.02,3426,2022
01139,Curciat-Dongalon,1.518,1.518,466.693,444,2022
01140,Curtafond,1.971,1.849,794.077,764,2022
01141,Cuzieu,4.695,4.306,448.694,443,2022
01142,Dagneux,3.518,3.229,4504.997,4765,2022
01143,Divonne-les-Bains,2.092,2.063,9640.183,9999,2022
01145,Dompierre-sur-Veyle,1.697,1.419,1168.193,1190,2022
01146,Dompierre-sur-Chalaronne,1.879,1.817,410.914,436,2022
01147,Domsure,2.778,1.727,509.101,509,2022
01148,Dortan,2.229,1.754,1885.728,1892,2022
01149,Douvres,3.358,2.81,1065.658,1094,2022
01150,Drom,2.696,2.337,205.316,214,2022
01151,Druillat,3.195,2.732,1158.84,1139,2022
01152,Échallon,0.0,0.0,753.083,756,2022
01153,Échenevex,2.382,2.196,1938.183,2123,2022
01155,Évosges,0.011,0.011,146.24,142,2022
01156,Faramans,2.197,1.891,795.874,843,2022
01157,Fareins,3.199,2.936,2314.075,2339,2022
01158,Farges,1.628,1.335,989.462,1053,2022
01159,Feillens,3.811,3.729,3404.886,3366,2022
01160,Ferney-Voltaire,1.765,1.498,9928.969,10612,2022
01162,Flaxieu,4.267,3.862,65.749,65,2022
01163,Foissiat,1.79,1.571,2074.58,2016,2022
01165,Francheleins,2.69,2.409,1485.52,1586,2022
01166,Frans,2.974,2.842,2345.009,2417,2022
01167,Garnerans,1.802,1.649,664.221,657,2022
01169,Genouilleux,2.557,2.153,609.319,651,2022
01170,Béard-Géovreissiat,2.114,1.508,956.608,1044,2022
01171,Géovreisset,2.244,1.661,814.85,830,2022
01173,Gex,2.506,2.384,12184.709,13177,2022
01174,Giron,3.172,3.172,173.616,176,2022
01175,Gorrevod,1.431,1.431,787.954,790,2022
01177,Grand-Corent,1.72,1.571,190.83,184,2022
01179,Grièges,3.293,3.173,1945.19,1884,2022
01180,Grilly,2.52,2.435,829.723,842,2022
01181,Groissiat,2.668,2.002,1284.007,1241,2022
01183,Guéreins,2.257,1.945,1455.107,1487,2022
01184,Hautecourt-Romanèche,2.681,2.455,753.364,756,2022
01185,Plateau d'Hauteville,1.702,1.702,5282.712,4824,2022
01187,Haut Valromey,0.692,0.692,662.88,615,2022
01188,Illiat,2.001,1.909,647.636,681,2022
01189,Injoux-Génissiat,0.598,0.526,1059.862,1123,2022
01190,Innimond,0.104,0.0,93.316,86,2022
01191,Izenave,1.22,1.22,155.359,152,2022
01192,Izernore,2.013,1.53,2179.617,2272,2022
01193,Izieu,0.568,0.463,234.859,220,2022
01194,Jassans-Riottier,5.072,4.819,6472.948,6337,2022
01195,Jasseron,3.842,3.264,1906.653,1822,2022
01196,Jayat,2.029,1.93,1150.227,1241,2022
01197,Journans,3.186,2.801,385.056,377,2022
01198,Joyeux,2.784,2.549,250.346,266,2022
01199,Jujurieux,2.889,2.435,2120.949,2129,2022
01200,Labalme,1.195,1.127,206.35,213,2022
01202,Lagnieu,3.029,2.467,7286.098,7214,2022
01203,Laiz,2.805,2.686,1276.576,1306,2022
01204,Le Poizat-Lalleyriat,0.368,0.285,709.845,746,2022
01206,Lantenay,0.806,0.806,275.59,274,2022
01207,Lapeyrouse,3.663,3.663,297.669,314,2022
01208,Lavours,4.541,4.043,147.231,135,2022
01209,Léaz,2.23,1.943,738.497,796,2022
01210,Lélex,0.0,0.0,240.134,231,2022
01211,Lent,1.614,1.451,1364.052,1397,2022
01212,Lescheroux,1.732,1.683,706.529,712,2022
01213,Leyment,4.347,3.589,1250.96,1332,2022
01214,Leyssard,0.923,0.849,161.656,161,2022
01215,Surjoux-Lhopital,0.917,0.845,142.904,143,2022
01216,Lhuis,1.499,0.944,990.721,893,2022
01219,Lompnas,0.169,0.066,165.992,162,2022
01224,Loyettes,2.788,2.636,3038.425,3296,2022
01225,Lurcy,2.039,1.757,386.611,383,2022
01227,Magnieu,4.099,3.604,647.234,642,2022
01228,Maillat,2.744,2.169,649.847,668,2022
01229,Malafretaz,1.838,1.605,1218.601,1226,2022
01230,Mantenay-Montlin,2.099,2.05,314.77,310,2022
01231,Manziat,2.58,2.522,1964.173,1948,2022
01232,Marboz,2.711,2.022,2345.123,2275,2022
01233,Marchamp,0.207,0.0,135.368,130,2022
01234,Marignieu,3.664,3.352,175.504,167,2022
01235,Marlieux,2.711,2.609,1133.228,1179,2022
01236,Marsonnas,2.094,1.995,998.588,1021,2022
01237,Martignat,2.518,1.851,1593.526,1674,2022
01238,Massieux,4.239,4.062,2625.891,2709,2022
01239,Massignieu-de-Rives,3.583,3.073,642.94,631,2022
01240,Matafelon-Granges,1.2,0.979,617.443,628,2022
01241,Meillonnas,2.485,1.968,1388.633,1379,2022
01242,Mérignat,2.261,1.938,125.633,136,2022
01243,Messimy-sur-Saône,2.547,2.248,1231.29,1262,2022
01244,Meximieux,2.837,2.37,7804.899,7998,2022
01245,Bohas-Meyriat-Rignat,3.597,3.26,923.806,950,2022
01246,Mézériat,2.166,2.093,2182.477,2204,2022
01247,Mijoux,0.0,0.0,290.721,299,2022
01248,Mionnay,3.63,3.429,2162.722,2245,2022
01249,Miribel,2.318,2.186,9947.591,10202,2022
01250,Misérieux,2.222,2.177,1853.562,1979,2022
01252,Mogneneins,1.978,1.658,781.739,796,2022
01254,Montagnat,4.027,3.447,2096.648,2142,2022
01255,Montagnieu,1.184,0.875,629.182,651,2022
01257,Montanges,1.1,1.028,345.002,351,2022
01258,Montceaux,2.598,2.286,1162.942,1194,2022
01259,Montcet,2.042,1.91,666.363,708,2022
01260,Le Montellier,3.313,3.15,287.331,304,2022
01261,Monthieux,3.217,3.198,664.673,681,2022
01262,Montluel,3.331,3.054,6764.972,6864,2022
01263,Montmerle-sur-Saône,2.461,2.179,3833.451,3761,2022
01264,Montracol,2.554,2.331,997.857,1017,2022
01265,Montréal-la-Cluse,2.04,1.508,3438.668,3499,2022
01266,Montrevel-en-Bresse,2.311,2.121,2812.591,2576,2022
01267,Nurieux-Volognat,2.82,2.036,999.736,1008,2022
01268,Murs-et-Gélignieux,2.182,1.79,248.855,244,2022
01269,Nantua,1.339,1.015,3459.917,3453,2022
01272,Neuville-les-Dames,2.215,2.154,1549.978,1490,2022
01273,Neuville-sur-Ain,3.595,3.036,1738.218,1799,2022
01274,Les Neyrolles,1.531,1.209,595.821,632,2022
01275,Neyron,2.246,2.114,2538.96,2596,2022
01276,Niévroz,3.503,3.205,1528.884,1627,2022
01277,Nivollet-Montgriffon,1.07,0.791,116.149,115,2022
01279,Oncieu,1.162,0.527,86.427,77,2022
01280,Ordonnaz,0.011,0.011,141.393,136,2022
01281,Ornex,2.518,2.25,4272.62,4591,2022
01282,Outriaz,1.081,0.998,255.941,258,2022
01283,Oyonnax,2.876,2.189,21660.41,22271,2022
01284,Ozan,1.423,1.407,673.415,700,2022
01285,Parcieux,4.134,3.966,1260.13,1334,2022
01286,Parves et Nattages,1.993,1.705,986.697,959,2022
01288,Péron,1.356,1.064,2549.645,2777,2022
01289,Péronnas,3.081,2.768,6828.639,6460,2022
01290,Pérouges,2.798,2.37,1359.136,1309,2022
01291,Perrex,1.681,1.623,837.576,844,2022
01293,Peyriat,1.889,1.48,140.69,145,2022
01294,Peyrieu,2.916,2.446,883.667,897,2022
01295,Peyzieux-sur-Saône,2.005,1.685,606.211,676,2022
01296,Pirajoux,2.618,1.815,395.475,413,2022
01297,Pizay,2.119,1.796,844.4,890,2022
01298,Plagne,0.0,0.0,158.81,157,2022
01299,Le Plantay,3.472,3.267,560.187,589,2022
01301,Polliat,2.69,2.406,2637.144,2606,2022
01302,Pollieu,4.267,3.862,181.819,165,2022
01303,Poncin,2.826,2.377,1688.324,1696,2022
01304,Pont-d'Ain,4.415,3.797,2892.454,2904,2022
01305,Pont-de-Vaux,1.926,1.926,2485.773,2195,2022
01306,Pont-de-Veyle,3.909,3.767,1746.829,1637,2022
01307,Port,2.315,1.699,854.842,840,2022
01308,Pougny,1.187,1.004,777.805,803,2022
01309,Pouillat,1.756,1.441,84.823,83,2022
01310,Prémeyzel,1.451,1.06,244.937,249,2022
01311,Prémillieu,0.564,0.564,44.901,44,2022
01313,Prévessin-Moëns,2.218,1.841,8100.535,8948,2022
01314,Priay,3.494,2.917,1682.984,1725,2022
01317,Ramasse,2.841,2.542,317.201,331,2022
01318,Rancé,3.479,3.421,685.339,735,2022
01319,Relevant,2.29,2.29,461.133,467,2022
01320,Replonges,3.596,3.497,3795.621,3833,2022
01321,Revonnas,3.948,3.515,847.285,892,2022
01322,Reyrieux,2.857,2.781,5019.094,5050,2022
01323,Reyssouze,1.738,1.738,1045.308,1018,2022
01325,Rignieux-le-Franc,1.995,1.558,1048.678,1065,2022
01328,Romans,2.664,2.664,642.878,606,2022
01329,Rossillon,1.542,1.412,159.766,157,2022
01330,Ruffieu,1.061,1.061,199.095,180,2022
01331,Saint-Alban,1.534,1.39,198.829,192,2022
01332,Saint-André-de-Bâgé,3.297,3.239,759.779,792,2022
01333,Saint-André-de-Corcy,2.986,2.928,3366.103,3366,2022
01334,Saint-André-d'Huiriat,1.991,1.93,630.946,680,2022
01335,Saint-André-le-Bouchoux,2.514,2.484,377.037,410,2022
01336,Saint-André-sur-Vieux-Jonc,2.2,1.978,1152.25,1187,2022
01337,Saint-Bénigne,1.624,1.624,1321.331,1336,2022
01338,Groslée-Saint-Benoit,1.246,0.649,1230.464,1245,2022
01339,Saint-Bernard,5.311,5.127,1582.133,1484,2022
01342,Sainte-Croix,2.171,2.094,514.249,546,2022
01343,Saint-Cyr-sur-Menthon,3.07,2.986,1751.412,1822,2022
01344,Saint-Denis-lès-Bourg,3.505,3.101,6201.637,5971,2022
01345,Saint-Denis-en-Bugey,4.855,3.968,2226.644,2245,2022
01346,Saint-Didier-d'Aussiat,1.771,1.68,842.715,852,2022
01347,Saint-Didier-de-Formans,3.491,3.427,2008.348,2072,2022
01348,Saint-Didier-sur-Chalaronne,2.344,2.047,2962.534,3003,2022
01349,Saint-Éloi,3.042,2.633,516.958,523,2022
01350,Saint-Étienne-du-Bois,3.089,2.272,2591.775,2538,2022
01351,Saint-Étienne-sur-Chalaronne,1.746,1.57,1509.835,1602,2022
01352,Saint-Étienne-sur-Reyssouze,1.279,1.279,570.385,586,2022
01353,Sainte-Euphémie,3.596,3.42,1599.074,1723,2022
01354,Saint-Genis-Pouilly,2.114,1.719,12765.653,14274,2022
01355,Saint-Genis-sur-Menthon,3.417,3.241,469.35,484,2022
01356,Saint-Georges-sur-Renon,2.144,2.144,190.692,203,2022
01357,Saint-Germain-de-Joux,1.256,1.101,483.917,502,2022
01358,Saint-Germain-les-Paroisses,1.852,1.592,450.497,426,2022
01359,Saint-Germain-sur-Renon,3.096,2.994,245.022,251,2022
01360,Saint-Jean-de-Gonville,1.733,1.348,1800.834,1934,2022
01361,Saint-Jean-de-Niost,3.121,2.69,1541.756,1600,2022
01362,Saint-Jean-de-Thurigneux,3.708,3.65,773.354,809,2022
01363,Saint-Jean-le-Vieux,3.749,3.165,1786.641,1786,2022
01364,Saint-Jean-sur-Reyssouze,2.023,1.973,789.011,767,2022
01365,Saint-Jean-sur-Veyle,2.823,2.735,1147.0,1165,2022
01366,Sainte-Julie,3.346,2.849,992.267,1088,2022
01367,Saint-Julien-sur-Reyssouze,2.369,2.32,727.474,726,2022
01368,Saint-Julien-sur-Veyle,1.96,1.929,791.113,842,2022
01369,Saint-Just,3.523,3.061,974.893,955,2022
01370,Saint-Laurent-sur-Saône,4.393,4.24,1745.408,1674,2022
01371,Saint-Marcel,2.859,2.84,1124.232,1221,2022
01372,Saint-Martin-de-Bavel,3.878,3.618,424.701,441,2022
01373,Saint-Martin-du-Frêne,2.606,1.947,1019.773,1009,2022
01374,Saint-Martin-du-Mont,2.426,2.154,1847.124,1877,2022
01375,Saint-Martin-le-Châtel,2.613,2.309,777.995,788,2022
01376,Saint-Maurice-de-Beynost,4.247,3.885,4021.758,4066,2022
01378,Saint-Maurice-de-Gourdans,2.165,1.872,2589.897,2699,2022
01379,Saint-Maurice-de-Rémens,4.493,3.758,726.388,762,2022
01380,Saint-Nizier-le-Bouchoux,1.624,1.624,648.403,612,2022
01381,Saint-Nizier-le-Désert,2.118,1.811,843.01,920,2022
01382,Sainte-Olive,3.173,3.173,294.98,305,2022
01383,Saint-Paul-de-Varax,2.374,2.242,1514.962,1583,2022
01384,Saint-Rambert-en-Bugey,1.615,0.893,2216.048,2172,2022
01385,Saint-Rémy,2.149,1.884,977.736,964,2022
01386,Saint-Sorlin-en-Bugey,4.194,3.531,1103.017,1117,2022
01387,Saint-Sulpice,1.687,1.638,235.416,256,2022
01388,Saint-Trivier-de-Courtes,1.807,1.807,1268.546,1116,2022
01389,Saint-Trivier-sur-Moignans,2.765,2.567,1844.059,1823,2022
01390,Saint-Vulbas,2.442,2.065,1230.553,1247,2022
01391,Salavre,2.913,1.814,304.931,273,2022
01392,Samognat,1.538,1.099,631.969,654,2022
01393,Sandrans,2.845,2.845,526.006,555,2022
01396,Sault-Brénaz,3.709,3.134,988.5,987,2022
01397,Sauverny,2.735,2.625,978.576,988,2022
01398,Savigneux,3.113,3.01,1337.445,1438,2022
01399,Ségny,2.622,2.381,2019.499,2145,2022
01400,Seillonnaz,0.235,0.131,142.628,139,2022
01401,Sergy,1.581,1.314,2078.207,2209,2022
01402,Sermoyer,2.6,2.6,676.6,650,2022
01403,Serrières-de-Briord,2.496,1.952,1314.854,1310,2022
01404,Serrières-sur-Ain,1.845,1.695,143.357,134,2022
01405,Servas,1.396,1.336,1186.297,1273,2022
01406,Servignat,1.816,1.816,175.868,173,2022
01407,Seyssel,1.819,1.738,987.246,1006,2022
01408,Simandre-sur-Suran,2.357,2.058,636.992,659,2022
01410,Sonthonnax-la-Montagne,0.702,0.397,289.001,299,2022
01411,Souclin,1.818,1.52,269.266,271,2022
01412,Sulignat,2.198,2.167,584.051,611,2022
01415,Talissieu,3.959,3.737,611.492,524,2022
01416,Tenay,1.356,0.933,1067.485,1012,2022
01418,Thil,3.283,3.065,1063.522,1103,2022
01419,Thoiry,1.107,0.859,5692.171,6119,2022
01420,Thoissey,2.607,2.309,1841.528,1664,2022
01421,Torcieu,3.089,2.129,726.648,734,2022
01422,Tossiat,3.597,3.139,1349.431,1354,2022
01423,Toussieux,2.678,2.659,1078.57,1169,2022
01424,Tramoyes,2.834,2.698,1758.525,1823,2022
01425,La Tranclière,2.352,2.177,283.781,284,2022
01426,Val-Revermont,2.394,1.83,2491.24,2506,2022
01427,Trévoux,4.191,4.061,6609.075,6945,2022
01428,Valeins,2.167,1.939,116.27,128,2022
01429,Vandeins,1.647,1.545,684.979,714,2022
01430,Varambon,3.022,2.56,616.036,636,2022
01431,Vaux-en-Bugey,3.522,2.9,1217.23,1224,2022
01432,Verjon,2.786,1.867,325.541,333,2022
01433,Vernoux,1.537,1.537,282.881,306,2022
01434,Versailleux,3.918,3.581,460.641,488,2022
01435,Versonnex,2.808,2.631,2004.062,2146,2022
01436,Vesancy,2.236,2.236,493.775,492,2022
01437,Vescours,2.207,2.207,217.882,221,2022
01439,Vésines,2.58,2.522,96.388,99,2022
01441,Vieu-d'Izenave,1.223,1.139,706.955,743,2022
01443,Villars-les-Dombes,3.306,3.203,5083.726,4946,2022
01444,Villebois,2.767,2.263,1166.187,1195,2022
01445,Villemotier,2.911,2.007,602.141,628,2022
01446,Villeneuve,3.485,3.318,1456.885,1562,2022
01447,Villereversure,2.67,2.37,1409.605,1345,2022
01448,Villes,1.456,1.242,381.98,394,2022
01449,Villette-sur-Ain,3.612,3.033,737.031,760,2022
01450,Villieu-Loyes-Mollon,2.58,2.161,3593.212,3755,2022
01451,Viriat,4.232,3.573,6611.042,6665,2022
01452,Virieu-le-Grand,3.601,3.341,1118.376,1127,2022
01453,Arvière-en-Valromey,1.985,1.985,743.993,712,2022
01454,Virignin,3.628,3.081,1047.845,1118,2022
01456,Vongnes,3.726,3.451,81.792,71,2022
01457,Vonnas,1.674,1.674,3229.423,3198,2022
02001,Abbécourt,3.07,2.856,486.363,505,2022
02002,Achery,2.845,1.926,585.258,602,2022
02003,Acy,2.357,2.1,1007.926,1019,2022
02004,Agnicourt-et-Séchelles,3.589,3.407,188.235,185,2022
02005,Aguilcourt,3.194,2.089,366.952,382,2022
02006,Aisonville-et-Bernoville,4.298,3.203,265.19,260,2022
02007,Aizelles,3.65,2.999,122.465,120,2022
02008,Aizy-Jouy,2.528,2.415,276.735,299,2022
02009,Alaincourt,2.409,1.631,515.157,531,2022
02010,Allemant,3.222,2.687,155.735,171,2022
02011,Ambleny,2.625,2.432,1163.038,1159,2022
02012,Ambrief,3.209,2.64,68.726,73,2022
02013,Amifontaine,3.27,2.581,380.403,390,2022
02014,Amigny-Rouy,3.139,2.556,697.962,721,2022
02015,Ancienville,2.037,1.492,73.491,74,2022
02016,Andelain,3.073,2.245,204.447,215,2022
02017,Anguilcourt-le-Sart,2.455,1.721,279.823,308,2022
02018,Anizy-le-Grand,2.426,2.008,2579.119,2587,2022
02019,Annois,2.521,2.165,368.892,359,2022
02020,Any-Martin-Rieux,4.557,3.713,467.26,455,2022
02021,Archon,4.197,4.197,87.031,82,2022
02022,Arcy-Sainte-Restitue,2.78,2.503,400.573,401,2022
02023,Armentières-sur-Ourcq,2.849,2.476,100.919,101,2022
02024,Arrancy,2.093,1.914,53.291,49,2022
02025,Artemps,1.294,1.04,352.546,367,2022
02027,Assis-sur-Serre,1.894,1.291,217.318,210,2022
02028,Athies-sous-Laon,2.43,1.95,2586.459,2597,2022
02029,Attilly,2.368,2.233,354.314,351,2022
02030,Aubencheul-aux-Bois,3.193,2.802,271.167,254,2022
02031,Aubenton,4.178,3.599,669.937,659,2022
02032,Aubigny-aux-Kaisnes,2.173,1.908,240.15,254,2022
02033,Aubigny-en-Laonnois,3.379,2.872,99.559,102,2022
02034,Audignicourt,0.523,0.523,111.658,122,2022
02035,Audigny,3.603,2.511,262.308,283,2022
02036,Augy,3.559,3.385,75.048,70,2022
02037,Aulnois-sous-Laon,3.301,2.575,1334.678,1380,2022
02038,Les Autels,1.946,1.946,68.413,60,2022
02039,Autremencourt,2.597,1.89,158.562,174,2022
02040,Autreppes,1.832,1.79,172.481,176,2022
02041,Autreville,2.768,2.508,825.934,815,2022
02042,Azy-sur-Marne,2.606,2.174,391.428,379,2022
02043,Bagneux,1.462,1.27,63.646,64,2022
02044,Bancigny,3.33,3.239,22.989,24,2022
02046,Barenton-Bugny,2.94,2.137,546.088,557,2022
02047,Barenton-Cel,3.1,2.298,119.756,108,2022
02048,Barenton-sur-Serre,2.851,1.937,122.785,131,2022
02049,Barisis-aux-Bois,3.145,2.502,749.486,740,2022
02050,Barzy-en-Thiérache,3.352,2.328,315.293,320,2022
02051,Barzy-sur-Marne,4.024,4.024,409.754,391,2022
02052,Bassoles-Aulers,2.192,1.774,132.75,132,2022
02053,Vallées en Champagne,2.565,2.565,581.148,573,2022
02054,Bazoches-et-Saint-Thibaut,3.674,3.152,524.054,532,2022
02055,Beaumé,2.598,2.102,99.371,87,2022
02056,Beaumont-en-Beine,2.502,2.146,169.222,180,2022
02057,Beaurevoir,2.959,2.555,1455.852,1411,2022
02058,Beaurieux,2.096,1.448,798.039,851,2022
02059,Beautor,3.642,2.644,2697.184,2718,2022
02060,Beauvois-en-Vermandois,1.4,1.329,263.99,255,2022
02061,Becquigny,2.74,2.171,226.282,245,2022
02062,Belleau,1.755,1.409,137.386,136,2022
02063,Bellenglise,2.869,2.562,366.855,379,2022
02064,Belleu,3.548,2.882,4134.891,3762,2022
02065,Bellicourt,1.718,1.546,571.356,587,2022
02066,Benay,3.646,2.734,192.87,193,2022
02067,Bergues-sur-Sambre,3.671,2.595,210.327,209,2022
02068,Berlancourt,2.85,2.303,81.687,85,2022
02069,Berlise,3.811,3.811,107.99,105,2022
02070,Bernot,3.97,2.717,437.534,441,2022
02071,Berny-Rivière,1.611,1.59,629.254,650,2022
02072,Berrieux,3.757,3.231,176.521,183,2022
02073,Berry-au-Bac,4.116,2.757,651.179,687,2022
02074,Bertaucourt-Epourdon,2.393,1.641,561.595,592,2022
02075,Berthenicourt,3.452,2.339,191.666,194,2022
02076,Bertricourt,2.641,1.952,137.08,153,2022
02078,Besmé,1.63,1.547,151.517,164,2022
02079,Besmont,2.195,1.734,157.452,147,2022
02080,Besny-et-Loizy,3.102,2.606,335.758,327,2022
02081,Béthancourt-en-Vaux,2.623,2.402,413.589,432,2022
02082,Beugneux,2.692,2.275,108.54,110,2022
02083,Beuvardes,3.606,3.511,730.804,751,2022
02084,Bézu-le-Guéry,1.756,1.299,242.346,255,2022
02085,Bézu-Saint-Germain,2.66,2.565,894.602,1003,2022
02086,Bichancourt,2.674,2.413,1001.484,999,2022
02087,Bieuxy,1.593,1.4,33.692,34,2022
02088,Bièvres,2.036,1.802,87.771,88,2022
02089,Billy-sur-Aisne,3.597,3.146,1193.977,1146,2022
