code_insee,commune,apl_generalistes,apl_generalistes_moins65,pop_standardisee,pop_totale,annee
15267,Ytrac,4.305,3.49,4448.308,4329,2022
15268,Le Rouget-Pers,3.012,2.376,1513.793,1268,2022
15269,Besse,5.612,5.612,150.319,129,2022
16001,Abzac,4.161,2.79,560.572,507,2022
16002,Les Adjots,4.388,4.056,519.369,526,2022
16003,Agris,2.8,2.741,866.493,859,2022
16005,Aigre,4.082,3.374,1837.98,1595,2022
16007,Alloue,1.718,1.269,541.971,469,2022
16008,Ambérac,3.729,2.925,321.96,306,2022
16009,Ambernac,3.072,2.261,427.057,379,2022
16011,Anais,4.586,4.005,546.173,563,2022
16012,Angeac-Champagne,3.346,2.951,503.364,498,2022
16013,Angeac-Charente,2.487,2.093,346.676,313,2022
16014,Angeduc,2.952,2.895,128.214,133,2022
16015,Angoulême,3.032,2.842,41327.942,41407,2022
16016,Ansac-sur-Vienne,4.255,2.341,905.335,825,2022
16018,Ars,4.091,3.402,730.562,704,2022
16019,Asnières-sur-Nouère,2.875,2.51,1246.548,1265,2022
16020,Aubeterre-sur-Dronne,2.652,2.652,452.911,329,2022
16023,Aunac-sur-Charente,3.726,3.411,627.87,574,2022
16024,Aussac-Vadalle,3.826,3.38,506.663,518,2022
16025,Baignes-Sainte-Radegonde,1.931,1.931,1386.066,1235,2022
16026,Balzac,3.388,3.03,1403.313,1371,2022
16027,Barbezières,2.718,2.332,141.042,130,2022
16028,Barbezieux-Saint-Hilaire,2.884,2.87,5291.807,4751,2022
16029,Bardenac,1.219,1.219,242.806,225,2022
16030,Barret,2.399,2.399,1095.07,1063,2022
16031,Barro,4.028,3.63,415.018,409,2022
16032,Bassac,3.745,3.058,513.251,517,2022
16034,Bazac,3.165,2.921,155.547,145,2022
16035,Beaulieu-sur-Sonnette,2.423,2.423,233.879,197,2022
16036,Bécheresse,3.077,2.877,287.327,291,2022
16037,Bellon,2.922,2.922,164.047,140,2022
16038,Benest,1.408,1.408,361.122,307,2022
16039,Bernac,3.946,3.623,489.965,472,2022
16040,Berneuil,1.052,1.052,371.51,310,2022
16041,Bessac,2.117,2.117,135.996,113,2022
16042,Bessé,3.109,2.759,127.984,108,2022
16044,Bioussac,3.339,3.173,225.69,209,2022
16045,Birac,2.39,2.167,351.524,369,2022
16046,Coteaux-du-Blanzacais,3.021,3.007,1068.385,997,2022
16047,Blanzaguet-Saint-Cybard,2.037,1.438,295.82,287,2022
16048,Boisbreteau,1.633,1.633,145.778,127,2022
16049,Bonnes,2.726,2.726,432.013,368,2022
16050,Bonneuil,1.862,1.751,258.132,247,2022
16052,Bors (Canton de Tude-et-Lavalette),2.843,2.843,271.714,235,2022
16053,Bors (Canton de Charente-Sud),2.377,2.377,130.874,120,2022
16054,Le Bouchage,2.536,2.453,202.544,175,2022
16055,Bouëx,2.161,2.043,872.73,884,2022
16056,Bourg-Charente,3.416,2.867,977.932,884,2022
16057,Bouteville,1.677,1.411,329.989,322,2022
16058,Boutiers-Saint-Trojan,3.565,2.988,1480.186,1405,2022
16059,Brettes,2.799,2.703,185.023,166,2022
16060,Bréville,3.628,2.953,459.154,449,2022
16061,Brie,2.964,2.681,4021.639,4222,2022
16062,Brie-sous-Barbezieux,2.821,2.821,133.338,128,2022
16063,Brie-sous-Chalais,1.219,1.219,180.176,161,2022
16064,Brigueuil,2.665,2.359,1171.258,1110,2022
16065,Brillac,3.107,1.613,697.395,626,2022
16066,Brossac,0.812,0.812,542.944,462,2022
16067,Bunzac,3.477,3.3,444.511,464,2022
16068,Cellefrouin,3.355,3.255,609.217,571,2022
16069,Cellettes,4.004,3.369,393.207,385,2022
16070,Chabanais,3.139,2.575,1822.185,1561,2022
16071,Chabrac,3.956,2.375,605.779,598,2022
16072,Chadurie,3.735,3.446,514.572,513,2022
16073,Chalais,3.427,3.305,2101.238,1786,2022
16074,Challignac,1.869,1.869,342.518,336,2022
16075,Champagne-Vigny,2.507,2.369,236.137,241,2022
16076,Champagne-Mouton,1.961,1.96,1083.842,879,2022
16077,Champmillon,2.527,2.172,485.512,482,2022
16078,Champniers,4.203,3.737,5345.34,5155,2022
16079,Chantillac,3.017,3.017,373.482,356,2022
16081,La Chapelle,3.94,3.197,222.621,215,2022
16082,Boisné-La Tude,2.601,2.187,692.829,667,2022
16083,Charmé,4.02,3.67,376.397,338,2022
16084,Charras,3.073,2.701,363.466,338,2022
16085,Chasseneuil-sur-Bonnieure,2.76,2.601,3408.933,3100,2022
16086,Chassenon,2.785,2.482,939.057,857,2022
16087,Chassiecq,2.439,2.439,171.871,144,2022
16088,Chassors,2.802,2.242,1127.75,1097,2022
16089,Châteaubernard,4.25,3.547,4068.193,3766,2022
16090,Châteauneuf-sur-Charente,2.015,1.679,3850.864,3546,2022
16091,Châtignac,1.529,1.529,191.796,172,2022
16093,Chazelles,3.132,2.956,1614.041,1575,2022
16095,Chenon,3.694,3.379,155.122,128,2022
16096,Cherves-Châtelars,1.739,1.638,453.417,420,2022
16097,Cherves-Richemont,3.593,3.038,2467.006,2293,2022
16098,La Chèvrerie,3.838,3.515,156.361,139,2022
16099,Chillac,1.433,1.433,242.513,223,2022
16100,Chirac,2.865,1.693,813.968,775,2022
16101,Claix,3.553,3.223,1028.979,1064,2022
16102,Cognac,3.751,3.067,19134.771,18606,2022
16103,Combiers,3.511,2.654,140.354,122,2022
16104,Condac,3.676,3.352,511.965,468,2022
16105,Condéon,2.364,2.364,630.978,616,2022
16106,Confolens,4.024,1.905,3239.438,2720,2022
16107,Coulgens,3.317,2.936,521.651,541,2022
16108,Coulonges,3.729,2.925,137.394,130,2022
16109,Courbillac,2.012,1.448,716.821,751,2022
16110,Courcôme,3.932,3.596,807.717,776,2022
16111,Courgeac,3.405,3.405,191.546,174,2022
16112,Courlac,3.328,3.328,65.763,57,2022
16113,La Couronne,3.548,3.222,7713.927,7742,2022
16114,Couture,3.823,3.665,185.403,167,2022
16116,Criteuil-la-Magdeleine,2.459,2.459,397.517,381,2022
16117,Curac,1.534,1.534,129.759,120,2022
16118,Deviat,2.834,2.834,146.398,135,2022
16119,Dignac,2.108,1.832,1408.267,1356,2022
16120,Dirac,2.947,2.715,1633.842,1521,2022
16121,Douzat,3.231,2.645,437.689,434,2022
16122,Ébréon,3.586,3.14,157.036,138,2022
16123,Échallat,2.999,2.253,510.909,483,2022
16124,Écuras,2.569,2.569,640.947,558,2022
16125,Édon,2.894,2.247,296.049,268,2022
16127,Empuré,2.285,2.285,101.643,94,2022
16128,Épenède,1.874,1.425,190.221,169,2022
16130,Les Essards,2.986,2.864,214.251,183,2022
16131,Esse,4.178,2.074,529.368,501,2022
16132,Étagnac,4.37,3.297,1133.85,996,2022
16133,Étriac,2.872,2.61,198.823,199,2022
16134,Exideuil-sur-Vienne,2.807,1.983,1079.811,1013,2022
16135,Eymouthiers,3.218,3.218,326.767,312,2022
16136,La Faye,3.637,3.314,613.17,572,2022
16137,Feuillade,2.671,2.612,322.798,303,2022
16138,Fléac,2.458,2.307,4049.726,3865,2022
16139,Fleurac,3.226,2.466,244.097,239,2022
16141,Fontenille,4.72,4.085,351.099,322,2022
16142,La Forêt-de-Tessé,1.764,1.681,241.617,205,2022
16143,Fouquebrune,2.759,2.298,691.43,704,2022
16144,Fouqueure,3.749,3.08,458.478,428,2022
16145,Foussignac,3.581,2.836,659.957,641,2022
16146,Garat,2.297,2.179,2105.505,2124,2022
16147,Gardes-le-Pontaroux,2.332,1.87,266.549,259,2022
16148,Genac-Bignac,3.498,2.876,1036.824,999,2022
16150,Gensac-la-Pallue,3.707,3.165,1702.072,1589,2022
16151,Genté,3.81,3.288,904.862,886,2022
16152,Gimeux,3.723,3.147,743.645,719,2022
16153,Mainxe-Gondeville,3.561,3.001,1176.779,1171,2022
16154,Gond-Pontouvre,3.928,3.672,6265.549,6017,2022
16155,Les Gours,2.946,2.658,126.457,105,2022
16157,Le Grand-Madieu,2.55,2.449,182.157,156,2022
16158,Grassac,2.227,2.168,322.816,305,2022
16160,Guimps,3.012,2.888,509.355,485,2022
16161,Guizengeard,0.866,0.866,165.153,163,2022
16162,Gurat,2.075,1.661,206.766,183,2022
16163,Hiersac,3.229,2.718,1225.348,1152,2022
16164,Hiesse,2.541,1.482,272.857,241,2022
16165,Houlette,2.366,1.806,374.966,376,2022
16166,L'Isle-d'Espagnac,3.308,3.144,6181.352,5633,2022
16167,Jarnac,3.692,3.042,4892.689,4447,2022
16168,Jauldes,2.737,2.448,802.446,816,2022
16169,Javrezac,3.514,2.869,604.043,569,2022
16170,Juignac,2.79,2.653,458.528,395,2022
16171,Juillac-le-Coq,2.714,2.486,677.245,652,2022
16173,Juillé,3.953,3.542,187.588,181,2022
16174,Julienne,3.028,2.528,506.415,516,2022
16175,Val des Vignes,2.872,2.61,1489.141,1371,2022
16176,Lachaise,2.459,2.459,315.836,299,2022
16177,Ladiville,2.969,2.789,123.246,118,2022
16178,Lagarde-sur-le-Né,1.892,1.892,189.916,187,2022
16180,Laprade,2.936,2.849,279.764,247,2022
16181,Lessac,4.746,2.947,549.014,521,2022
16182,Lesterps,2.915,1.26,482.885,444,2022
16183,Lésignac-Durand,1.993,1.69,194.481,173,2022
16184,Lichères,4.375,3.837,98.093,86,2022
16185,Ligné,3.921,3.414,175.576,154,2022
16186,Lignières-Ambleville,1.921,1.852,811.479,712,2022
16187,Linars,3.198,2.938,2296.478,2096,2022
16188,Le Lindois,2.169,2.169,369.333,339,2022
16189,Londigny,2.481,2.233,269.722,254,2022
16190,Longré,2.544,2.448,210.218,186,2022
16191,Lonnes,3.393,3.077,187.732,181,2022
16192,Terres-de-Haute-Charente,2.534,1.972,4215.059,3867,2022
16193,Louzac-Saint-André,3.2,2.66,994.472,991,2022
16194,Lupsault,2.663,2.375,130.214,110,2022
16195,Lussac,2.357,2.257,292.946,294,2022
16196,Luxé,4.086,3.355,838.619,720,2022
16197,La Magdeleine,2.482,2.399,128.854,114,2022
16198,Magnac-Lavalette-Villars,1.866,1.453,461.137,459,2022
16199,Magnac-sur-Touvre,3.139,2.985,3373.995,3223,2022
16200,Maine-de-Boixe,4.626,4.022,470.674,481,2022
16203,Mainzac,2.449,2.264,137.196,119,2022
16204,Bellevigne,2.366,2.144,1344.72,1282,2022
16205,Manot,4.057,2.275,577.699,535,2022
16206,Mansle-les-Fontaines,5.37,4.67,2332.649,2117,2022
16207,Marcillac-Lanville,4.12,3.212,546.266,486,2022
16208,Mareuil,2.208,1.535,414.95,393,2022
16209,Marillac-le-Franc,2.97,2.911,856.564,824,2022
16210,Marsac,2.587,2.257,829.237,815,2022
16211,Marthon,2.782,2.664,640.615,560,2022
16212,Massignac,1.424,1.323,445.185,389,2022
16213,Mazerolles,2.538,2.538,345.731,297,2022
16215,Médillac,2.995,2.751,173.02,154,2022
16216,Mérignac,3.541,2.81,950.047,833,2022
16217,Merpins,4.177,3.466,1135.666,1100,2022
16218,Mesnac,3.43,2.938,388.635,411,2022
16220,Les Métairies,3.466,2.706,704.855,720,2022
16221,Mons,3.809,3.028,251.211,234,2022
16222,Montboyer,3.283,3.283,367.855,323,2022
16223,Montbron,2.953,2.894,2337.591,2001,2022
16224,Montmérac,2.635,2.635,746.464,717,2022
16225,Montembœuf,1.674,1.674,703.378,653,2022
16226,Montignac-Charente,3.882,3.109,754.758,712,2022
16227,Montignac-le-Coq,2.042,2.042,159.789,140,2022
16229,Montjean,2.797,2.631,266.908,244,2022
16230,Montmoreau,3.533,3.395,2807.137,2517,2022
16231,Montrollet,1.708,1.708,342.242,324,2022
16232,Mornac,3.917,3.67,2166.993,2137,2022
16233,Mosnac-Saint-Simeux,2.179,1.857,1001.093,1002,2022
16234,Moulidars,2.693,2.188,703.522,708,2022
16236,Mouthiers-sur-Boëme,2.144,1.877,2507.881,2377,2022
16237,Mouton,3.521,2.982,231.3,222,2022
16238,Moutonneau,3.808,3.269,127.055,118,2022
16239,Mouzon,1.954,1.753,154.812,136,2022
16240,Nabinaud,2.405,2.318,102.874,100,2022
16241,Nanclars,4.114,3.509,216.757,207,2022
16242,Nanteuil-en-Vallée,2.742,2.742,1528.214,1381,2022
16243,Nercillac,3.455,2.744,1098.59,1047,2022
16244,Nersac,3.201,2.802,2358.944,2314,2022
16245,Nieuil,3.132,2.831,972.619,918,2022
16246,Nonac,2.499,2.499,279.676,256,2022
16248,Oradour,3.155,2.77,183.205,150,2022
16249,Oradour-Fanais,1.479,1.042,414.226,385,2022
16250,Orgedeuil,2.615,2.556,250.551,216,2022
16251,Oriolles,1.336,1.336,254.813,250,2022
16252,Orival,2.37,2.37,171.05,151,2022
16253,Paizay-Naudouin-Embourie,2.032,2.032,396.523,362,2022
16254,Palluaud,2.12,1.982,255.281,217,2022
16255,Parzac,2.892,2.792,167.291,139,2022
16256,Passirac,0.812,0.812,251.217,244,2022
16258,Pérignac,3.356,3.204,521.745,494,2022
16260,Pillac,3.606,3.606,300.152,273,2022
16261,Les Pins,2.187,2.187,511.165,479,2022
16263,Plassac-Rouffiac,2.362,2.054,388.57,396,2022
16264,Pleuville,0.964,0.963,375.118,320,2022
16267,Poullignac,2.302,2.302,94.258,94,2022
16268,Poursac,3.8,3.642,243.342,214,2022
16269,Pranzac,3.066,2.89,924.753,902,2022
16270,Pressignac,1.986,1.683,414.463,340,2022
16271,Puymoyen,2.743,2.623,2620.558,2382,2022
16272,Puyréaux,4.74,4.136,557.241,555,2022
16273,Raix,3.454,3.117,137.413,121,2022
16275,Ranville-Breuillaud,3.148,2.501,193.136,177,2022
16276,Reignac,2.97,2.97,756.339,741,2022
16277,Réparsac,3.245,2.596,583.766,589,2022
16279,Rioux-Martin,2.079,1.957,247.971,225,2022
16280,Rivières,2.545,2.427,2299.416,2007,2022
16281,La Rochefoucauld-en-Angoumois,3.205,3.088,4442.133,3984,2022
16282,La Rochette,2.783,2.501,548.54,533,2022
16283,Ronsenac,2.235,1.821,595.497,570,2022
16284,Rouffiac,2.686,2.686,130.797,120,2022
16285,Rougnac,2.528,2.067,442.766,406,2022
16286,Rouillac,3.309,2.506,3220.51,2940,2022
16287,Roullet-Saint-Estèphe,3.886,3.521,4335.89,4295,2022
16289,Roussines,2.603,2.603,329.822,299,2022
16290,Rouzède,2.377,2.377,277.985,239,2022
16291,Ruelle-sur-Touvre,4.112,3.867,7838.457,7364,2022
16292,Ruffec,3.665,3.342,3850.425,3370,2022
16293,Saint-Adjutory,1.797,1.797,502.175,491,2022
16295,Saint-Amant-de-Boixe,2.945,2.434,1399.865,1322,2022
16297,Graves-Saint-Amant,2.658,2.231,349.745,327,2022
16298,Saint-Amant-de-Nouère,2.945,2.316,388.041,357,2022
16300,Val-de-Bonnieure,3.781,3.4,1442.933,1318,2022
16301,Saint-Aulais-la-Chapelle,2.104,2.104,242.018,226,2022
16302,Saint-Avit,2.995,2.751,228.158,217,2022
16303,Saint-Bonnet,2.106,2.092,424.825,406,2022
16304,Saint-Brice,3.825,3.172,1066.11,965,2022
16306,Saint-Christophe,2.622,1.722,342.259,314,2022
16307,Saint-Ciers-sur-Bonnieure,3.49,2.951,335.491,327,2022
16308,Saint-Claud,2.728,2.527,1124.13,1047,2022
16310,Saint-Coutant,1.726,1.726,234.362,215,2022
16312,Saint-Cybardeaux,2.98,2.255,823.779,821,2022
16315,Saint-Félix,2.373,2.373,128.977,105,2022
16316,Saint-Fort-sur-le-Né,3.232,2.944,397.896,386,2022
16317,Saint-Fraigne,2.757,2.565,463.588,436,2022
16318,Saint-Front,3.188,2.873,451.789,364,2022
16320,Saint-Genis-d'Hiersac,2.677,2.181,899.452,895,2022
16321,Saint-Georges,3.518,3.36,53.86,45,2022
16323,Saint-Germain-de-Montbron,3.091,2.973,498.016,468,2022
16325,Saint-Gourson,3.292,3.134,144.369,128,2022
16326,Saint-Groux,4.323,3.688,146.142,134,2022
16329,Saint-Laurent-de-Céris,2.683,2.481,819.137,763,2022
16330,Saint-Laurent-de-Cognac,3.173,2.613,858.719,824,2022
16331,Saint-Laurent-des-Combes,2.562,2.562,96.819,90,2022
16334,Saint-Martial,2.688,2.688,139.379,123,2022
16335,Saint-Martin-du-Clocher,3.555,3.232,131.766,124,2022
16336,Saint-Mary,2.46,2.46,371.323,343,2022
16337,Saint-Maurice-des-Lions,4.343,2.169,940.281,899,2022
16338,Saint-Médard,2.367,2.311,319.787,315,2022
16339,Val-d'Auge,2.834,2.118,853.58,802,2022
16340,Saint-Même-les-Carrières,3.156,2.7,1081.607,1028,2022
16341,Saint-Michel,3.65,3.339,3619.127,3225,2022
16342,Saint-Palais-du-Né,2.789,2.713,316.535,304,2022
16343,Saint-Preuil,1.947,1.771,289.087,295,2022
16345,Saint-Quentin-sur-Charente,2.785,2.281,232.285,212,2022
16346,Saint-Quentin-de-Chalais,2.971,2.849,261.806,247,2022
16347,Saint-Romain,2.652,2.652,548.467,511,2022
16348,Saint-Saturnin,2.987,2.639,1323.854,1288,2022
16349,Sainte-Sévère,4.039,3.232,539.962,508,2022
16350,Saint-Séverin,2.682,2.595,885.633,803,2022
16352,Saint-Simon,3.046,2.453,230.602,223,2022
16353,Saint-Sornin,3.733,3.615,836.825,802,2022
16354,Sainte-Souline,1.656,1.656,128.904,124,2022
16355,Saint-Sulpice-de-Cognac,3.488,2.966,1217.156,1186,2022
16356,Saint-Sulpice-de-Ruffec,3.452,3.294,36.651,32,2022
16357,Saint-Vallier,1.062,1.062,147.814,138,2022
16358,Saint-Yrieix-sur-Charente,3.742,3.475,7753.958,7499,2022
16359,Salles-d'Angles,3.763,3.244,1091.747,1010,2022
16360,Salles-de-Barbezieux,2.911,2.896,407.722,403,2022
16361,Salles-de-Villefagnan,4.495,4.097,325.281,313,2022
16362,Salles-Lavalette,2.2,2.062,337.334,321,2022
16363,Saulgond,4.11,2.544,538.311,529,2022
16364,Sauvagnac,1.391,1.391,70.987,66,2022
16365,Sauvignac,1.409,1.409,111.142,103,2022
16366,Segonzac,2.525,2.191,2224.441,2076,2022
16368,Sers,2.341,2.086,894.097,895,2022
16369,Sigogne,2.461,1.886,1002.469,976,2022
16370,Sireuil,2.307,1.979,1167.644,1157,2022
16372,Souffrignac,2.595,2.595,147.971,135,2022
16373,Souvigné,3.382,3.19,223.333,192,2022
16374,Soyaux,2.833,2.668,10159.573,9969,2022
16375,Suaux,2.49,2.289,405.534,384,2022
16377,La Tâche,3.416,3.258,128.815,112,2022
16378,Taizé-Aizie,3.534,3.203,603.309,573,2022
16379,Taponnat-Fleurignac,2.425,2.366,1549.796,1477,2022
16380,Le Tâtre,2.45,2.45,416.07,417,2022
16381,Theil-Rabier,2.654,2.654,168.188,166,2022
16382,Torsac,2.379,2.07,739.371,718,2022
16383,Tourriers,4.636,3.932,741.832,774,2022
16384,Touvérac,2.45,2.45,641.41,565,2022
16385,Touvre,3.167,2.955,1184.983,1151,2022
16387,Triac-Lautrait,3.904,3.126,455.26,463,2022
16388,Trois-Palis,3.022,2.673,970.855,933,2022
16389,Turgon,2.781,2.781,96.658,85,2022
16390,Tusson,4.39,3.944,267.216,228,2022
16392,Valence,3.835,3.519,211.609,185,2022
16393,Vars,2.666,2.147,2157.8,2166,2022
16394,Vaux-Lavalette,2.134,1.859,93.275,82,2022
16395,Vaux-Rouillac,2.544,1.827,319.777,298,2022
16396,Ventouse,3.308,3.15,127.756,123,2022
16397,Verdille,3.148,2.501,405.523,381,2022
16398,Verneuil,2.153,2.052,103.471,99,2022
16399,Verrières,2.398,2.248,362.488,344,2022
16400,Verteuil-sur-Charente,4.281,3.883,680.836,603,2022
16401,Vervant,4.056,3.29,145.516,146,2022
16402,Vibrac,3.124,2.532,300.086,284,2022
16403,Le Vieux-Cérier,2.383,2.282,156.158,129,2022
16404,Vieux-Ruffec,2.355,2.355,124.584,111,2022
16405,Vignolles,2.361,2.223,168.783,163,2022
16406,Moulins-sur-Tardoire,3.494,3.317,801.194,781,2022
16408,Villebois-Lavalette,2.235,1.821,817.764,714,2022
16409,Villefagnan,3.278,3.182,1128.161,993,2022
16412,Villejoubert,4.002,3.333,344.997,338,2022
16413,Villiers-le-Roux,2.48,2.397,146.251,135,2022
16414,Villognon,4.076,3.28,342.475,318,2022
16415,Vindelle,2.95,2.749,1095.652,1081,2022
16416,Vitrac-Saint-Vincent,1.447,1.447,533.808,499,2022
16418,Vœuil-et-Giget,2.791,2.501,1629.564,1555,2022
16419,Vouharte,3.639,2.927,373.09,326,2022
16420,Voulgézac,3.192,2.868,257.326,238,2022
16421,Vouthon,3.355,3.238,429.221,412,2022
16422,Vouzan,2.344,2.226,791.504,829,2022
16423,Xambes,3.697,3.089,273.372,247,2022
16424,Yviers,1.534,1.534,558.575,533,2022
16425,Yvrac-et-Malleyrand,2.98,2.921,572.291,559,2022
17002,Agudelle,2.934,2.685,141.777,133,2022
17003,Aigrefeuille-d'Aunis,3.174,2.964,4466.768,4343,2022
17004,Île-d'Aix,13.873,0.0,259.488,209,2022
17005,Allas-Bocage,3.088,2.839,216.324,196,2022
17006,Allas-Champagne,3.598,3.35,257.188,250,2022
17007,Anais,3.744,3.543,304.843,316,2022
17008,Andilly,5.244,5.006,2221.07,2295,2022
17009,Angliers,5.52,5.16,1070.587,1204,2022
17010,Angoulins,5.822,5.343,4425.646,4063,2022
17011,Annepont,3.395,3.005,398.067,395,2022
17012,Annezay,2.37,2.043,163.196,155,2022
17013,Antezant-la-Chapelle,3.099,2.373,375.986,348,2022
17015,Arces,2.205,2.103,753.577,745,2022
17016,Archiac,3.187,3.036,878.779,775,2022
17017,Archingeay,2.344,2.018,709.945,702,2022
17018,Ardillières,2.557,2.369,796.959,856,2022
17019,Ars-en-Ré,3.927,3.257,1529.916,1302,2022
17020,Arthenac,3.16,3.036,352.361,350,2022
17021,Arvert,2.875,2.574,4148.003,3672,2022
17022,Asnières-la-Giraud,3.556,2.758,1019.662,984,2022
17023,Aujac,3.044,2.483,383.579,374,2022
17024,Aulnay,2.656,2.124,1523.804,1324,2022
17025,Aumagne,3.843,3.064,753.831,703,2022
17026,Authon-Ébéon,3.732,2.998,406.037,390,2022
17027,Avy,4.41,3.815,509.53,470,2022
17028,Aytré,7.882,7.177,9698.524,9397,2022
17029,Bagnizeau,3.521,2.852,217.479,199,2022
17030,Balanzac,2.968,2.806,555.292,559,2022
17031,Ballans,2.9,2.241,208.42,198,2022
17032,Ballon,3.566,3.303,764.1,809,2022
17033,La Barde,2.708,2.422,516.093,496,2022
17034,Barzan,1.474,1.406,572.854,459,2022
17035,Bazauges,3.337,2.829,141.098,109,2022
17036,Beaugeay,3.242,3.159,738.614,780,2022
17037,Beauvais-sur-Matha,3.607,2.812,693.25,651,2022
17038,Bedenac,2.989,2.665,716.677,693,2022
17039,Belluire,4.961,4.474,212.283,214,2022
17041,Benon,3.845,3.594,1606.824,1715,2022
17042,Bercloux,3.086,2.456,444.883,445,2022
17043,Bernay-Saint-Martin,2.101,1.567,820.8,744,2022
17044,Berneuil,5.897,5.5,1110.412,1149,2022
17045,Beurlay,2.862,2.836,1015.628,1022,2022
17046,Bignay,3.036,2.341,376.747,375,2022
17047,Biron,4.423,3.771,246.079,237,2022
17048,Blanzac-lès-Matha,4.052,3.231,351.218,321,2022
17049,Blanzay-sur-Boutonne,3.755,2.937,88.831,78,2022
17050,Bois,3.5,3.274,521.816,519,2022
17051,Le Bois-Plage-en-Ré,5.428,5.1,2596.658,2280,2022
17052,Boisredon,3.352,3.162,750.842,700,2022
17053,Bords,2.669,2.616,1357.887,1317,2022
17054,Boresse-et-Martron,1.352,1.352,229.357,203,2022
17055,Boscamnant,2.613,2.265,498.486,348,2022
17056,Bougneau,3.655,3.077,607.001,612,2022
17057,Bouhet,4.708,4.418,829.288,911,2022
17058,Bourcefranc-le-Chapus,4.438,3.93,3898.477,3515,2022
17059,Bourgneuf,4.359,4.028,1358.604,1394,2022
17060,Boutenac-Touvent,2.531,2.531,247.418,229,2022
17061,Bran,2.258,2.258,162.799,139,2022
17062,Bresdon,3.29,2.451,256.31,220,2022
17063,Breuil-la-Réorte,2.972,2.513,458.597,460,2022
17064,Breuillet,4.639,4.02,3476.239,3031,2022
17065,Breuil-Magné,5.511,5.144,1843.39,1823,2022
17066,Brie-sous-Archiac,2.763,2.638,254.185,232,2022
17067,Brie-sous-Matha,2.442,1.948,187.225,172,2022
17068,Brie-sous-Mortagne,2.445,2.445,279.955,246,2022
17069,Brives-sur-Charente,3.509,2.922,226.886,231,2022
17070,Brizambourg,3.64,3.009,973.533,940,2022
17071,La Brousse,3.258,2.684,543.823,513,2022
17072,Burie,3.415,2.97,1383.288,1324,2022
17073,Bussac-sur-Charente,3.931,3.721,1363.151,1282,2022
17074,Bussac-Forêt,3.575,3.46,1045.269,1069,2022
17075,Cabariot,3.435,3.274,1485.935,1422,2022
17076,Celles,4.085,3.537,324.521,321,2022
17077,Cercoux,2.179,1.763,1320.764,1267,2022
17078,Chadenac,4.618,4.001,543.281,514,2022
17079,Chaillevette,3.234,2.749,1686.016,1628,2022
17080,Chambon,4.363,4.138,978.41,978,2022
17081,Chamouillac,2.71,2.71,379.426,369,2022
17082,Champagnac,3.076,2.703,531.144,516,2022
17083,Champagne,3.185,3.103,607.969,620,2022
17084,Champagnolles,3.744,3.54,694.886,683,2022
17085,Champdolent,1.708,1.655,393.134,407,2022
17086,Chaniers,4.298,3.981,3809.016,3585,2022
17087,Chantemerle-sur-la-Soie,2.202,1.617,199.467,207,2022
17089,La Chapelle-des-Pots,4.409,4.125,1024.748,1005,2022
17091,Charron,2.214,2.172,2059.269,2007,2022
17092,Chartuzac,2.845,2.72,182.544,164,2022
17093,Le Château-d'Oléron,3.99,3.408,4852.214,4312,2022
17094,Châtelaillon-Plage,4.267,3.985,6863.075,6024,2022
17095,Chatenet,3.02,3.02,230.706,213,2022
17096,Chaunac,2.642,2.518,85.914,77,2022
17097,Le Chay,3.445,2.928,853.829,798,2022
17098,Chenac-Saint-Seurin-d'Uzet,1.923,1.889,648.707,592,2022
17099,Chepniers,3.79,3.79,731.83,655,2022
17100,Chérac,3.345,2.862,1160.629,1125,2022
17101,Cherbonnières,3.269,2.818,342.362,327,2022
17102,Chermignac,4.332,4.197,1320.463,1271,2022
17104,Chevanceaux,3.793,3.793,1151.798,1099,2022
17105,Chives,2.194,2.002,364.815,311,2022
17106,Cierzac,3.232,2.944,299.671,316,2022
17107,Ciré-d'Aunis,3.6,3.336,1430.963,1509,2022
17108,Clam,4.252,3.777,420.408,411,2022
17109,Clavette,4.821,4.448,1426.578,1458,2022
17110,Clérac,2.423,2.111,1053.277,975,2022
17111,Clion,3.191,2.84,866.865,829,2022
17112,La Clisse,4.574,4.345,683.583,714,2022
17113,La Clotte,2.523,2.17,730.953,713,2022
17114,Coivert,2.759,2.169,218.024,207,2022
17115,Colombiers,4.116,3.68,311.89,305,2022
17116,Consac,2.616,2.492,257.607,232,2022
17117,Contré,1.898,1.675,147.09,138,2022
17118,Corignac,2.989,2.874,340.967,333,2022
17119,Corme-Écluse,3.095,2.712,1191.145,1177,2022
17120,Corme-Royal,3.459,3.298,2009.028,1908,2022
17121,La Couarde-sur-Mer,5.487,5.1,1327.993,1103,2022
17122,Coulonges,3.119,2.591,232.694,233,2022
17124,Courant,2.505,1.686,417.045,431,2022
17125,Courcelles,3.392,2.347,498.159,457,2022
17126,Courcerac,3.771,3.122,304.101,302,2022
17127,Courçon,3.87,3.604,1792.271,1879,2022
17128,Courcoury,4.199,3.904,721.766,700,2022
17129,Courpignac,2.217,2.122,431.882,418,2022
17130,Coux,1.975,1.975,498.772,476,2022
17131,Cozes,2.741,2.546,2474.715,2144,2022
17132,Cram-Chaban,3.988,3.603,629.579,648,2022
17133,Cravans,3.614,3.512,946.053,878,2022
17134,Crazannes,3.689,3.521,472.92,436,2022
