code_insee,commune,apl_generalistes,apl_generalistes_moins65,pop_standardisee,pop_totale,annee
01001,L'Abergement-Clémenciat,1.942,1.881,838.154,832,2023
01002,L'Abergement-de-Varey,2.376,1.767,255.723,267,2023
01004,Ambérieu-en-Bugey,3.083,2.431,14575.887,14854,2023
01005,Ambérieux-en-Dombes,3.706,3.648,1852.496,1897,2023
01006,Ambléon,0.889,0.775,121.314,113,2023
01007,Ambronay,3.421,2.81,2730.746,2833,2023
01008,Ambutrix,3.135,2.502,727.545,768,2023
01009,Andert-et-Condon,3.834,3.49,338.529,322,2023
01010,Anglefort,2.035,1.943,1088.41,1125,2023
01011,Apremont,1.598,1.048,372.436,383,2023
01012,Aranc,1.131,1.131,329.977,327,2023
01013,Arandas,0.385,0.177,147.71,141,2023
01014,Arbent,2.29,1.845,3450.563,3409,2023
01015,Arboys en Bugey,2.739,2.341,687.064,667,2023
01016,Arbigny,1.932,1.932,453.487,459,2023
01017,Argis,1.154,0.531,439.666,432,2023
01019,Armix,0.0,0.0,27.866,26,2023
01021,Ars-sur-Formans,1.609,1.533,1437.154,1498,2023
01022,Artemare,3.183,3.068,1244.782,1177,2023
01023,Asnières-sur-Saône,1.228,1.206,78.061,77,2023
01024,Attignat,3.395,2.705,3293.407,3336,2023
01025,Bâgé-Dommartin,2.804,2.633,3925.809,4065,2023
01026,Bâgé-le-Châtel,3.498,3.306,1035.214,979,2023
01027,Balan,3.342,2.955,2373.769,2692,2023
01028,Baneins,1.852,1.732,600.756,621,2023
01029,Beaupont,2.691,1.819,689.188,700,2023
01030,Beauregard,3.519,3.19,800.092,830,2023
01031,Bellignat,2.979,2.008,3562.398,3636,2023
01032,Béligneux,1.733,1.398,3221.476,3434,2023
01033,Valserhône,1.912,1.703,15820.303,16295,2023
01034,Belley,3.715,3.265,9691.409,9239,2023
01035,Belleydoux,3.258,3.258,310.258,306,2023
01036,Valromey-sur-Séran,2.914,2.799,1427.953,1342,2023
01037,Bénonces,0.797,0.762,311.878,310,2023
01038,Bény,2.548,1.759,768.385,764,2023
01040,Béréziat,2.164,1.97,458.941,480,2023
01041,Bettant,3.176,2.398,749.893,749,2023
01042,Bey,2.464,2.356,279.994,290,2023
01043,Beynost,2.996,2.824,4797.941,4877,2023
01044,Billiat,1.028,0.888,592.826,626,2023
01045,Birieux,3.349,3.268,263.547,284,2023
01046,Biziat,1.795,1.765,858.847,904,2023
01047,Blyes,3.258,2.625,1181.287,1292,2023
01049,La Boisse,3.245,3.096,3252.704,3361,2023
01050,Boissey,1.495,1.423,363.14,386,2023
01051,Bolozon,0.477,0.419,98.384,95,2023
01052,Bouligneux,3.027,3.027,348.77,327,2023
01053,Bourg-en-Bresse,3.201,2.741,42370.862,41525,2023
01054,Bourg-Saint-Christophe,2.176,1.655,1406.62,1517,2023
01056,Boyeux-Saint-Jérôme,0.693,0.542,356.723,356,2023
01057,Boz,1.664,1.664,492.623,510,2023
01058,Brégnier-Cordon,1.169,0.877,815.442,818,2023
01060,Brénod,1.256,1.215,551.56,518,2023
01061,Brens,3.499,2.997,1119.574,1129,2023
01062,Bressolles,2.206,1.93,936.615,978,2023
01063,Brion,2.969,1.548,585.203,576,2023
01064,Briord,2.237,1.959,1019.2,1099,2023
01065,Buellas,2.436,2.217,1853.983,1851,2023
01066,La Burbanche,0.229,0.229,92.837,95,2023
01067,Ceignes,1.702,1.0,246.592,261,2023
01068,Cerdon,1.94,1.395,801.053,761,2023
01069,Certines,3.47,3.135,1450.724,1505,2023
01071,Cessy,2.573,2.481,4886.694,5307,2023
01072,Ceyzériat,3.567,3.178,3299.356,3285,2023
01073,Ceyzérieu,4.835,4.514,1026.237,992,2023
01074,Chalamont,2.692,2.363,2549.656,2559,2023
01075,Chaleins,2.303,2.054,1344.363,1430,2023
01076,Chaley,0.962,0.755,140.286,124,2023
01077,Challes-la-Montagne,0.794,0.539,193.536,189,2023
01078,Challex,1.35,1.035,1610.759,1619,2023
01079,Champagne-en-Valromey,2.024,2.024,927.112,826,2023
01080,Champdor-Corcelles,1.697,1.697,653.173,645,2023
01081,Champfromier,1.085,1.015,729.561,718,2023
01082,Chanay,0.642,0.642,573.426,616,2023
01083,Chaneins,2.215,1.957,946.31,1003,2023
01084,Chanoz-Châtenay,1.733,1.703,888.433,931,2023
01085,La Chapelle-du-Châtelard,2.761,2.71,376.873,394,2023
01087,Charix,0.442,0.135,281.039,279,2023
01088,Charnoz-sur-Ain,2.71,2.08,864.635,898,2023
01089,Château-Gaillard,4.295,3.623,2151.765,2287,2023
01090,Châtenay,1.455,1.274,360.443,360,2023
01092,Châtillon-la-Palud,3.247,2.6,1603.343,1649,2023
01093,Châtillon-sur-Chalaronne,1.549,1.519,5430.801,5059,2023
01094,Chavannes-sur-Reyssouze,1.52,1.52,775.402,767,2023
01095,Nivigne et Suran,2.379,2.112,820.341,832,2023
01096,Chaveyriat,1.951,1.891,1008.787,1036,2023
01098,Chazey-Bons,3.834,3.49,1178.467,1188,2023
01099,Chazey-sur-Ain,3.723,2.878,1575.134,1600,2023
01100,Cheignieu-la-Balme,2.009,1.894,146.19,131,2023
01101,Chevillard,0.851,0.402,152.111,150,2023
01102,Chevroux,1.882,1.86,920.367,973,2023
01103,Chevry,2.262,1.999,2071.925,2261,2023
01104,Chézery-Forens,0.637,0.637,435.797,445,2023
01105,Civrieux,3.894,3.744,1815.496,1916,2023
01106,Cize,1.901,1.678,178.491,176,2023
01107,Cleyzieu,0.378,0.171,144.397,140,2023
01108,Coligny,3.089,1.959,1332.101,1227,2023
01109,Collonges,1.926,1.633,2036.194,2249,2023
01110,Colomieu,0.791,0.676,165.402,163,2023
01111,Conand,0.757,0.342,133.912,135,2023
01112,Condamine,2.119,1.194,439.373,473,2023
01113,Condeissiat,1.696,1.636,788.495,815,2023
01114,Confort,1.769,1.56,730.529,685,2023
01115,Confrançon,2.336,2.072,1266.889,1348,2023
01116,Contrevoz,2.4,2.17,509.942,493,2023
01117,Conzieu,0.791,0.676,142.607,149,2023
01118,Corbonod,1.142,1.142,1322.533,1296,2023
01121,Corlier,1.377,1.274,112.451,117,2023
01123,Cormoranche-sur-Saône,3.559,3.376,1147.855,1162,2023
01124,Cormoz,2.26,1.849,709.825,703,2023
01125,Corveissiat,2.006,1.932,586.172,596,2023
01127,Courmangoux,2.483,1.717,519.022,504,2023
01128,Courtes,2.109,2.037,299.585,297,2023
01129,Crans,1.446,1.117,318.347,306,2023
01130,Bresse Vallons,2.334,1.858,2259.133,2380,2023
01133,Cressin-Rochefort,4.095,3.668,398.819,389,2023
01134,Crottet,4.072,3.817,1822.721,1818,2023
01135,Crozet,1.459,1.332,2107.9,2288,2023
01136,Cruzilles-lès-Mépillat,2.441,2.38,907.113,943,2023
01138,Culoz-Béon,3.53,3.346,3439.207,3426,2023
01139,Curciat-Dongalon,1.684,1.684,471.568,451,2023
01140,Curtafond,2.031,1.766,803.094,784,2023
01141,Cuzieu,4.616,4.272,439.163,433,2023
01142,Dagneux,3.634,3.273,4503.072,4753,2023
01143,Divonne-les-Bains,2.089,2.061,9891.69,10137,2023
01145,Dompierre-sur-Veyle,1.575,1.415,1188.663,1207,2023
01146,Dompierre-sur-Chalaronne,1.929,1.868,408.905,437,2023
01147,Domsure,2.587,1.642,525.523,526,2023
01148,Dortan,1.926,1.481,1939.273,1953,2023
01149,Douvres,2.794,2.357,1068.273,1094,2023
01150,Drom,2.712,2.382,206.37,215,2023
01151,Druillat,2.904,2.44,1158.694,1139,2023
01152,Échallon,0.0,0.0,760.669,765,2023
01153,Échenevex,2.227,2.071,1948.073,2127,2023
01155,Évosges,0.006,0.006,145.965,142,2023
01156,Faramans,2.173,1.725,829.023,877,2023
01157,Fareins,3.072,2.777,2410.716,2431,2023
01158,Farges,1.499,1.211,994.885,1058,2023
01159,Feillens,3.922,3.721,3420.703,3381,2023
01160,Ferney-Voltaire,1.551,1.368,10224.716,10920,2023
01162,Flaxieu,4.33,3.956,63.491,64,2023
01163,Foissiat,1.915,1.48,2068.867,2014,2023
01165,Francheleins,2.452,2.134,1488.01,1585,2023
01166,Frans,2.739,2.547,2404.892,2482,2023
01167,Garnerans,1.846,1.755,667.829,658,2023
01169,Genouilleux,2.392,2.033,609.153,650,2023
01170,Béard-Géovreissiat,2.062,1.048,963.568,1048,2023
01171,Géovreisset,2.053,1.531,823.005,835,2023
01173,Gex,2.372,2.28,12168.284,13078,2023
01174,Giron,3.154,3.154,173.608,176,2023
01175,Gorrevod,1.484,1.484,786.899,786,2023
01177,Grand-Corent,1.612,1.475,189.999,184,2023
01179,Grièges,3.389,3.229,1957.319,1901,2023
01180,Grilly,2.449,2.393,847.773,864,2023
01181,Groissiat,2.495,1.666,1267.329,1230,2023
01183,Guéreins,2.089,1.759,1460.276,1495,2023
01184,Hautecourt-Romanèche,2.681,2.298,752.631,758,2023
01185,Plateau d'Hauteville,1.703,1.703,5211.01,4807,2023
01187,Haut Valromey,0.694,0.694,657.632,609,2023
01188,Illiat,2.068,1.976,652.116,689,2023
01189,Injoux-Génissiat,0.711,0.641,1061.374,1123,2023
01190,Innimond,0.103,0.0,94.255,89,2023
01191,Izenave,1.256,1.215,161.194,155,2023
01192,Izernore,1.952,1.285,2176.717,2267,2023
01193,Izieu,0.487,0.412,235.901,222,2023
01194,Jassans-Riottier,4.78,4.449,6485.805,6355,2023
01195,Jasseron,3.859,3.305,1935.466,1861,2023
01196,Jayat,2.183,1.868,1178.191,1259,2023
01197,Journans,3.368,3.028,386.605,380,2023
01198,Joyeux,2.503,2.372,247.719,262,2023
01199,Jujurieux,2.554,1.992,2110.885,2124,2023
01200,Labalme,1.153,0.817,202.134,210,2023
01202,Lagnieu,2.606,2.18,7337.051,7268,2023
01203,Laiz,2.88,2.72,1274.146,1299,2023
01204,Le Poizat-Lalleyriat,0.391,0.084,709.597,746,2023
01206,Lantenay,0.867,0.784,267.11,270,2023
01207,Lapeyrouse,3.344,3.344,314.013,326,2023
01208,Lavours,4.709,4.243,146.026,136,2023
01209,Léaz,2.126,1.845,756.819,817,2023
01210,Lélex,0.0,0.0,238.147,230,2023
01211,Lent,1.7,1.59,1370.978,1408,2023
01212,Lescheroux,1.9,1.706,705.908,714,2023
01213,Leyment,3.958,3.092,1312.303,1392,2023
01214,Leyssard,0.893,0.697,163.757,163,2023
01215,Surjoux-Lhopital,0.942,0.872,145.908,141,2023
01216,Lhuis,1.242,0.82,981.781,892,2023
01219,Lompnas,0.184,0.082,167.769,163,2023
01224,Loyettes,2.695,2.619,3151.648,3381,2023
01225,Lurcy,1.855,1.552,395.974,393,2023
01227,Magnieu,3.984,3.535,662.075,655,2023
01228,Maillat,2.642,1.563,657.12,679,2023
01229,Malafretaz,1.93,1.483,1214.407,1214,2023
01230,Mantenay-Montlin,2.228,2.034,312.01,308,2023
01231,Manziat,2.667,2.547,1972.224,1955,2023
01232,Marboz,2.895,2.073,2340.086,2268,2023
01233,Marchamp,0.205,0.0,138.327,132,2023
01234,Marignieu,3.6,3.318,175.413,167,2023
01235,Marlieux,2.429,2.378,1138.846,1182,2023
01236,Marsonnas,2.182,1.867,1006.316,1030,2023
01237,Martignat,2.389,1.559,1623.918,1671,2023
01238,Massieux,4.086,3.895,2643.839,2721,2023
01239,Massignieu-de-Rives,3.612,3.133,657.41,642,2023
01240,Matafelon-Granges,1.19,0.972,623.314,629,2023
01241,Meillonnas,2.52,2.018,1392.527,1383,2023
01242,Mérignat,2.098,1.493,126.037,136,2023
01243,Messimy-sur-Saône,2.316,1.978,1256.491,1288,2023
01244,Meximieux,2.772,2.089,7877.768,8085,2023
01245,Bohas-Meyriat-Rignat,3.6,3.031,937.573,965,2023
01246,Mézériat,2.232,2.088,2186.228,2192,2023
01247,Mijoux,0.0,0.0,289.493,297,2023
01248,Mionnay,3.568,3.394,2155.376,2227,2023
01249,Miribel,2.396,2.269,9946.663,10225,2023
01250,Misérieux,2.097,1.992,1872.411,1994,2023
01252,Mogneneins,1.91,1.64,787.838,803,2023
01254,Montagnat,4.126,3.595,2106.074,2145,2023
01255,Montagnieu,0.967,0.762,641.303,666,2023
01257,Montanges,1.085,1.015,345.073,350,2023
01258,Montceaux,2.416,2.087,1170.374,1198,2023
01259,Montcet,2.126,1.995,665.647,704,2023
01260,Le Montellier,3.095,2.867,300.673,319,2023
01261,Monthieux,2.988,2.968,669.285,682,2023
01262,Montluel,3.414,3.18,6733.572,6838,2023
01263,Montmerle-sur-Saône,2.283,1.965,3853.764,3792,2023
01264,Montracol,2.51,2.292,988.258,1008,2023
01265,Montréal-la-Cluse,2.003,1.048,3482.045,3541,2023
01266,Montrevel-en-Bresse,2.503,2.098,2798.426,2578,2023
01267,Nurieux-Volognat,2.703,1.548,985.587,990,2023
01268,Murs-et-Gélignieux,1.976,1.657,244.157,240,2023
01269,Nantua,1.383,0.402,3439.521,3449,2023
01272,Neuville-les-Dames,2.216,2.155,1584.918,1515,2023
01273,Neuville-sur-Ain,3.334,2.585,1746.207,1799,2023
01274,Les Neyrolles,1.548,0.597,593.632,632,2023
01275,Neyron,2.327,2.2,2528.6,2538,2023
01276,Niévroz,3.579,3.324,1551.721,1634,2023
01277,Nivollet-Montgriffon,1.065,0.796,115.877,115,2023
01279,Oncieu,1.147,0.525,81.245,73,2023
01280,Ordonnaz,0.006,0.006,142.12,141,2023
01281,Ornex,2.291,2.108,4361.904,4690,2023
01282,Outriaz,1.133,0.784,254.31,255,2023
01283,Oyonnax,2.636,2.031,21723.892,22277,2023
01284,Ozan,1.445,1.424,699.422,725,2023
01285,Parcieux,3.996,3.815,1255.752,1319,2023
01286,Parves et Nattages,1.938,1.665,984.492,955,2023
01288,Péron,1.159,0.872,2599.966,2838,2023
01289,Péronnas,2.961,2.655,6780.138,6448,2023
01290,Pérouges,2.737,2.089,1392.433,1346,2023
01291,Perrex,1.686,1.623,863.024,852,2023
01293,Peyriat,1.791,1.088,154.164,148,2023
01294,Peyrieu,2.748,2.338,893.021,908,2023
01295,Peyzieux-sur-Saône,1.912,1.642,602.533,666,2023
01296,Pirajoux,2.753,1.883,391.058,407,2023
01297,Pizay,2.093,1.745,869.779,914,2023
01298,Plagne,0.0,0.0,163.834,161,2023
01299,Le Plantay,3.039,2.938,564.6,579,2023
01301,Polliat,2.664,2.313,2693.332,2648,2023
01302,Pollieu,4.33,3.956,184.95,168,2023
01303,Poncin,2.597,1.938,1716.884,1729,2023
01304,Pont-d'Ain,4.054,3.368,2857.988,2871,2023
01305,Pont-de-Vaux,2.122,2.122,2452.556,2189,2023
01306,Pont-de-Veyle,4.02,3.786,1724.725,1629,2023
01307,Port,2.269,1.048,857.414,843,2023
01308,Pougny,1.094,0.915,771.334,796,2023
01309,Pouillat,1.598,1.283,87.14,81,2023
01310,Prémeyzel,1.375,1.03,240.916,247,2023
01311,Prémillieu,0.566,0.566,44.557,44,2023
01313,Prévessin-Moëns,1.933,1.642,8216.807,9063,2023
01314,Priay,2.966,2.469,1719.625,1764,2023
01317,Ramasse,2.919,2.549,317.625,331,2023
01318,Rancé,3.284,3.187,694.468,741,2023
01319,Relevant,2.174,2.174,460.971,467,2023
01320,Replonges,3.727,3.531,3852.339,3899,2023
01321,Revonnas,4.027,3.551,848.247,896,2023
01322,Reyrieux,2.734,2.619,5047.255,5098,2023
01323,Reyssouze,1.941,1.941,1040.735,1010,2023
01325,Rignieux-le-Franc,1.896,1.383,1079.694,1098,2023
01328,Romans,2.524,2.524,638.769,617,2023
01329,Rossillon,1.517,1.402,161.189,160,2023
01330,Ruffieu,1.078,1.078,194.496,177,2023
01331,Saint-Alban,1.405,0.951,198.937,192,2023
01332,Saint-André-de-Bâgé,3.371,3.251,778.654,809,2023
01333,Saint-André-de-Corcy,2.849,2.789,3426.425,3368,2023
01334,Saint-André-d'Huiriat,2.036,1.975,639.919,675,2023
01335,Saint-André-le-Bouchoux,2.374,2.344,384.431,418,2023
01336,Saint-André-sur-Vieux-Jonc,2.13,1.912,1171.959,1211,2023
01337,Saint-Bénigne,1.694,1.694,1337.592,1343,2023
01338,Groslée-Saint-Benoit,1.146,0.611,1240.468,1238,2023
01339,Saint-Bernard,5.045,4.803,1589.537,1497,2023
01342,Sainte-Croix,2.102,2.025,516.899,547,2023
01343,Saint-Cyr-sur-Menthon,3.175,3.035,1780.564,1844,2023
01344,Saint-Denis-lès-Bourg,3.432,3.036,6280.306,6063,2023
01345,Saint-Denis-en-Bugey,4.222,3.384,2221.051,2240,2023
01346,Saint-Didier-d'Aussiat,1.79,1.555,839.034,850,2023
01347,Saint-Didier-de-Formans,3.261,3.138,2080.501,2141,2023
01348,Saint-Didier-sur-Chalaronne,2.289,2.109,3002.282,3052,2023
01349,Saint-Éloi,2.874,2.375,519.037,524,2023
01350,Saint-Étienne-du-Bois,3.178,2.379,2628.574,2553,2023
01351,Saint-Étienne-sur-Chalaronne,1.752,1.571,1539.84,1613,2023
01352,Saint-Étienne-sur-Reyssouze,1.3,1.227,571.588,581,2023
01353,Sainte-Euphémie,3.379,3.151,1607.847,1730,2023
01354,Saint-Genis-Pouilly,1.887,1.553,13119.052,14558,2023
01355,Saint-Genis-sur-Menthon,3.531,3.207,475.295,486,2023
01356,Saint-Georges-sur-Renon,2.01,2.01,187.214,199,2023
01357,Saint-Germain-de-Joux,1.264,0.887,487.515,505,2023
01358,Saint-Germain-les-Paroisses,1.779,1.549,444.264,425,2023
01359,Saint-Germain-sur-Renon,2.81,2.759,252.44,257,2023
01360,Saint-Jean-de-Gonville,1.529,1.178,1864.645,1988,2023
01361,Saint-Jean-de-Niost,3.005,2.461,1762.533,1826,2023
01362,Saint-Jean-de-Thurigneux,3.511,3.414,791.426,829,2023
01363,Saint-Jean-le-Vieux,3.233,2.578,1782.885,1786,2023
01364,Saint-Jean-sur-Reyssouze,2.18,1.986,786.734,767,2023
01365,Saint-Jean-sur-Veyle,2.893,2.765,1150.676,1159,2023
01366,Sainte-Julie,3.147,2.37,999.224,1090,2023
01367,Saint-Julien-sur-Reyssouze,2.499,2.233,715.623,707,2023
01368,Saint-Julien-sur-Veyle,1.949,1.918,828.691,848,2023
01369,Saint-Just,3.626,3.187,996.418,954,2023
01370,Saint-Laurent-sur-Saône,4.503,4.197,1721.087,1659,2023
01371,Saint-Marcel,2.655,2.635,1198.72,1261,2023
01372,Saint-Martin-de-Bavel,3.835,3.606,423.344,436,2023
01373,Saint-Martin-du-Frêne,2.543,1.293,1042.736,1033,2023
01374,Saint-Martin-du-Mont,2.635,2.424,1870.015,1899,2023
01375,Saint-Martin-le-Châtel,2.557,2.115,773.938,781,2023
01376,Saint-Maurice-de-Beynost,4.381,4.066,4087.0,4155,2023
01378,Saint-Maurice-de-Gourdans,2.092,1.798,2637.143,2748,2023
01379,Saint-Maurice-de-Rémens,3.963,3.18,721.643,756,2023
01380,Saint-Nizier-le-Bouchoux,1.791,1.718,633.536,598,2023
01381,Saint-Nizier-le-Désert,1.809,1.657,869.094,922,2023
01382,Sainte-Olive,2.929,2.91,320.926,331,2023
01383,Saint-Paul-de-Varax,2.162,2.081,1574.053,1641,2023
01384,Saint-Rambert-en-Bugey,1.443,0.756,2210.987,2173,2023
01385,Saint-Rémy,2.117,1.857,965.32,943,2023
01386,Saint-Sorlin-en-Bugey,3.509,2.964,1109.306,1125,2023
01387,Saint-Sulpice,1.738,1.544,239.743,260,2023
01388,Saint-Trivier-de-Courtes,1.944,1.871,1249.076,1119,2023
01389,Saint-Trivier-sur-Moignans,2.577,2.364,1894.963,1857,2023
01390,Saint-Vulbas,2.316,1.904,1220.144,1234,2023
01391,Salavre,2.756,1.771,311.294,284,2023
01392,Samognat,1.422,1.065,634.643,660,2023
01393,Sandrans,2.632,2.632,540.814,567,2023
01396,Sault-Brénaz,2.933,2.668,992.557,997,2023
01397,Sauverny,2.65,2.594,985.559,992,2023
01398,Savigneux,2.856,2.69,1357.289,1449,2023
01399,Ségny,2.406,2.223,2204.321,2412,2023
01400,Seillonnaz,0.266,0.163,141.162,137,2023
01401,Sergy,1.463,1.228,2084.379,2218,2023
01402,Sermoyer,2.706,2.706,668.381,648,2023
01403,Serrières-de-Briord,2.0,1.662,1313.469,1312,2023
01404,Serrières-sur-Ain,1.779,1.46,146.691,134,2023
01405,Servas,1.423,1.363,1187.436,1270,2023
01406,Servignat,1.932,1.86,177.838,175,2023
01407,Seyssel,1.812,1.74,982.656,1001,2023
01408,Simandre-sur-Suran,2.305,2.03,634.23,656,2023
01410,Sonthonnax-la-Montagne,0.669,0.186,282.167,292,2023
01411,Souclin,1.555,1.36,264.84,267,2023
01412,Sulignat,2.224,2.194,591.556,608,2023
01415,Talissieu,4.075,3.868,599.784,519,2023
01416,Tenay,1.341,0.926,1062.633,1013,2023
01418,Thil,3.304,3.129,1109.226,1156,2023
01419,Thoiry,0.993,0.75,5715.679,6136,2023
01420,Thoissey,2.488,2.292,1819.04,1655,2023
01421,Torcieu,2.584,1.705,736.124,744,2023
01422,Tossiat,3.788,3.39,1349.225,1352,2023
01423,Toussieux,2.51,2.434,1114.09,1198,2023
01424,Tramoyes,2.851,2.741,1789.016,1843,2023
01425,La Tranclière,2.441,2.297,295.466,286,2023
01426,Val-Revermont,2.362,1.812,2484.878,2500,2023
01427,Trévoux,3.869,3.683,6626.062,6947,2023
01428,Valeins,2.157,1.932,117.944,131,2023
01429,Vandeins,1.744,1.643,689.806,717,2023
01430,Varambon,2.753,2.289,633.96,654,2023
01431,Vaux-en-Bugey,3.132,2.464,1225.437,1234,2023
01432,Verjon,2.817,1.906,331.198,339,2023
01433,Vernoux,1.672,1.672,278.627,301,2023
01434,Versailleux,3.482,3.3,467.584,494,2023
01435,Versonnex,2.656,2.537,1997.155,2137,2023
01436,Vesancy,2.281,2.281,502.981,502,2023
01437,Vescours,2.344,2.344,214.9,219,2023
01439,Vésines,2.667,2.547,98.235,98,2023
01441,Vieu-d'Izenave,1.307,0.917,698.004,735,2023
01443,Villars-les-Dombes,2.947,2.897,5087.296,4954,2023
01444,Villebois,2.256,1.959,1166.94,1197,2023
01445,Villemotier,3.012,2.119,593.174,617,2023
01446,Villeneuve,3.23,3.01,1467.656,1569,2023
01447,Villereversure,2.738,2.378,1410.997,1353,2023
01448,Villes,1.476,1.266,387.14,400,2023
01449,Villette-sur-Ain,3.256,2.608,743.003,762,2023
01450,Villieu-Loyes-Mollon,2.574,1.903,3641.241,3793,2023
01451,Viriat,4.324,3.611,6739.273,6808,2023
01452,Virieu-le-Grand,3.566,3.336,1109.556,1118,2023
01453,Arvière-en-Valromey,2.024,2.024,743.167,713,2023
01454,Virignin,3.499,2.997,1056.64,1127,2023
01456,Vongnes,3.819,3.56,81.128,71,2023
01457,Vonnas,1.681,1.681,3269.781,3216,2023
02001,Abbécourt,2.893,2.495,485.277,507,2023
02002,Achery,2.84,2.03,578.446,594,2023
02003,Acy,2.13,1.767,1006.802,1016,2023
02004,Agnicourt-et-Séchelles,3.497,3.313,188.543,186,2023
02005,Aguilcourt,2.903,2.188,380.529,393,2023
02006,Aisonville-et-Bernoville,4.471,3.321,263.606,259,2023
02007,Aizelles,3.624,3.284,121.171,120,2023
02008,Aizy-Jouy,2.262,1.993,282.281,303,2023
02009,Alaincourt,2.789,1.9,515.477,527,2023
02010,Allemant,2.98,2.221,164.645,169,2023
02011,Ambleny,2.538,2.311,1178.983,1181,2023
02012,Ambrief,2.958,2.285,73.482,78,2023
02013,Amifontaine,3.413,2.983,376.69,387,2023
02014,Amigny-Rouy,2.763,1.985,695.873,716,2023
02015,Ancienville,1.873,1.338,76.932,76,2023
02016,Andelain,2.7,1.821,201.925,212,2023
02017,Anguilcourt-le-Sart,2.618,1.93,272.63,295,2023
02018,Anizy-le-Grand,2.221,1.606,2569.773,2549,2023
02019,Annois,2.274,2.095,366.162,355,2023
02020,Any-Martin-Rieux,5.249,4.513,464.552,455,2023
02021,Archon,4.13,3.762,83.534,79,2023
02022,Arcy-Sainte-Restitue,2.501,2.221,392.27,399,2023
02023,Armentières-sur-Ourcq,2.573,2.198,98.757,99,2023
02024,Arrancy,2.193,2.084,50.215,47,2023
02025,Artemps,1.194,1.121,348.857,365,2023
02027,Assis-sur-Serre,2.275,1.731,213.111,206,2023
02028,Athies-sous-Laon,2.14,1.868,2585.028,2601,2023
02029,Attilly,2.367,2.079,351.477,348,2023
02030,Aubencheul-aux-Bois,3.313,2.873,265.058,248,2023
02031,Aubenton,4.636,4.075,674.17,660,2023
02032,Aubigny-aux-Kaisnes,2.037,1.89,238.461,247,2023
02033,Aubigny-en-Laonnois,3.357,3.159,98.434,101,2023
02034,Audignicourt,0.522,0.522,110.539,116,2023
02035,Audigny,3.859,2.638,260.894,281,2023
02036,Augy,3.067,2.833,75.228,70,2023
02037,Aulnois-sous-Laon,3.396,2.805,1325.367,1369,2023
02038,Les Autels,1.949,1.581,69.983,62,2023
02039,Autremencourt,2.6,1.888,159.402,175,2023
02040,Autreppes,1.754,1.73,172.393,176,2023
02041,Autreville,2.489,2.029,835.022,805,2023
02042,Azy-sur-Marne,2.954,2.64,387.88,375,2023
02043,Bagneux,1.418,1.19,62.049,63,2023
02044,Bancigny,3.148,3.148,24.186,25,2023
02046,Barenton-Bugny,3.003,2.336,546.449,557,2023
02047,Barenton-Cel,3.163,2.497,118.793,108,2023
02048,Barenton-sur-Serre,3.121,2.272,122.952,130,2023
02049,Barisis-aux-Bois,2.777,1.942,748.497,739,2023
02050,Barzy-en-Thiérache,3.266,2.24,313.623,319,2023
02051,Barzy-sur-Marne,3.979,3.979,409.575,392,2023
02052,Bassoles-Aulers,1.988,1.433,129.838,129,2023
02053,Vallées en Champagne,2.049,2.049,587.09,581,2023
02054,Bazoches-et-Saint-Thibaut,3.341,2.814,517.265,524,2023
02055,Beaumé,2.701,2.315,96.585,86,2023
02056,Beaumont-en-Beine,2.265,2.044,162.787,176,2023
02057,Beaurevoir,3.061,2.699,1416.958,1368,2023
02058,Beaurieux,1.727,1.421,781.556,832,2023
02059,Beautor,3.277,2.289,2676.813,2672,2023
02060,Beauvois-en-Vermandois,1.422,1.25,260.44,252,2023
02061,Becquigny,2.683,2.226,235.652,258,2023
02062,Belleau,1.743,1.399,134.901,134,2023
02063,Bellenglise,3.035,2.673,367.918,380,2023
02064,Belleu,3.414,2.608,4030.406,3693,2023
02065,Bellicourt,1.84,1.668,559.479,574,2023
02066,Benay,3.817,3.002,192.16,191,2023
02067,Bergues-sur-Sambre,3.495,2.417,208.254,208,2023
02068,Berlancourt,2.632,2.08,78.43,83,2023
02069,Berlise,3.76,3.393,107.159,105,2023
02070,Bernot,4.213,2.606,433.867,438,2023
02071,Berny-Rivière,1.542,1.522,624.497,641,2023
02072,Berrieux,3.821,3.535,172.399,180,2023
02073,Berry-au-Bac,3.714,2.856,664.141,703,2023
02074,Bertaucourt-Epourdon,2.109,1.335,559.458,587,2023
02075,Berthenicourt,3.873,2.533,190.591,193,2023
02076,Bertricourt,2.644,2.171,132.778,149,2023
02078,Besmé,1.494,1.294,154.418,167,2023
02079,Besmont,2.013,1.592,161.218,142,2023
02080,Besny-et-Loizy,3.096,2.606,332.213,322,2023
02081,Béthancourt-en-Vaux,2.517,2.176,410.424,428,2023
02082,Beugneux,2.418,1.999,109.254,113,2023
02083,Beuvardes,3.608,3.512,738.359,746,2023
02084,Bézu-le-Guéry,1.785,1.277,236.491,252,2023
02085,Bézu-Saint-Germain,2.946,2.85,886.142,991,2023
02086,Bichancourt,2.422,1.962,1001.062,996,2023
02087,Bieuxy,1.548,1.321,33.632,34,2023
02088,Bièvres,1.973,1.75,83.975,84,2023
02089,Billy-sur-Aisne,3.311,2.721,1199.704,1151,2023
02090,Billy-sur-Ourcq,1.188,0.909,185.231,199,2023
02091,Blanzy-lès-Fismes,2.569,2.077,94.385,92,2023
