code;deces_domicilies_2024;part_75_ans_plus;taux_pauvrete;revenu_median;part_sans_diplome;part_ouvriers;part_familles_monoparentales;part_moins_15_ans;taille_menage;part_locataires;part_locataires_HLM;part_suroccupation;part_residences_principales;part_appartements;part_maisons;densite_population;part_benef_ophtalmo;apl_generaliste;densite_orthophonistes;densite_generalistes;densite_infirmiers;densite_sages_femmes;part_benef_ald;densite_pharmacies;libelle
29199;106;12.2;14.2;22020.0;16.9;30.6;13.3;15.1;2.12;19.7;6.1;0.0;76.8;2.9;96.8;35.0;34.0;3.4;22.0;8.8;29.8;0.0;20.9;2.2;Plouigneau
29218;76;14.2;11.6;22140.0;15.2;29.5;10.7;14.5;2.1;16.1;6.5;0.0;74.2;5.6;93.6;57.5;25.9;5.6;22.1;19.9;26.5;0.0;22.2;2.2;Pont-Croix
29220;625;15.6;9.0;23770.0;15.0;22.6;13.0;12.2;1.94;19.6;5.8;0.1;62.3;11.9;86.6;241.0;30.0;4.4;31.6;11.1;29.5;2.5;19.1;3.4;Pont-l'Abbé
29232;1034;10.2;11.4;23210.0;13.0;20.4;16.6;15.5;1.93;37.1;13.6;0.2;89.2;41.3;58.0;280.2;27.4;4.5;37.0;11.4;16.5;1.8;17.2;3.4;Quimper
29233;244;10.1;9.8;22870.0;14.9;30.3;16.1;17.8;2.11;27.8;9.0;0.0;90.7;21.8;77.8;212.6;20.0;4.4;39.3;13.3;20.6;7.7;16.9;3.9;Quimperlé
29241;248;10.2;8.9;22430.0;15.3;28.6;15.0;17.4;2.18;18.4;6.6;0.2;85.7;8.8;90.9;74.1;23.9;3.8;32.6;9.8;20.5;2.7;18.0;2.8;Rosporden
29259;407;14.0;10.5;22890.0;17.0;28.1;12.2;13.9;2.0;24.0;6.0;0.1;68.1;15.2;84.1;156.8;33.6;3.8;36.8;8.8;28.4;2.8;20.6;2.9;Saint-Pol-de-Léon
29260;152;9.4;5.4;24750.0;11.7;22.1;11.7;18.5;2.28;19.8;6.9;0.1;85.5;12.6;87.0;160.1;33.5;4.5;49.3;11.5;20.3;3.3;16.5;3.3;Saint-Renan
29274;108;13.6;14.1;21160.0;21.9;36.2;11.4;14.2;1.98;15.2;4.4;0.3;78.2;7.2;91.8;35.7;20.9;2.6;27.6;5.5;22.1;0.0;21.5;2.8;Scaër
2A004;958;11.6;14.2;24010.0;17.4;17.2;17.9;17.0;2.27;41.0;9.5;0.5;74.3;60.9;38.6;69.8;28.5;3.5;32.3;8.8;32.8;1.7;17.6;3.3;Ajaccio
2A041;76;11.0;17.8;21990.0;21.3;17.5;17.0;15.0;2.14;31.9;7.7;0.4;45.2;28.6;69.3;19.8;28.7;3.5;31.5;6.3;31.5;0.0;19.6;3.1;Bonifacio
2A130;113;14.5;14.1;25130.0;16.5;16.2;17.8;11.5;2.06;23.0;0.4;0.7;40.7;28.7;70.7;18.8;31.8;3.8;36.9;11.1;50.8;0.0;19.9;5.5;Grosseto-Prugna
2A247;196;9.4;19.0;22080.0;19.3;20.8;16.6;16.7;2.22;38.0;3.2;0.8;38.3;28.5;69.5;39.4;32.1;5.6;33.9;13.1;32.5;3.8;22.3;2.4;Porto-Vecchio
2A249;124;14.6;19.7;21340.0;21.0;22.0;17.3;12.7;2.03;33.6;3.9;0.8;45.1;46.6;52.0;24.5;27.1;3.6;10.6;9.5;28.6;2.1;;5.3;Propriano
2A272;83;15.1;23.9;20850.0;17.9;19.7;20.5;11.8;2.03;30.9;4.0;0.8;45.0;44.7;54.2;11.2;26.2;4.0;33.1;9.9;31.5;0.0;17.3;5.0;Sartène
2B033;785;12.1;19.2;22070.0;20.8;16.7;23.0;14.6;2.19;45.4;14.4;0.9;82.5;64.1;35.5;153.1;26.4;3.5;39.4;9.1;38.9;2.2;;4.4;Bastia
2B042;242;8.8;19.6;21430.0;21.7;24.1;20.8;16.6;2.23;37.0;5.1;0.7;66.8;39.4;59.9;66.5;32.9;4.4;24.9;7.5;44.4;2.8;19.7;2.8;Borgo
2B050;125;10.5;19.7;20960.0;25.6;13.5;18.2;15.3;2.08;40.1;10.0;0.8;40.2;52.1;47.4;20.7;24.3;3.9;36.2;9.9;28.0;0.0;19.7;4.5;Calvi
2B096;164;12.6;21.1;21020.0;22.5;14.3;21.0;9.6;1.77;48.4;2.6;0.4;58.5;52.1;47.1;11.8;22.3;3.0;20.9;8.4;29.2;0.0;15.1;2.8;Corte
2B123;108;12.4;26.2;19940.0;30.8;31.1;20.1;14.4;2.18;35.7;2.9;1.5;46.0;36.6;58.0;16.3;26.4;3.0;29.8;6.0;36.7;0.0;19.7;4.0;Ghisonaccia
2B134;130;13.9;20.8;21260.0;21.8;18.4;19.9;13.5;2.01;33.1;3.1;0.9;42.0;48.1;50.7;30.0;28.9;3.4;47.8;7.2;34.2;3.1;20.5;3.2;L'Île-Rousse
2B207;209;13.2;22.3;20680.0;23.7;22.4;19.2;13.9;2.07;33.1;4.3;0.5;49.7;38.4;60.6;51.1;26.9;3.7;17.7;10.0;55.4;1.2;20.3;2.9;Penta-di-Casinca
2B251;101;12.8;18.4;21410.0;21.6;17.0;19.7;15.7;2.14;34.1;7.0;0.6;58.5;29.8;69.8;22.9;26.6;5.2;10.4;11.5;35.5;4.1;17.9;3.1;Prunelli-di-Fiumorbo
2B298;61;14.1;19.7;21590.0;22.9;17.4;17.7;12.9;2.08;28.0;4.1;0.5;46.4;51.1;48.6;19.4;27.2;5.7;19.1;15.3;42.1;3.8;;3.8;Saint-Florent
30003;405;19.6;15.5;22730.0;20.8;16.5;16.2;10.2;1.8;35.2;6.6;1.2;27.7;83.6;15.9;209.0;42.9;3.8;42.8;11.7;49.0;2.9;27.0;4.3;Aigues-Mortes
30006;68;8.1;12.1;22680.0;22.6;20.7;15.8;20.6;2.37;28.4;4.5;0.9;85.3;14.5;80.9;148.2;30.4;5.1;47.8;9.6;20.3;4.7;17.5;2.4;Aimargues
30007;1116;12.4;21.6;20290.0;23.1;20.3;20.0;15.9;2.06;41.8;14.2;0.4;89.0;37.6;61.9;221.6;33.5;3.3;34.4;5.1;27.4;2.9;19.3;3.4;Alès
30010;227;12.6;19.5;20620.0;20.4;22.3;15.8;15.6;2.13;29.8;2.4;0.3;75.0;20.1;79.1;72.9;35.2;3.2;46.7;5.8;22.2;0.0;20.2;2.3;Anduze
30028;511;11.4;17.9;22170.0;21.8;19.2;16.0;17.0;2.15;34.2;11.7;0.3;81.6;27.9;71.5;108.6;24.7;2.7;17.6;6.5;20.0;1.9;18.6;2.9;Bagnols-sur-Cèze
30029;73;13.0;20.6;20570.0;19.2;17.6;13.8;13.9;2.01;25.8;3.1;0.1;56.3;11.9;86.5;23.5;28.9;2.3;16.4;4.9;36.1;3.2;22.0;3.3;Barjac
30032;512;9.8;23.6;20180.0;26.2;24.2;17.2;18.4;2.26;39.2;10.1;0.9;86.9;30.6;68.7;160.6;21.2;3.1;26.3;5.4;21.4;1.1;17.5;3.0;Beaucaire
30034;56;7.4;14.9;22150.0;21.4;17.5;17.4;21.0;2.42;32.1;6.9;0.2;90.7;18.6;79.1;176.4;23.7;3.6;12.6;10.1;17.7;2.4;16.4;2.5;Bellegarde
30037;119;18.0;31.8;17610.0;26.0;15.9;22.0;12.4;1.86;35.6;8.4;0.7;64.4;39.6;60.0;75.7;29.5;4.2;18.6;3.7;27.9;0.0;25.9;3.7;Bessèges
30047;116;10.5;12.4;23190.0;18.2;25.3;12.6;18.5;2.35;29.3;6.5;0.4;93.6;19.6;80.1;405.1;24.3;4.3;44.0;10.6;22.0;3.4;16.7;3.5;Bouillargues
30061;50;9.1;14.7;22190.0;17.6;19.1;14.9;17.4;2.3;28.8;3.9;0.2;85.5;12.8;86.5;86.9;28.5;3.6;29.1;13.1;39.3;8.5;17.2;2.9;La Calmette
30062;102;9.3;9.0;25770.0;13.3;17.1;14.6;18.1;2.32;23.5;3.2;0.2;83.4;11.7;86.5;235.6;33.2;3.9;95.3;10.2;21.8;8.0;15.8;1.4;Calvisson
30132;259;14.8;30.6;17740.0;23.1;20.6;20.9;14.1;1.99;36.0;12.8;0.6;61.0;28.6;70.3;36.8;28.7;2.7;18.3;3.7;35.9;2.4;20.2;3.7;La Grand-Combe
30155;99;10.1;13.5;22330.0;20.0;18.4;15.8;18.7;2.4;29.4;7.6;0.2;93.7;16.2;83.2;269.2;21.5;3.6;26.5;5.3;33.6;0.0;16.6;2.7;Manduel
30189;2133;10.6;25.0;20470.0;21.3;15.0;20.8;16.9;2.07;49.2;14.4;1.0;85.9;56.4;42.6;549.2;23.9;4.0;46.2;10.0;23.0;3.2;17.9;3.5;Nîmes
30202;236;11.4;18.3;21790.0;21.7;17.9;14.9;15.6;2.1;31.8;6.3;0.4;81.0;25.1;73.7;133.8;23.8;2.5;20.1;4.0;24.1;2.9;18.4;3.0;Pont-Saint-Esprit
30210;95;10.4;17.4;21520.0;17.7;17.8;13.7;16.0;2.16;28.6;4.0;0.0;78.0;24.3;75.1;55.1;30.4;4.8;103.4;14.9;23.0;2.3;19.3;3.4;Quissac
30212;99;8.0;13.9;22730.0;17.7;21.6;16.5;18.1;2.3;25.3;1.2;0.3;81.2;14.0;85.0;94.7;23.2;4.0;37.6;11.3;19.6;3.0;15.7;2.3;Remoulins
30217;77;7.9;9.9;25030.0;13.1;19.4;12.9;18.5;2.36;22.0;4.5;0.0;90.1;12.5;86.9;153.6;24.2;2.9;29.1;6.5;18.2;2.8;15.1;2.2;Rochefort-du-Gard
30221;121;8.5;14.1;23030.0;18.2;24.1;13.7;19.0;2.33;27.4;4.3;0.5;86.9;17.5;82.0;192.5;23.5;2.5;33.3;6.7;21.3;1.3;15.8;2.7;Roquemaure
30227;242;13.4;23.5;19380.0;22.8;13.6;18.0;14.0;2.01;29.5;5.0;0.3;69.1;25.1;74.4;74.6;32.1;3.6;17.6;3.5;31.7;1.1;21.9;2.9;Saint-Ambroix
30255;169;8.3;14.6;22120.0;18.4;25.1;15.3;19.1;2.38;26.1;2.9;0.3;86.3;12.0;87.6;97.8;27.6;3.1;20.7;6.2;20.2;2.0;15.4;1.6;Saint-Geniès-de-Malgoirès
30258;126;9.3;26.8;18590.0;32.1;28.3;15.6;18.3;2.27;41.4;11.1;0.5;87.4;32.3;67.1;93.8;22.2;2.4;20.8;4.9;34.7;1.4;17.9;3.5;Saint-Gilles
30263;105;13.2;25.0;19650.0;21.5;17.8;16.9;14.7;2.01;32.4;3.7;0.1;69.5;23.9;75.4;38.5;32.0;2.9;49.4;8.6;34.6;7.1;19.1;3.7;Saint-Hippolyte-du-Fort
30269;74;15.0;29.1;18090.0;19.9;16.5;15.7;11.6;1.88;30.4;2.6;0.4;52.2;23.0;75.7;16.2;29.7;3.6;35.8;12.5;35.8;3.6;;7.2;Saint-Jean-du-Gard
30321;216;8.9;13.4;23510.0;15.8;17.0;16.2;18.4;2.29;27.7;3.7;0.7;85.7;18.6;81.0;116.5;33.7;3.1;48.1;6.4;20.4;4.7;16.2;2.4;Sommières
30334;317;13.7;17.1;22440.0;18.6;17.7;14.6;13.7;2.06;30.1;4.9;0.2;71.0;22.2;76.7;66.0;36.7;3.9;42.6;7.7;23.2;3.0;20.2;2.7;Uzès
30341;163;9.2;18.5;20980.0;23.0;21.4;16.7;19.1;2.29;37.4;14.6;0.4;91.0;29.7;68.6;127.8;27.3;3.4;45.5;6.3;19.9;3.3;18.0;2.8;Vauvert
30344;146;8.8;10.3;24210.0;16.9;25.6;15.4;18.7;2.34;27.8;4.4;0.3;86.5;15.0;84.4;418.1;32.1;5.0;35.6;8.3;19.6;3.5;16.1;2.4;Vergèze
30350;189;14.6;25.9;18980.0;22.3;14.9;17.2;12.9;1.91;29.3;5.1;0.2;54.7;21.9;77.4;21.6;33.1;3.4;59.2;6.8;38.0;5.0;;4.2;Le Vigan
31033;172;8.8;12.0;22770.0;18.6;22.5;15.6;19.3;2.33;28.0;5.2;0.4;89.6;16.8;82.8;88.7;27.8;3.8;44.7;8.1;12.5;3.5;15.7;2.2;Auterive
31042;79;18.5;15.4;21420.0;16.9;15.1;18.2;9.8;1.81;30.2;1.7;0.2;27.4;59.3;39.9;17.2;23.7;5.8;39.4;15.7;35.4;0.0;22.8;7.9;Bagnères-de-Luchon
31066;121;8.2;8.2;24440.0;15.1;25.0;13.6;21.2;2.4;22.5;6.4;0.0;91.6;11.5;88.3;113.7;29.7;2.9;40.2;5.6;20.9;1.6;14.6;2.4;Bessières
31080;80;17.7;21.4;19600.0;24.1;15.0;12.6;12.3;2.05;20.2;4.5;0.3;76.0;8.3;89.3;21.3;21.3;3.1;0.0;8.9;32.0;0.0;21.9;1.8;Boulogne-sur-Gesse
31106;63;8.0;8.9;25060.0;13.7;10.3;15.9;18.3;2.35;20.9;2.7;0.0;88.6;8.7;90.2;46.2;31.3;2.4;64.8;5.2;15.5;0.0;14.3;2.6;Caraman
31107;254;11.3;15.9;22070.0;18.3;18.3;15.7;16.6;2.17;24.7;3.4;0.3;83.4;10.0;88.9;53.8;30.1;4.2;63.6;10.4;20.4;6.2;19.4;2.7;Carbonne
31135;184;11.9;16.2;21530.0;19.3;19.4;15.3;17.5;2.18;25.6;3.7;0.1;81.1;15.4;83.3;45.4;28.6;3.2;32.6;6.5;32.6;2.6;19.0;3.3;Cazères
31202;69;8.5;10.0;24740.0;14.7;16.3;16.4;20.3;2.42;23.3;6.3;0.1;91.2;18.0;81.7;140.2;30.0;3.2;55.5;12.2;16.7;8.6;14.4;2.2;Fronton
31232;167;6.6;10.6;24260.0;14.3;18.4;15.4;21.9;2.38;30.6;7.8;0.1;90.7;20.8;77.6;118.4;30.6;3.5;41.5;7.5;17.4;4.1;13.7;2.1;Grenade
31239;69;16.4;21.4;20050.0;23.5;17.1;12.3;12.7;2.03;17.2;2.6;0.0;72.8;5.8;93.6;20.7;25.1;3.1;46.6;7.0;14.0;0.0;22.1;2.3;L'Isle-en-Dodon
31324;57;12.3;14.0;22050.0;18.7;25.7;17.9;15.9;2.15;27.9;6.4;0.5;83.5;11.7;86.6;62.1;31.2;4.6;17.5;8.7;29.7;3.4;;3.5;Martres-Tolosane
31358;47;7.2;6.2;28010.0;9.6;15.6;11.0;21.3;2.45;17.6;4.7;0.0;92.9;11.6;88.2;142.0;30.1;5.1;86.3;15.3;19.2;11.3;14.4;1.9;Montastruc-la-Conseillère
31390;394;16.0;17.6;21080.0;19.4;16.3;17.1;13.5;2.0;22.4;2.2;0.1;62.4;12.1;86.8;32.4;21.2;2.7;18.6;6.0;31.6;0.0;21.1;3.2;Montréjeau
31396;70;6.8;9.2;24960.0;11.2;12.1;14.8;22.9;2.42;35.0;8.3;0.4;89.1;24.5;74.2;105.4;29.2;4.8;66.2;14.9;8.3;0.0;13.2;1.7;Nailloux
31399;35;7.0;9.7;23590.0;16.1;26.9;19.4;21.5;2.45;24.1;7.2;0.4;92.0;9.7;89.6;184.1;31.7;5.3;28.7;8.6;15.8;0.0;16.3;2.9;Noé
31421;136;9.8;7.0;26970.0;12.6;14.0;14.1;17.9;2.28;26.4;8.7;0.1;94.5;18.6;81.1;493.6;32.0;4.4;48.3;12.1;13.3;1.2;16.3;3.0;Pins-Justaret
31451;327;14.4;15.1;21810.0;20.6;23.9;16.8;14.5;2.07;31.2;4.1;0.2;82.8;15.9;83.1;57.6;24.5;3.7;34.3;9.4;23.2;2.5;;2.6;Revel
31454;126;8.4;8.6;23870.0;16.8;15.8;12.5;18.8;2.38;21.2;4.0;0.3;89.7;10.7;88.5;68.6;27.9;2.9;26.5;8.6;25.8;2.6;16.7;2.0;Rieumes
31483;485;14.6;18.6;21290.0;19.9;19.2;16.4;14.7;2.03;27.9;4.0;0.3;78.7;20.0;79.3;46.1;27.0;3.1;32.3;6.2;25.6;2.1;20.0;3.5;Saint-Gaudens
31499;149;8.8;8.4;24760.0;16.6;12.5;14.2;19.4;2.41;24.8;7.5;0.0;90.6;17.5;81.9;122.3;25.4;3.0;54.6;9.6;21.9;1.3;15.9;2.0;Saint-Lys
31523;134;15.3;15.6;21460.0;20.0;17.0;15.7;13.2;2.01;24.0;4.3;0.4;76.8;15.0;84.5;42.8;28.0;3.0;21.3;7.4;36.2;2.1;21.8;4.3;Salies-du-Salat
31555;7248;7.5;15.1;24520.0;12.4;13.3;18.6;16.7;2.01;52.2;13.0;0.6;90.6;61.2;38.1;832.3;24.7;4.6;55.3;10.2;14.4;3.4;13.3;2.8;Toulouse
31573;38;6.9;6.0;27190.0;11.2;15.3;9.1;20.0;2.45;19.8;1.7;0.0;91.1;9.6;90.1;69.9;29.1;3.3;25.6;11.5;19.2;0.0;12.8;1.3;Verfeil
31574;68;7.7;7.1;26230.0;11.5;14.0;12.7;20.0;2.42;18.8;5.0;0.1;92.9;6.7;92.5;151.7;30.6;4.6;85.5;16.0;15.0;0.0;15.3;3.2;Vernet
31582;252;8.1;7.5;25440.0;14.1;18.6;13.1;19.9;2.4;22.4;5.1;0.1;91.3;10.1;89.4;78.1;31.8;4.8;80.3;11.6;19.6;3.8;15.3;2.2;Villefranche-de-Lauragais
31584;141;10.1;12.0;22440.0;21.4;21.7;13.5;19.0;2.33;23.6;4.8;0.4;87.4;14.5;84.6;72.9;28.0;2.7;34.8;8.3;22.2;0.0;17.2;2.8;Villemur-sur-Tarn
32013;430;13.1;14.1;23000.0;17.6;15.6;18.0;14.6;1.94;41.7;11.5;0.3;88.3;36.9;62.6;68.1;37.0;3.4;34.8;7.0;22.2;1.6;;3.2;Auch
32096;129;17.4;19.8;20080.0;24.6;22.4;9.2;12.0;1.98;24.9;1.9;0.0;59.1;29.2;70.0;12.7;29.6;2.2;12.3;12.3;21.0;2.4;;4.9;Cazaubon
32107;215;16.8;18.9;21000.0;24.9;24.2;14.8;12.9;2.0;27.3;6.8;0.4;76.1;13.0;86.4;28.9;32.5;3.5;14.7;8.1;20.5;2.8;21.3;2.2;Condom
32119;144;15.8;19.6;20560.0;26.6;31.6;11.5;13.3;2.06;25.1;4.9;0.8;74.1;12.4;86.8;26.2;31.7;3.8;8.9;10.7;26.8;1.8;22.4;6.2;Eauze
32132;182;14.6;15.1;21590.0;22.1;22.8;15.7;13.9;2.05;28.7;4.2;0.3;81.4;13.3;86.0;31.6;35.5;3.9;20.6;3.4;23.3;2.7;19.9;4.1;Fleurance
32147;130;12.7;12.7;22840.0;18.4;25.8;13.7;16.2;2.21;21.8;2.1;0.1;81.3;9.3;89.5;26.0;31.8;3.5;27.0;9.0;18.0;3.6;17.4;3.6;Gimont
32160;218;8.4;8.5;25140.0;14.7;16.5;15.5;20.7;2.33;27.3;4.5;0.3;89.6;15.7;83.9;58.6;26.4;2.7;53.3;7.8;16.4;4.9;;2.1;L'Isle-Jourdain
32208;82;18.1;16.4;21750.0;19.7;18.5;16.1;14.0;2.05;27.3;6.3;0.0;74.1;16.2;83.1;27.2;33.4;4.5;17.8;10.7;14.2;3.4;18.2;3.6;Lectoure
32233;58;20.1;19.6;20600.0;23.2;20.9;7.8;10.1;1.9;23.1;7.5;0.0;72.9;12.1;86.9;17.9;27.6;2.6;38.3;7.7;23.0;7.5;;3.8;Marciac
32242;137;16.2;17.5;21240.0;21.1;18.6;13.5;12.4;2.06;21.6;1.7;0.3;78.4;10.7;88.4;20.7;27.4;4.1;35.1;14.0;25.8;4.7;21.0;3.5;Masseube
32249;92;14.1;14.1;22280.0;20.0;20.6;14.2;15.6;2.09;24.6;5.6;0.2;78.9;12.2;86.8;24.6;31.1;3.1;15.1;7.5;22.6;0.0;18.6;3.0;Mauvezin
32256;163;15.9;17.3;21330.0;21.1;22.3;12.5;12.8;2.0;25.1;3.7;0.3;80.9;14.5;84.1;22.7;31.1;3.3;21.9;7.6;25.1;2.1;;3.3;Mirande
32296;106;16.1;18.9;20970.0;22.6;28.4;14.1;14.2;2.05;29.7;4.6;0.4;82.0;16.2;83.3;29.9;26.4;3.4;0.0;7.1;15.9;3.4;20.3;1.8;Nogaro
32319;125;17.6;19.9;20300.0;24.3;24.0;12.1;10.1;1.93;20.7;3.6;0.3;75.9;9.4;88.7;21.0;29.1;2.7;14.2;8.5;29.7;0.0;23.7;4.2;Plaisance
32344;60;16.0;15.1;20980.0;22.0;29.0;16.7;11.8;1.97;20.1;3.6;0.5;77.7;10.1;89.0;25.8;29.5;2.5;0.0;6.7;22.4;0.0;23.2;2.2;Riscle
32410;121;14.0;11.9;22970.0;16.8;16.2;11.9;15.8;2.16;21.8;3.5;0.0;83.2;11.0;88.4;32.8;27.2;5.1;32.9;13.2;21.9;2.2;18.3;3.3;Samatan
32462;194;16.6;17.3;21370.0;22.2;16.4;14.9;12.9;2.01;22.7;2.7;0.0;77.7;11.1;87.9;19.7;34.3;3.0;17.4;7.8;16.6;1.7;19.9;4.4;Vic-Fezensac
33005;266;18.9;7.5;26830.0;14.4;13.5;12.5;10.4;1.92;25.8;4.3;0.1;68.0;14.7;85.0;127.6;35.9;4.8;50.2;12.5;22.1;4.7;24.9;2.5;Andernos-les-Bains
33011;136;19.6;7.7;25530.0;17.8;8.3;14.7;11.7;1.89;29.9;4.4;0.0;64.5;15.4;84.4;134.2;31.0;5.3;92.6;9.3;58.7;0.0;24.5;3.1;Arès
33036;342;12.9;15.2;21330.0;21.2;26.2;13.2;15.1;2.11;29.5;3.9;0.4;81.7;11.0;88.0;14.8;36.9;4.0;26.4;9.3;25.6;1.7;22.0;3.5;Bazas
33042;107;6.4;8.2;24110.0;14.9;18.9;12.3;21.1;2.41;24.9;7.2;0.2;88.2;10.2;89.3;28.8;26.4;3.7;47.6;7.7;17.3;1.2;15.8;2.4;Belin-Béliet
33051;314;7.7;7.3;24900.0;13.9;19.3;14.0;19.0;2.33;28.8;8.4;0.2;91.3;17.1;82.6;128.9;28.6;4.3;39.2;8.6;23.5;3.0;16.8;2.1;Biganos
33058;403;11.3;17.5;20920.0;23.6;23.9;16.3;16.4;2.15;30.0;3.6;0.5;82.4;11.2;87.6;77.6;22.7;3.1;21.4;6.1;20.8;1.8;20.6;3.4;Blaye
33063;7410;8.3;13.2;24770.0;13.5;14.8;18.1;16.2;2.02;52.0;17.0;0.5;91.3;56.2;43.1;810.1;31.3;5.6;51.2;12.1;16.8;2.8;15.7;3.1;Bordeaux
33081;136;8.8;12.5;22180.0;19.2;19.4;15.0;16.5;2.19;30.6;4.7;0.1;86.8;14.0;85.6;118.5;36.3;4.6;42.4;8.5;17.0;1.4;18.6;3.5;Cadillac-sur-Garonne
33104;105;6.6;8.0;24140.0;15.5;23.2;9.9;20.8;2.47;21.1;3.6;0.0;91.8;7.8;91.7;52.8;32.4;4.6;54.1;6.0;21.7;3.6;15.8;3.0;Castelnau-de-Médoc
33108;273;12.6;19.7;20640.0;24.8;30.6;13.8;15.7;2.14;27.5;3.0;0.4;80.5;11.0;88.5;76.0;30.1;3.2;15.0;6.0;23.9;1.0;20.2;3.0;Castillon-la-Bataille
33114;183;7.0;13.7;21640.0;21.2;20.3;13.3;20.5;2.46;24.3;2.3;0.4;90.0;7.3;91.5;102.8;24.5;3.4;20.7;6.2;17.8;2.4;17.7;2.9;Cavignac
33138;440;12.7;18.1;20460.0;26.4;22.9;15.6;16.0;2.14;29.8;5.3;0.3;83.9;8.8;89.7;58.9;33.5;2.9;18.6;4.3;25.4;1.8;21.1;2.8;Coutras
33140;162;7.8;9.0;24000.0;16.2;19.1;15.0;19.5;2.37;23.7;4.7;0.1;92.2;9.3;90.2;112.1;39.8;3.3;42.0;10.3;27.1;1.8;17.8;2.8;Créon
33203;32;11.6;12.0;23480.0;16.5;18.8;10.7;14.6;2.0;27.9;4.8;0.0;50.3;16.8;80.7;21.1;33.2;3.9;49.7;9.9;22.3;4.9;23.6;2.5;Hourtin
33213;97;5.7;5.0;27270.0;9.7;18.7;9.5;21.7;2.56;17.9;2.1;0.3;93.0;5.7;94.0;66.9;35.2;2.7;30.8;8.0;16.7;4.9;14.4;2.5;La Brède
33214;89;13.2;10.7;24900.0;12.4;16.2;14.3;13.8;2.01;20.3;4.1;0.2;27.2;25.6;72.7;20.0;31.1;5.8;64.1;14.1;23.1;5.1;23.2;3.8;Lacanau
33226;45;8.3;10.6;23620.0;14.6;19.9;17.6;18.2;2.23;24.5;1.8;0.3;88.5;11.4;88.0;183.0;34.9;3.9;28.1;16.9;16.9;0.0;16.8;2.8;Langoiran
33227;421;10.3;13.0;22230.0;19.6;22.2;16.3;17.6;2.17;33.1;5.1;0.5;89.0;16.6;82.6;112.2;38.7;4.9;36.1;12.0;18.0;4.2;19.6;2.6;Langon
33236;146;14.5;9.6;25870.0;14.0;20.2;11.0;13.7;2.1;22.5;4.3;0.0;39.2;10.5;88.3;34.0;28.0;4.9;7.9;11.8;25.3;4.7;22.1;3.9;Lège-Cap-Ferret
33240;276;12.5;16.1;21030.0;24.9;21.6;14.7;13.9;2.04;26.1;2.6;0.2;64.2;7.6;87.1;39.2;23.2;3.9;28.7;9.6;21.5;0.9;24.7;3.8;Lesparre-Médoc
33243;1021;9.8;13.1;23040.0;19.5;25.4;15.8;17.9;2.22;32.8;7.3;0.4;88.4;19.2;80.2;152.8;33.2;4.3;30.6;10.6;20.4;3.0;17.7;3.0;Libourne
33314;227;8.9;13.4;21800.0;26.9;40.5;13.0;19.0;2.32;28.3;5.2;0.6;85.1;10.8;88.5;70.1;27.1;3.9;9.0;9.0;15.8;1.8;19.9;2.3;Pauillac
33327;217;8.1;7.8;24100.0;16.1;26.7;11.8;20.1;2.42;22.2;2.4;0.0;91.3;6.5;93.0;113.2;35.6;3.8;40.0;8.0;25.5;3.0;15.7;2.5;Podensac
33352;169;11.0;20.7;20160.0;25.0;23.1;14.9;16.4;2.17;31.2;3.7;0.5;86.8;15.3;83.4;76.4;32.2;3.4;6.7;6.7;24.9;0.0;20.8;2.7;La Réole
33366;452;8.0;11.3;22870.0;18.4;23.2;14.3;19.7;2.36;27.5;5.6;0.3;91.2;11.7;87.8;203.0;26.5;3.7;48.8;8.4;18.2;4.4;16.6;2.4;Saint-André-de-Cubzac
33402;389;14.2;20.9;20200.0;24.7;25.3;17.0;15.2;2.11;29.2;5.1;0.5;79.7;10.7;88.2;56.0;25.0;3.2;23.6;6.4;22.2;1.9;20.0;3.0;Sainte-Foy-la-Grande
33478;67;12.6;17.1;20120.0;29.5;30.5;15.2;15.0;2.1;34.4;11.1;0.0;85.5;10.6;86.8;113.7;34.1;2.8;0.0;5.5;12.8;0.0;23.8;1.8;Saint-Seurin-sur-l'Isle
33498;60;7.7;6.1;25440.0;13.4;24.5;9.0;19.6;2.46;18.8;4.8;0.0;88.0;7.4;89.7;46.3;26.4;3.0;32.4;5.4;16.2;2.1;16.8;1.1;Salles
33506;77;11.2;17.4;20510.0;24.7;32.7;11.5;16.5;2.18;28.0;4.5;0.3;83.1;7.4;92.1;35.5;30.8;3.5;14.2;14.2;27.0;5.6;;5.7;Sauveterre-de-Guyenne
33514;171;19.3;15.9;21930.0;20.3;12.1;14.9;9.9;1.9;23.8;3.2;0.2;36.1;15.5;80.0;62.6;24.3;4.0;23.5;8.2;21.1;2.3;28.9;2.3;Soulac-sur-Mer
33529;985;16.3;9.9;25260.0;14.4;15.5;16.5;12.2;1.92;36.4;12.8;0.2;63.1;39.5;59.3;212.5;34.4;4.9;32.9;12.7;28.9;3.2;21.9;3.7;La Teste-de-Buch
34003;452;16.0;21.9;20410.0;23.4;13.0;20.6;12.2;1.85;42.0;7.8;0.9;31.4;72.2;27.5;582.8;37.2;3.6;43.9;7.4;26.0;3.2;24.9;3.7;Agde
34022;112;8.3;9.6;25240.0;13.6;19.8;15.4;18.1;2.23;34.5;8.8;0.2;92.4;30.5;68.6;688.4;33.7;5.4;70.4;5.6;15.5;8.3;15.3;2.8;Baillargues
