code;deces_domicilies_2024;part_75_ans_plus;taux_pauvrete;revenu_median;part_sans_diplome;part_ouvriers;part_familles_monoparentales;part_moins_15_ans;taille_menage;part_locataires;part_locataires_HLM;part_suroccupation;part_residences_principales;part_appartements;part_maisons;densite_population;part_benef_ophtalmo;apl_generaliste;densite_orthophonistes;densite_generalistes;densite_infirmiers;densite_sages_femmes;part_benef_ald;densite_pharmacies;libelle
47310;309;13.4;19.4;20010.0;28.9;29.1;16.1;16.3;2.14;30.3;4.1;0.4;84.2;14.0;85.4;65.2;26.8;2.6;4.3;1.7;14.9;1.7;18.5;3.8;Tonneins
47323;829;14.5;19.3;20330.0;24.2;24.4;14.8;15.6;2.09;31.7;4.3;0.3;83.2;16.7;82.7;85.9;30.2;2.8;19.6;5.1;20.7;2.5;21.1;3.3;Villeneuve-sur-Lot
48034;91;13.5;14.4;21460.0;21.8;23.5;16.1;15.1;2.05;25.9;4.1;0.2;56.0;12.9;86.8;14.7;35.0;3.6;17.2;6.9;27.6;3.5;;3.4;La Canourgue
48061;92;12.8;20.1;20660.0;18.7;18.7;15.5;14.7;1.92;30.2;5.7;0.2;46.4;14.9;84.5;7.6;32.6;4.0;31.1;7.8;23.4;3.1;;7.8;Florac Trois Rivières
48080;213;15.1;19.2;19990.0;24.0;19.0;12.3;11.6;1.94;22.4;3.3;0.2;43.6;15.4;84.1;9.2;23.4;2.0;14.6;4.4;19.7;3.0;20.0;5.8;Langogne
48092;134;13.2;13.2;22220.0;21.4;19.8;12.8;15.8;2.05;30.3;6.1;1.0;67.3;29.7;69.4;31.8;38.2;1.8;39.9;4.0;14.0;2.0;;2.0;Marvejols
48095;202;10.4;12.1;22770.0;15.6;17.0;13.2;16.7;2.04;38.6;11.7;0.4;72.0;33.3;66.1;26.0;40.6;3.3;17.1;6.4;18.8;1.7;19.9;4.3;Mende
48140;196;13.6;15.0;21290.0;20.4;21.9;12.2;13.0;1.98;27.3;5.2;0.4;60.5;17.3;82.3;16.6;35.2;2.6;33.5;6.0;20.7;2.7;20.0;4.7;Saint-Chély-d'Apcher
49007;2260;9.7;14.7;23120.0;16.8;18.1;16.7;16.4;1.99;54.2;23.8;0.3;91.9;57.3;41.5;537.9;24.7;5.3;47.5;11.9;8.8;2.5;15.8;2.8;Angers
49018;200;12.6;11.9;21330.0;26.6;30.0;10.1;18.6;2.25;28.9;12.6;0.0;85.0;8.1;91.0;44.0;18.0;3.3;26.7;7.3;8.7;1.3;17.8;2.0;Baugé-en-Anjou
49021;188;9.6;8.3;22590.0;21.3;26.5;9.1;19.4;2.36;25.5;10.1;0.0;91.6;8.3;90.8;103.2;30.6;3.8;50.8;7.9;7.9;3.3;15.6;2.3;Beaufort-en-Anjou
49023;232;10.1;7.7;21990.0;23.7;30.0;9.0;20.3;2.37;25.7;9.2;0.1;93.2;7.3;91.9;103.7;31.3;3.0;25.1;5.9;7.5;5.0;15.5;2.9;Beaupréau-en-Mauges
49050;77;7.8;6.8;23900.0;15.3;30.0;9.0;19.8;2.44;21.8;8.3;0.0;90.3;7.4;92.3;84.8;29.7;4.8;40.6;10.6;9.7;3.3;13.7;1.6;Brissac Loire Aubance
49054;107;10.7;12.9;21140.0;23.9;28.7;12.2;20.8;2.36;30.2;10.0;0.0;88.2;7.6;90.3;40.3;29.9;2.5;48.1;6.7;8.7;0.0;15.7;1.9;Candé
49063;99;11.3;8.1;23140.0;21.8;27.6;10.9;18.7;2.25;30.6;10.0;0.1;88.0;18.0;80.9;121.0;25.0;4.4;61.1;12.2;13.2;3.9;17.5;3.1;Chalonnes-sur-Loire
49080;165;11.0;10.7;21470.0;24.4;34.7;10.6;19.1;2.33;29.5;14.0;0.3;88.3;6.8;92.3;53.3;27.1;3.6;21.0;10.5;9.1;0.0;17.2;3.5;Les Hauts-d'Anjou
49092;234;9.0;8.9;22250.0;22.3;33.6;8.8;20.7;2.41;26.8;10.4;0.1;90.9;8.3;91.4;70.9;26.4;2.8;20.0;5.6;8.4;2.4;15.3;2.0;Chemillé-en-Anjou
49099;745;10.5;10.6;22530.0;22.6;30.2;11.6;18.0;2.17;34.9;14.3;0.1;93.5;26.2;72.6;186.8;32.4;3.5;24.1;6.7;9.2;2.8;16.5;2.6;Cholet
49125;172;11.2;11.9;21490.0;26.2;37.0;12.9;19.1;2.28;30.5;11.5;0.4;87.7;9.9;89.4;56.6;27.7;3.1;38.6;5.8;12.2;2.5;16.8;1.9;Doué-en-Anjou
49126;114;8.1;6.7;22910.0;18.9;27.4;9.4;20.7;2.42;22.6;5.7;0.1;91.4;4.0;95.7;108.6;16.8;2.8;41.2;4.7;10.0;1.2;8.6;2.9;Orée d'Anjou
49127;59;8.7;10.0;21760.0;24.7;39.8;10.8;21.0;2.35;29.6;12.7;0.4;86.6;6.8;92.8;59.3;22.6;2.6;25.4;8.9;6.3;2.5;16.5;2.5;Durtal
49176;122;7.7;7.5;22790.0;18.5;29.1;8.8;22.8;2.53;29.9;11.1;0.1;91.1;9.7;89.7;69.2;27.2;3.8;71.7;5.9;12.4;2.6;12.3;2.0;Le Lion-d'Angers
49180;91;12.3;13.7;21000.0;29.9;39.3;13.4;17.0;2.18;34.0;16.0;0.5;88.9;8.4;89.9;66.0;28.3;2.7;22.6;7.9;10.2;2.2;18.3;3.4;Longué-Jumelles
49214;118;8.2;6.3;24450.0;14.4;32.8;9.1;20.1;2.45;29.0;15.9;0.3;94.5;13.6;84.7;149.3;27.8;4.0;47.1;8.4;8.4;2.1;14.8;2.6;Montreuil-Juigné
49215;101;12.3;13.5;21090.0;27.2;40.5;14.0;17.0;2.17;28.4;14.1;0.1;83.2;11.2;88.1;55.2;29.7;2.8;39.2;6.5;14.4;0.0;18.3;2.6;Montreuil-Bellay
49218;137;9.9;8.5;21620.0;25.9;32.4;8.1;19.9;2.37;19.0;7.3;0.1;91.2;4.0;95.8;78.9;31.8;1.4;51.0;3.2;7.7;1.3;16.5;1.9;Montrevault-sur-Èvre
49228;86;14.6;19.6;19500.0;29.6;37.4;12.2;14.8;2.09;26.0;8.3;0.5;74.4;3.3;94.8;18.6;21.3;3.3;0.0;7.8;14.0;0.0;19.8;1.6;Noyant-Villages
49244;272;11.1;8.5;21960.0;23.8;36.8;8.7;19.2;2.34;26.1;10.6;0.1;89.3;6.5;91.3;89.2;25.9;4.4;39.0;9.4;11.3;2.3;16.4;3.1;Mauges-sur-Loire
49248;226;12.2;14.7;20640.0;29.5;36.2;11.0;17.5;2.21;28.5;11.0;0.4;85.3;6.7;91.0;41.0;33.2;2.5;22.8;8.0;8.5;0.0;17.9;2.8;Ombrée d'Anjou
49261;98;11.6;11.7;22060.0;23.2;28.2;11.8;18.5;2.22;25.1;10.7;0.0;83.3;5.1;93.1;61.7;29.2;3.8;10.4;5.2;11.5;4.1;16.6;3.1;Gennes-Val-de-Loire
49283;102;9.4;5.5;24360.0;15.5;23.8;11.7;19.0;2.4;24.7;8.5;0.3;91.1;7.9;91.6;105.0;25.9;3.9;31.8;14.8;11.7;4.1;14.7;3.2;Saint-Georges-sur-Loire
49301;247;8.6;6.8;22820.0;20.4;32.4;8.1;20.3;2.41;22.0;6.9;0.1;94.1;4.1;95.2;122.8;33.0;2.9;20.5;7.2;6.1;4.1;15.2;3.4;Sèvremoine
49307;118;8.4;5.6;24530.0;16.1;27.8;7.7;20.0;2.44;20.2;6.7;0.1;94.4;5.1;91.9;145.9;30.5;3.9;18.1;8.4;10.9;2.4;15.1;3.0;Loire-Authion
49328;669;12.1;14.6;21410.0;26.1;25.2;12.6;16.9;2.09;37.4;14.8;0.3;83.9;26.6;72.7;103.3;30.4;3.3;33.1;7.5;15.8;2.0;18.2;3.8;Saumur
49331;206;11.1;11.3;21480.0;25.7;35.0;12.6;19.5;2.24;34.6;15.5;0.2;89.6;15.7;83.7;65.2;31.9;3.8;20.1;6.5;13.0;3.0;16.3;3.0;Segré-en-Anjou Bleu
49333;51;7.6;8.5;22600.0;20.1;37.3;7.1;20.6;2.47;26.6;11.2;0.2;89.7;8.3;91.3;70.6;26.0;3.5;46.1;12.3;13.8;6.1;14.7;1.5;Seiches-sur-le-Loir
49345;97;8.9;7.7;22920.0;16.1;36.5;9.3;19.8;2.39;21.6;9.2;0.1;89.8;4.2;95.1;67.6;26.9;3.0;36.0;10.8;13.5;1.8;14.4;2.7;Bellevigne-en-Layon
49347;96;8.3;6.7;23820.0;17.0;29.2;7.1;20.2;2.43;22.1;6.3;0.2;90.8;7.5;91.7;98.8;27.3;3.4;57.6;9.9;8.2;3.3;15.7;2.5;Tiercé
49373;143;12.2;11.1;21300.0;27.0;34.5;9.5;18.1;2.26;24.2;10.0;0.2;86.3;5.4;94.2;38.0;26.9;3.7;31.8;7.2;7.9;3.2;17.2;2.4;Lys-Haut-Layon
50003;122;17.2;9.9;24230.0;20.5;23.6;9.5;11.8;1.92;23.9;5.5;0.3;56.7;6.4;90.1;113.0;35.5;3.4;20.8;9.4;28.1;2.0;24.5;3.1;Agon-Coutainville
50025;443;12.5;10.2;22680.0;21.5;27.3;12.3;17.1;2.11;32.8;10.1;0.2;82.5;16.3;82.9;95.6;30.0;3.2;17.0;6.6;15.3;2.9;19.2;1.7;Avranches
50031;87;17.2;11.2;23930.0;23.0;24.0;7.2;11.8;1.91;24.5;7.0;0.0;45.1;11.7;86.0;61.6;33.9;1.4;41.2;4.1;20.6;0.0;24.0;2.1;Barneville-Carteret
50074;91;15.0;15.3;20840.0;29.8;43.5;10.6;15.3;2.05;30.1;7.3;0.2;75.0;5.9;92.6;39.0;28.4;1.7;0.0;3.0;21.1;0.0;;3.0;Brécey
50076;191;13.7;10.5;22840.0;21.7;32.9;9.3;15.1;2.11;23.4;4.4;0.3;68.3;4.3;91.3;89.2;34.6;3.8;13.9;7.7;21.6;2.7;23.2;3.5;Bréhal
50082;89;10.4;9.2;22790.0;21.2;31.5;10.5;18.4;2.27;25.4;8.7;0.1;87.8;4.7;94.8;66.9;32.1;2.2;9.7;4.8;14.5;0.0;16.9;1.0;Bricquebec-en-Cotentin
50099;225;12.8;13.3;21510.0;28.0;38.1;12.5;15.9;2.09;35.1;16.6;0.2;84.1;15.9;83.0;52.8;26.7;2.7;23.8;6.0;6.6;2.3;;2.4;Carentan-les-Marais
50129;1167;9.6;11.6;23640.0;17.6;21.4;15.1;16.3;2.02;46.5;27.7;0.2;89.0;37.7;60.9;269.0;33.7;3.2;25.3;7.4;16.9;1.8;17.5;2.8;Cherbourg-en-Cotentin
50147;339;12.6;13.3;21780.0;23.3;24.7;13.7;14.8;2.03;34.7;14.4;0.2;73.6;18.6;76.9;87.7;30.1;3.7;50.8;7.6;15.3;2.5;20.0;3.0;Coutances
50218;453;17.3;9.9;23940.0;20.6;21.1;13.9;12.2;1.88;36.5;11.1;0.1;63.9;31.3;67.4;224.9;35.4;4.6;24.5;9.5;21.5;2.3;24.2;3.4;Granville
50236;436;13.7;12.7;21490.0;27.0;33.4;11.2;14.8;2.08;25.5;9.8;0.1;64.2;3.8;92.9;46.7;29.5;2.6;19.4;5.2;16.9;0.6;20.8;2.3;La Haye
50341;79;12.7;11.5;21510.0;26.4;36.8;13.2;15.6;2.1;31.4;14.6;0.0;73.9;6.2;91.9;55.5;28.5;2.8;0.0;3.7;35.0;0.0;20.1;1.8;Montebourg
50359;180;16.3;15.4;21040.0;32.8;31.1;9.5;13.8;2.04;26.5;7.8;0.1;72.3;9.9;89.6;33.5;27.9;2.1;10.0;7.0;20.0;0.0;21.9;4.0;Mortain-Bocage
50394;160;13.0;14.1;20540.0;26.7;24.5;10.5;17.2;2.17;27.5;10.1;0.0;80.0;5.9;93.3;46.8;28.0;2.9;0.0;6.7;10.5;0.0;18.6;1.9;Périers
50402;124;8.5;7.6;24170.0;19.5;24.1;10.3;18.4;2.27;29.5;10.2;0.0;71.0;2.8;94.0;95.2;31.0;2.6;22.8;6.1;16.0;4.6;16.3;1.5;Les Pieux
50410;184;15.3;13.2;21310.0;27.5;21.5;12.0;14.8;2.05;27.2;5.7;0.1;73.6;10.7;88.9;48.8;27.5;2.8;8.9;5.3;12.4;0.0;;1.8;Pontorson
50484;209;15.5;13.5;21250.0;32.8;31.1;8.9;14.3;2.03;31.0;8.0;0.1;79.1;14.5;84.3;57.4;29.4;2.6;26.2;5.9;11.1;1.3;20.3;3.3;Saint-Hilaire-du-Harcouët
50487;153;14.5;13.5;21120.0;30.4;28.7;11.0;16.3;2.14;32.5;7.2;0.0;78.4;7.9;91.9;49.9;26.3;2.5;0.0;6.1;18.3;0.0;19.2;3.7;Saint-James
50502;679;10.7;11.6;22300.0;21.8;23.6;13.2;17.5;2.09;36.6;17.9;0.1;89.3;22.3;76.8;97.8;28.3;3.3;19.5;7.8;13.6;2.6;21.9;3.6;Saint-Lô
50539;70;12.6;9.0;23060.0;19.6;22.7;12.1;15.2;2.13;18.6;3.7;0.2;68.9;3.2;95.0;68.2;32.5;2.2;31.1;1.6;21.8;0.0;18.4;3.1;Saint-Pierre-Église
50582;73;18.7;18.4;19920.0;36.6;25.5;10.1;12.8;2.01;25.9;8.9;0.0;72.2;6.5;92.9;35.9;27.3;2.0;20.7;2.1;26.9;0.0;26.3;2.1;Sourdeval
50601;139;11.3;11.7;21950.0;24.7;35.8;11.2;17.9;2.22;31.0;10.4;0.4;83.2;7.3;91.9;60.9;28.0;3.0;8.5;5.9;12.7;0.0;;1.7;Torigny-les-Villes
50615;294;13.3;10.9;22690.0;23.1;29.2;11.6;15.3;2.09;30.2;12.0;0.2;75.3;12.6;86.0;82.4;30.8;3.0;30.2;5.6;19.0;4.2;20.0;2.6;Valognes
50639;295;13.4;14.2;21120.0;26.4;31.1;11.4;16.7;2.12;31.0;8.8;0.1;76.7;7.4;92.0;47.2;28.8;2.6;19.1;8.1;17.6;0.9;;2.4;Villedieu-les-Poêles-Rouffigny
51030;121;12.7;6.7;25340.0;24.4;31.4;15.6;13.9;2.04;30.1;14.5;0.1;89.6;24.2;75.2;92.3;33.7;3.8;27.7;6.9;13.8;5.3;18.8;2.8;Aÿ-Champagne
51108;773;10.0;15.2;22530.0;22.3;23.2;17.3;17.5;2.07;46.2;27.9;0.3;91.4;46.4;52.6;76.5;31.1;3.6;18.1;6.9;11.5;2.0;18.4;3.0;Châlons-en-Champagne
51217;190;10.4;10.7;23560.0;25.1;31.7;10.6;16.8;2.2;21.7;3.5;0.3;79.0;8.4;91.2;34.9;27.4;3.1;6.1;6.1;14.5;2.4;16.9;3.6;Dormans
51230;591;10.6;11.9;24020.0;22.9;30.0;13.7;15.9;2.08;33.7;14.1;0.1;85.6;33.5;65.7;80.5;33.6;3.8;12.5;7.5;11.2;0.7;17.4;3.7;Épernay
51248;51;10.0;13.9;22600.0;28.2;36.6;16.4;17.3;2.15;30.1;13.1;0.0;85.9;8.8;90.3;17.4;33.3;2.7;23.8;7.2;9.5;0.0;18.2;4.8;Fère-Champenoise
51250;192;8.1;12.6;22480.0;23.1;27.2;12.5;19.7;2.39;27.1;13.0;0.4;87.3;10.1;89.0;47.8;17.9;2.7;5.4;4.9;11.9;2.1;16.6;2.2;Fismes
51380;92;10.9;14.5;21890.0;27.4;31.4;12.7;17.6;2.21;26.9;8.7;0.1;81.0;11.0;87.9;26.0;21.0;3.6;24.4;8.5;8.5;2.4;17.9;2.4;Montmirail
51388;55;5.0;9.7;23090.0;17.8;16.7;13.1;21.4;2.54;34.5;17.1;0.0;90.7;15.5;84.0;43.0;24.7;4.0;31.7;7.4;8.5;2.3;12.5;2.1;Mourmelon-le-Grand
51454;2352;8.4;16.8;22920.0;20.4;20.2;18.3;17.1;2.04;55.5;29.3;0.5;88.5;59.1;39.6;221.2;18.2;4.9;29.5;10.9;11.1;2.6;15.7;3.2;Reims
51507;288;13.9;14.8;21690.0;28.0;27.7;12.4;15.0;2.08;24.9;8.3;0.1;77.5;12.8;86.7;14.2;24.4;3.0;17.5;6.4;17.5;2.3;20.5;4.1;Sainte-Menehould
51535;217;11.1;12.8;22810.0;26.1;31.8;12.4;17.1;2.17;25.8;8.4;0.0;79.3;11.7;87.4;23.7;32.3;3.1;12.0;6.0;10.2;4.7;17.6;1.8;Sézanne
51559;63;7.3;12.9;21450.0;22.4;14.8;10.6;21.2;2.43;34.9;14.6;0.0;88.7;12.2;87.3;15.6;24.9;2.3;42.4;4.2;11.3;3.0;13.1;1.4;Suippes
51612;85;10.6;8.5;25230.0;23.7;33.9;9.3;16.6;2.19;18.8;5.1;0.0;86.2;8.5;91.1;27.5;34.8;3.6;12.2;8.6;8.6;2.4;17.8;2.4;Blancs-Coteaux
51649;400;11.3;15.0;21560.0;28.6;31.2;13.4;17.0;2.14;34.2;18.1;0.2;86.9;24.9;74.8;33.4;31.1;3.4;14.4;6.6;13.0;2.2;;3.5;Vitry-le-François
52060;100;18.3;18.2;20410.0;32.6;24.0;10.5;12.0;1.9;16.7;3.6;0.4;51.6;21.7;77.8;14.1;29.1;2.8;0.0;5.1;13.7;0.0;;1.7;Bourbonne-les-Bains
52093;73;12.8;11.5;21780.0;22.5;41.0;14.5;15.6;2.06;21.5;8.6;0.2;82.5;13.1;86.6;32.9;37.6;3.3;15.7;6.3;11.0;0.0;15.9;1.6;Chalindrey
52121;475;11.5;13.7;22320.0;22.0;22.2;15.7;14.7;1.96;40.2;22.4;0.1;86.2;33.5;65.8;32.5;31.1;3.5;11.6;7.7;10.9;1.8;19.8;3.3;Chaumont
52197;69;17.1;15.2;20690.0;29.6;24.6;9.7;12.5;2.0;14.7;3.8;0.5;65.2;4.7;95.0;14.3;33.3;2.5;26.6;10.6;26.6;0.0;22.2;5.3;Fayl-Billot
52250;218;13.4;18.1;20080.0;29.2;32.4;15.4;15.7;2.07;28.3;12.3;0.4;77.4;15.2;84.5;20.1;26.7;3.4;14.1;7.0;16.2;0.0;21.4;4.2;Joinville
52269;204;11.6;13.6;22450.0;24.2;30.8;13.5;15.5;2.01;37.8;18.9;0.1;80.7;29.1;70.3;24.4;35.1;3.2;22.8;6.3;10.8;5.6;17.8;4.6;Langres
52331;136;13.3;15.2;21400.0;28.5;30.6;11.4;15.6;2.1;25.5;9.1;0.1;74.8;11.3;88.0;17.6;27.8;2.5;0.0;5.4;13.6;2.6;19.2;2.7;La Porte du Der
52353;208;12.5;12.7;21440.0;28.8;37.6;12.4;15.8;2.09;22.2;8.0;0.1;80.8;12.0;87.5;20.9;31.4;2.6;7.2;5.7;15.1;0.0;19.4;2.9;Nogent
52448;562;10.8;17.5;20770.0;26.8;25.1;16.5;16.3;2.08;36.7;17.9;0.4;86.9;31.2;68.0;87.1;26.5;2.7;22.4;5.1;16.7;1.6;20.1;3.3;Saint-Dizier
52550;93;11.0;15.0;20900.0;28.6;33.2;15.0;17.2;2.19;26.1;10.4;0.0;81.9;14.5;84.7;31.4;27.7;2.3;0.0;2.7;13.4;0.0;18.2;2.7;Wassy
53003;66;14.9;13.3;21460.0;29.7;28.0;6.1;16.5;2.19;20.3;3.6;0.3;74.2;3.7;96.1;42.6;28.8;2.1;0.0;10.5;13.1;0.0;18.7;2.6;Ambrières-les-Vallées
53062;303;11.2;9.8;22250.0;23.7;31.1;9.7;18.5;2.23;30.1;7.9;0.2;89.2;14.2;85.0;61.7;35.3;3.3;23.9;6.0;11.0;1.2;15.5;2.7;Château-Gontier-sur-Mayenne
53077;81;10.3;9.1;21940.0;20.7;28.4;9.1;20.1;2.41;23.3;5.3;0.0;90.1;5.2;94.3;47.3;29.4;2.2;29.4;5.9;14.7;0.0;15.4;1.5;Cossé-le-Vivien
53084;104;13.1;11.6;21860.0;25.4;35.5;8.0;17.7;2.25;25.6;7.0;0.0;86.1;7.2;91.4;49.3;34.3;3.0;11.0;8.8;16.5;0.0;18.3;3.3;Craon
53096;200;13.7;11.7;21540.0;28.1;32.2;9.0;17.0;2.18;24.9;5.8;0.1;82.3;6.6;92.8;38.7;30.0;2.6;44.9;5.1;15.4;0.0;18.7;3.2;Ernée
53097;343;12.6;12.8;21500.0;25.9;38.8;11.1;17.3;2.2;25.9;6.9;0.2;81.4;9.5;89.6;36.7;30.4;2.6;12.1;6.1;9.7;0.8;18.0;3.2;Évron
53107;82;15.8;15.6;20410.0;30.9;38.6;13.4;14.6;2.05;24.6;6.4;0.2;75.8;6.3;93.4;34.9;27.7;2.6;0.0;7.2;12.5;0.0;22.0;1.8;Gorron
53130;999;9.8;11.3;23070.0;20.4;25.0;13.0;18.3;2.13;39.9;15.5;0.3;90.5;34.8;64.5;149.3;29.8;3.4;25.9;5.9;8.8;2.2;17.0;2.8;Laval
53147;319;10.1;10.2;22810.0;23.6;30.3;10.4;17.8;2.16;32.0;6.8;0.1;85.8;19.2;79.8;67.2;32.4;2.2;15.0;3.9;13.2;2.4;17.4;2.1;Mayenne
53152;78;11.6;9.4;22170.0;24.1;35.2;8.8;18.9;2.3;27.7;6.8;0.3;85.2;7.6;91.3;34.2;31.5;2.8;26.7;6.7;8.0;2.6;17.8;1.3;Meslay-du-Maine
53185;114;14.5;15.0;20890.0;31.0;35.8;9.7;16.5;2.12;21.7;4.0;0.3;68.9;4.0;95.7;28.7;26.2;2.1;0.0;4.8;17.4;0.0;21.4;3.2;Pré-en-Pail-Saint-Samson
53271;74;15.7;14.7;20980.0;32.5;33.7;9.9;13.6;2.0;25.9;9.9;0.4;75.3;9.1;90.5;27.8;31.2;1.9;36.0;5.4;12.6;3.6;24.1;1.8;Villaines-la-Juhel
54039;107;12.4;15.8;21470.0;26.4;31.5;16.7;16.3;2.09;27.8;5.2;0.2;82.5;28.0;71.4;43.8;24.7;2.7;11.4;4.6;14.8;4.4;;3.4;Baccarat
54076;80;8.6;9.7;23260.0;19.9;26.8;13.6;18.1;2.28;31.6;16.5;0.1;93.6;18.2;80.6;149.0;27.6;3.1;32.3;6.5;15.1;0.0;16.0;3.2;Blainville-sur-l'Eau
54099;368;9.7;15.5;22560.0;21.6;21.3;14.0;18.1;2.25;24.7;4.8;0.1;86.5;21.0;78.4;88.7;21.1;3.2;24.1;6.3;15.3;4.7;;3.6;Val de Briey
54159;311;10.4;10.0;23650.0;19.3;26.1;13.0;16.4;2.23;27.7;8.6;0.4;91.0;27.5;72.0;177.1;28.9;4.0;33.0;11.2;13.2;2.6;19.6;2.6;Dombasle-sur-Meurthe
54273;261;9.4;12.0;22470.0;19.1;24.0;15.9;17.1;2.21;28.9;8.6;0.2;89.6;21.7;77.8;56.9;24.9;2.8;21.2;3.8;10.6;3.3;16.7;2.5;Jarny
54280;390;10.2;17.2;21370.0;22.9;37.6;16.6;17.9;2.22;30.1;6.7;0.4;89.0;33.3;66.2;398.5;23.6;3.7;20.5;6.7;16.9;1.5;18.9;3.1;Jœuf
54322;211;9.7;15.8;22360.0;23.6;25.7;14.9;17.2;2.23;24.3;2.9;0.2;83.9;20.2;79.1;30.6;13.6;3.2;25.8;7.2;11.9;1.0;17.5;2.6;Longuyon
54323;530;8.7;20.9;23030.0;25.8;23.7;16.8;17.9;2.19;41.2;19.9;0.4;90.6;40.4;58.9;317.5;10.5;2.7;27.2;4.5;8.5;0.6;15.3;3.5;Longwy
54328;167;10.9;5.0;26730.0;13.7;35.5;12.8;16.2;2.27;18.6;6.6;0.1;94.2;15.1;84.3;140.2;35.2;5.0;56.6;9.9;10.4;5.5;18.4;2.8;Ludres
54329;429;11.0;14.9;21690.0;21.3;21.4;17.2;16.5;2.12;36.4;11.2;0.2;87.6;38.9;60.3;63.4;23.6;4.5;23.3;9.3;14.0;5.1;18.1;3.9;Lunéville
54395;2711;9.1;17.5;22980.0;17.5;14.1;19.6;15.0;1.92;53.1;17.4;0.5;88.1;66.9;31.8;514.6;25.1;5.2;44.5;11.0;12.1;2.8;15.7;3.7;Nancy
54397;183;10.3;8.7;23950.0;19.4;22.1;14.8;16.1;2.22;24.6;6.4;0.4;91.1;21.9;76.7;143.2;31.3;2.8;45.9;9.2;17.3;2.0;;2.5;Neuves-Maisons
54431;445;8.6;11.8;23260.0;19.8;26.8;14.2;18.5;2.29;30.2;8.2;0.5;89.2;29.6;69.3;72.3;28.9;4.1;35.6;9.0;13.0;3.3;16.4;2.9;Pont-à-Mousson
54528;453;8.7;12.4;22850.0;20.8;26.0;15.0;17.9;2.26;31.8;11.1;0.5;90.0;27.4;71.8;69.5;29.9;4.4;44.7;9.3;15.0;2.3;17.0;2.9;Toul
54563;113;9.0;8.3;24000.0;17.5;19.6;11.9;18.1;2.27;19.1;3.0;0.3;84.4;14.4;84.1;35.0;30.1;3.4;33.9;10.2;14.7;2.2;16.3;2.3;Vézelise
54580;379;8.4;17.2;25920.0;26.2;19.6;16.2;17.2;2.2;31.0;7.5;0.5;90.8;35.2;63.9;230.3;12.1;2.7;33.7;4.3;11.3;1.4;13.9;2.9;Villerupt
55029;378;12.0;13.4;22830.0;22.3;19.7;13.9;14.5;1.97;35.1;15.5;0.1;85.5;34.5;64.3;46.7;28.4;3.3;12.8;6.1;13.5;1.9;22.2;3.2;Bar-le-Duc
55122;215;10.4;16.0;21210.0;24.7;27.7;16.4;17.4;2.17;32.7;13.1;0.2;86.0;24.5;75.2;35.7;21.9;3.6;22.7;7.9;10.8;3.3;18.3;3.4;Commercy
55181;73;10.2;17.7;21070.0;23.3;21.6;17.1;17.4;2.27;32.4;7.5;0.4;87.7;16.9;82.6;31.8;17.1;3.9;16.6;8.3;16.6;0.0;17.3;3.3;Étain
55291;142;12.3;12.6;22050.0;27.8;47.2;12.7;14.5;2.06;26.7;12.8;0.1;83.2;19.5;79.7;25.7;25.4;2.8;15.7;7.9;18.1;0.0;22.1;3.1;Ligny-en-Barrois
55351;59;7.9;15.4;22820.0;24.0;20.3;14.6;16.4;2.17;25.3;5.5;0.2;79.3;18.2;81.3;32.1;13.1;1.4;17.3;1.7;17.3;0.0;14.4;3.5;Montmédy
55427;150;10.9;13.7;21290.0;29.1;33.4;11.7;16.3;2.15;24.8;8.2;0.0;85.1;14.6;84.5;27.4;27.6;4.6;7.1;11.4;17.8;0.0;20.6;3.6;Revigny-sur-Ornain
55463;183;11.2;14.7;21650.0;24.4;31.6;16.6;15.3;2.1;24.9;4.6;0.4;80.3;16.5;82.9;20.9;21.3;3.8;22.6;10.5;15.1;3.1;18.5;3.0;Saint-Mihiel
55502;160;12.7;19.8;20620.0;28.6;32.6;14.6;16.1;2.11;25.1;3.2;0.0;71.5;12.4;86.7;16.1;19.7;3.0;29.7;6.9;12.9;2.0;19.6;3.0;Stenay
55533;73;12.2;15.8;21600.0;28.0;23.3;15.4;16.5;2.14;26.1;5.9;0.0;79.2;13.1;85.8;23.0;23.4;3.7;25.1;7.5;20.1;0.0;19.7;5.0;Vaucouleurs
55545;431;10.6;14.9;21940.0;21.0;22.9;15.9;16.4;2.07;36.5;11.7;0.2;86.1;31.6;67.5;38.3;19.0;3.8;18.7;8.4;14.0;2.3;18.4;3.0;Verdun
56001;124;12.6;12.4;21750.0;19.0;27.6;10.8;15.7;2.17;20.5;3.6;0.2;81.2;4.5;94.9;78.4;31.2;3.2;22.3;4.5;8.9;0.0;20.7;2.2;Allaire
56003;84;18.1;5.5;30120.0;8.8;12.9;9.5;12.5;2.0;27.3;7.4;0.0;79.5;24.4;74.8;314.8;33.9;5.4;34.4;17.2;13.7;3.2;19.9;3.4;Arradon
56007;662;12.2;9.6;24370.0;13.4;21.5;12.2;15.5;2.06;30.9;8.9;0.1;75.3;24.6;74.5;222.0;27.6;5.0;53.5;13.2;23.2;2.0;18.5;3.0;Auray
56010;186;10.2;9.6;22240.0;18.6;33.5;11.2;18.1;2.22;19.0;2.3;0.2;83.5;8.3;91.5;73.8;31.5;2.7;16.6;5.5;18.3;2.2;18.0;2.8;Baud
