code;libelle;apl_generaliste;taux_pauvrete
45203;Meung-sur-Loire;2.7;6.5
45224;Neuville-aux-Bois;1.9;6.6
45248;Patay;1.5;9.1
45252;Pithiviers;1.7;13.6
45258;Puiseaux;1.8;9.9
45315;Sully-sur-Loire;2.5;12.3
46042;Cahors;3.4;14.3
46045;Cajarc;2.5;20.2
46102;Figeac;2.9;14.5
46127;Gourdon;3.2;17.4
46128;Gramat;2.8;13.3
46143;Lacapelle-Marival;3.1;15.5
46225;Prayssac;3.2;18.0
46251;Saint-Céré;3.1;14.9
46309;Souillac;3.6;15.9
46330;Vayrac;3.5;13.9
47004;Aiguillon;3.2;21.8
47052;Casteljaloux;3.4;17.1
47057;Castillonnès;2.4;21.4
47106;Fumel;2.4;20.9
47157;Marmande;3.4;17.5
47168;Miramont-de-Guyenne;2.1;19.7
47175;Monflanquin;2.9;18.5
47195;Nérac;3.4;17.3
47310;Tonneins;2.6;19.4
48034;La Canourgue;3.6;14.4
48061;Florac Trois Rivières;4.0;20.1
48080;Langogne;2.0;19.2
48092;Marvejols;1.8;13.2
48095;Mende;3.3;12.1
48140;Saint-Chély-d'Apcher;2.6;15.0
49018;Baugé-en-Anjou;3.3;11.9
49021;Beaufort-en-Anjou;3.8;8.3
49023;Beaupréau-en-Mauges;3.0;7.7
49050;Brissac Loire Aubance;4.8;6.8
49054;Candé;2.5;12.9
49063;Chalonnes-sur-Loire;4.4;8.1
49080;Les Hauts-d'Anjou;3.6;10.7
49092;Chemillé-en-Anjou;2.8;8.9
49125;Doué-en-Anjou;3.1;11.9
49126;Orée d'Anjou;2.8;6.7
49127;Durtal;2.6;10.0
49176;Le Lion-d'Angers;3.8;7.5
49180;Longué-Jumelles;2.7;13.7
49214;Montreuil-Juigné;4.0;6.3
49215;Montreuil-Bellay;2.8;13.5
49218;Montrevault-sur-Èvre;1.4;8.5
49228;Noyant-Villages;3.3;19.6
49244;Mauges-sur-Loire;4.4;8.5
49248;Ombrée d'Anjou;2.5;14.7
49261;Gennes-Val-de-Loire;3.8;11.7
49283;Saint-Georges-sur-Loire;3.9;5.5
49301;Sèvremoine;2.9;6.8
49307;Loire-Authion;3.9;5.6
49328;Saumur;3.3;14.6
49331;Segré-en-Anjou Bleu;3.8;11.3
49333;Seiches-sur-le-Loir;3.5;8.5
49345;Bellevigne-en-Layon;3.0;7.7
49347;Tiercé;3.4;6.7
49373;Lys-Haut-Layon;3.7;11.1
50003;Agon-Coutainville;3.4;9.9
50025;Avranches;3.2;10.2
50031;Barneville-Carteret;1.4;11.2
50074;Brécey;1.7;15.3
50076;Bréhal;3.8;10.5
50082;Bricquebec-en-Cotentin;2.2;9.2
50099;Carentan-les-Marais;2.7;13.3
50147;Coutances;3.7;13.3
50218;Granville;4.6;9.9
50236;La Haye;2.6;12.7
50341;Montebourg;2.8;11.5
50359;Mortain-Bocage;2.1;15.4
50394;Périers;2.9;14.1
50402;Les Pieux;2.6;7.6
50410;Pontorson;2.8;13.2
50484;Saint-Hilaire-du-Harcouët;2.6;13.5
50487;Saint-James;2.5;13.5
50502;Saint-Lô;3.3;11.6
50539;Saint-Pierre-Église;2.2;9.0
50582;Sourdeval;2.0;18.4
50601;Torigny-les-Villes;3.0;11.7
50615;Valognes;3.0;10.9
50639;Villedieu-les-Poêles-Rouffigny;2.6;14.2
51030;Aÿ-Champagne;3.8;6.7
51217;Dormans;3.1;10.7
51230;Épernay;3.8;11.9
51248;Fère-Champenoise;2.7;13.9
51250;Fismes;2.7;12.6
51380;Montmirail;3.6;14.5
51388;Mourmelon-le-Grand;4.0;9.7
51507;Sainte-Menehould;3.0;14.8
51535;Sézanne;3.1;12.8
51559;Suippes;2.3;12.9
51612;Blancs-Coteaux;3.6;8.5
51649;Vitry-le-François;3.4;15.0
52060;Bourbonne-les-Bains;2.8;18.2
52093;Chalindrey;3.3;11.5
52121;Chaumont;3.5;13.7
52197;Fayl-Billot;2.5;15.2
52250;Joinville;3.4;18.1
52269;Langres;3.2;13.6
52331;La Porte du Der;2.5;15.2
52353;Nogent;2.6;12.7
52550;Wassy;2.3;15.0
53003;Ambrières-les-Vallées;2.1;13.3
53062;Château-Gontier-sur-Mayenne;3.3;9.8
53077;Cossé-le-Vivien;2.2;9.1
53084;Craon;3.0;11.6
53096;Ernée;2.6;11.7
53097;Évron;2.6;12.8
53107;Gorron;2.6;15.6
53147;Mayenne;2.2;10.2
53152;Meslay-du-Maine;2.8;9.4
53185;Pré-en-Pail-Saint-Samson;2.1;15.0
53271;Villaines-la-Juhel;1.9;14.7
54039;Baccarat;2.7;15.8
54076;Blainville-sur-l'Eau;3.1;9.7
54099;Val de Briey;3.2;15.5
54159;Dombasle-sur-Meurthe;4.0;10.0
54273;Jarny;2.8;12.0
54280;Jœuf;3.7;17.2
54322;Longuyon;3.2;15.8
54328;Ludres;5.0;5.0
54329;Lunéville;4.5;14.9
54397;Neuves-Maisons;2.8;8.7
54431;Pont-à-Mousson;4.1;11.8
54528;Toul;4.4;12.4
54563;Vézelise;3.4;8.3
54580;Villerupt;2.7;17.2
55029;Bar-le-Duc;3.3;13.4
55122;Commercy;3.6;16.0
55181;Étain;3.9;17.7
55291;Ligny-en-Barrois;2.8;12.6
55351;Montmédy;1.4;15.4
55427;Revigny-sur-Ornain;4.6;13.7
55463;Saint-Mihiel;3.8;14.7
55502;Stenay;3.0;19.8
55533;Vaucouleurs;3.7;15.8
55545;Verdun;3.8;14.9
56001;Allaire;3.2;12.4
56003;Arradon;5.4;5.5
56007;Auray;5.0;9.6
56010;Baud;2.7;9.6
56013;Belz;4.4;9.7
56034;Carnac;4.2;8.9
56053;Elven;4.2;8.7
56057;Le Faouët;3.1;16.9
56061;La Gacilly;3.0;12.3
56066;Gourin;2.6;15.3
56067;Grand-Champ;3.4;6.8
56073;Guémené-sur-Scorff;2.5;20.4
56075;Guer;3.7;9.9
56078;Guidel;4.4;6.4
56083;Hennebont;4.7;9.6
56091;Josselin;3.3;13.3
56117;Locminé;3.3;10.3
56124;Malestroit;2.9;10.1
56127;Mauron;3.1;16.8
56143;Muzillac;4.0;8.3
56147;Nivillac;4.2;9.5
56152;Le Palais;5.7;11.2
56164;Ploeren;8.5;7.3
56165;Ploërmel;3.5;10.3
56166;Plouay;3.2;12.4
56169;Plouhinec;3.6;9.3
56177;Pluvigner;3.3;8.3
56178;Pontivy;2.9;12.5
56184;Questembert;3.6;11.0
56186;Quiberon;3.2;9.6
56193;Riantec;2.9;9.9
56240;Sarzeau;3.6;8.2
56251;Theix-Noyalo;5.1;7.1
57089;Bitche;2.2;12.7
57097;Boulay-Moselle;3.4;11.2
57106;Bouzonville;2.4;14.2
57132;Château-Salins;4.2;10.7
57160;Creutzwald;3.4;16.1
57177;Dieuze;3.1;15.0
57207;Farébersviller;3.3;18.3
57209;Faulquemont;3.0;12.7
57269;Guénange;5.2;10.3
57323;Hettange-Grande;2.3;9.3
57413;Longeville-lès-Saint-Avold;3.7;10.3
57443;Marange-Silvange;4.0;10.0
57483;Morhange;2.4;15.6
57540;Phalsbourg;3.3;9.4
57556;Puttelange-aux-Lacs;3.0;12.8
57572;Rémilly;4.0;7.3
57589;Rohrbach-lès-Bitche;2.8;8.4
57628;Sarralbe;3.6;12.4
57630;Sarrebourg;3.4;12.8
57631;Sarreguemines;3.6;14.7
58059;La Charité-sur-Loire;1.6;14.6
58062;Château-Chinon (Ville);2.0;19.5
58079;Clamecy;2.3;17.5
58083;Corbigny;2.9;16.5
58086;Cosne-Cours-sur-Loire;2.6;14.4
58095;Decize;2.3;15.6
58134;Imphy;1.7;13.9
58149;Luzy;5.2;18.2
58218;Prémery;2.1;17.1
58264;Saint-Pierre-le-Moûtier;2.3;19.4
59011;Annœullin;3.8;10.0
59015;Arleux;3.0;11.5
59036;Avesnes-sur-Helpe;3.6;20.3
59037;Avesnes-les-Aubert;3.0;17.3
59053;Bavay;2.8;13.8
59067;Bergues;3.1;10.8
59094;Bourbourg;2.9;15.7
59107;Bray-Dunes;2.5;11.3
59136;Le Cateau-Cambrésis;3.3;26.3
59139;Caudry;3.2;21.2
59168;Cysoing;3.8;6.5
59239;Flines-lez-Raches;3.1;9.0
59249;Fourmies;3.1;31.6
59295;Hazebrouck;3.8;13.2
59331;Landrecies;3.4;19.9
59375;Marchiennes;4.3;9.7
59449;Orchies;5.4;8.1
59462;Phalempin;5.3;5.5
59466;Pont-à-Marcq;4.9;5.8
59481;Le Quesnoy;3.3;13.0
59571;Solesmes;3.0;18.2
59580;Steenvoorde;4.0;10.6
59601;Trélon;2.3;21.4
59653;Wavrin;4.8;8.3
59663;Wormhout;3.1;9.6
60103;Bresles;2.5;8.6
60104;Breteuil;4.1;13.5
60143;Chaumont-en-Vexin;1.1;7.1
60157;Clermont;2.4;8.3
60176;Crépy-en-Valois;3.0;8.3
60178;Crèvecœur-le-Grand;3.6;12.3
60223;Estrées-Saint-Denis;2.6;6.2
60245;Formerie;2.9;16.6
60286;Grandvilliers;3.6;13.4
60395;Méru;1.6;10.5
60471;Noyon;3.1;18.1
60500;Le Plessis-Belleville;2.2;5.8
60509;Pont-Sainte-Maxence;2.9;13.1
60533;Ressons-sur-Matz;2.4;9.0
60581;Saint-Just-en-Chaussée;3.0;11.8
60612;Senlis;3.1;8.7
60667;Verberie;3.1;8.0
61006;Argentan;2.8;16.1
61038;Bellême;2.7;12.2
61145;Domfront en Poiraie;2.1;15.9
61168;La Ferté Macé;2.7;13.8
61169;Flers;2.7;15.1
61181;Gacé;2.7;19.1
61214;L'Aigle;2.6;16.5
61293;Mortagne-au-Perche;3.4;15.4
61464;Sées;3.2;14.0
61486;Tinchebray-Bocage;2.4;14.3
61508;Vimoutiers;2.1;19.2
62038;Ardres;1.7;13.3
62045;Aubigny-en-Artois;3.6;8.6
62057;Audruicq;2.6;13.3
62060;Auxi-le-Château;2.4;22.4
62080;Bapaume;3.3;14.0
62268;Desvres;2.7;15.8
62361;Frévent;3.2;22.2
62364;Fruges;2.6;19.7
62397;Guînes;2.9;18.3
62447;Hesdin-la-Forêt;2.8;20.2
62534;Lumbres;2.1;14.2
62560;Marquise;3.7;15.0
62588;Montreuil-sur-Mer;4.0;13.2
62767;Saint-Pol-sur-Ternoise;3.9;16.5
62773;Samer;3.5;13.9
62861;Vimy;4.9;6.8
62893;Wimereux;4.8;13.3
63003;Ambert;2.0;16.5
63010;Arlanc;2.5;19.2
63038;Besse-et-Saint-Anastaise;5.1;14.4
63040;Billom;2.3;10.4
63047;La Bourboule-Mont-Dore;4.9;17.3
63125;Courpière;2.8;18.1
63178;Issoire;4.3;13.4
63195;Lezoux;3.2;9.2
63214;Les Martres-de-Veyre;5.3;6.1
63283;Pontaumur;3.0;19.9
63284;Pont-du-Château;3.7;8.2
63285;Pontgibaud;6.3;9.9
63338;Saint-Éloy-les-Mines;2.6;17.7
63430;Thiers;2.8;16.8
63457;Vic-le-Comte;3.6;7.7
64061;Artix;4.3;8.4
64062;Arudy;5.0;12.3
64063;Arzacq-Arraziguet;3.7;12.7
64233;Garlin;2.8;13.4
64256;Hasparren;3.5;11.7
64320;Laruns;5.5;14.2
64331;Lembeye;2.4;15.0
64371;Mauléon-Licharre;3.2;15.6
64393;Monein;3.1;10.2
64410;Mourenx;4.0;16.0
64416;Navarrenx;3.0;15.0
64422;Oloron-Sainte-Marie;4.4;14.1
64430;Orthez;3.4;11.8
64453;Pontacq;3.3;10.2
64485;Saint-Jean-Pied-de-Port;3.0;16.5
64493;Saint-Palais;3.4;14.5
64495;Saint-Pée-sur-Nivelle;3.5;11.0
64499;Salies-de-Béarn;4.1;15.3
64526;Soumoulou;3.6;8.3
65025;Argelès-Gazost;4.1;13.4
65031;Arreau;7.4;16.2
65059;Bagnères-de-Bigorre;4.2;15.0
65258;Lannemezan;2.9;15.4
65286;Lourdes;4.5;18.3
65295;Luz-Saint-Sauveur;5.0;16.3
65304;Maubourguet;3.3;17.5
65452;Trie-sur-Baïse;3.9;20.1
65460;Vic-en-Bigorre;3.5;15.5
66003;Amélie-les-Bains-Palalda;4.5;25.5
66016;Banyuls-sur-Mer;4.0;16.1
66024;Le Boulou;3.2;17.7
66025;Bourg-Madame;5.3;15.6
66037;Canet-en-Roussillon;4.2;16.9
66049;Céret;3.7;17.1
66088;Ille-sur-Têt;2.4;20.6
66108;Millas;3.5;19.4
66124;Font-Romeu-Odeillo-Via;5.4;16.2
66144;Pollestres;3.4;14.1
66149;Prades;2.4;24.1
66180;Saint-Laurent-de-la-Salanque;2.9;17.3
66210;Thuir;2.5;16.0
67021;Barr;4.7;8.3
67028;Benfeld;4.0;7.1
67061;Bouxwiller;3.7;9.2
67067;Brumath;4.8;5.3
67095;Diemeringen;2.8;10.6
67106;Drusenheim;3.9;6.9
67130;Erstein;3.5;8.5
67152;Geispolsheim;5.6;6.7
67202;Hochfelden;4.3;5.0
67205;Hœrdt;4.8;5.0
67222;Ingwiller;3.1;9.1
67281;Marckolsheim;3.8;7.3
67282;Marlenheim;4.1;5.1
67283;Marmoutier;3.9;7.3
67300;Molsheim;4.5;7.0
67348;Obernai;4.9;8.0
67372;Val-de-Moder;4.1;6.8
67388;Reichshoffen;3.8;9.7
67411;Rosheim;4.4;5.0
67434;Sarre-Union;3.5;13.9
67437;Saverne;4.0;10.3
67448;Schirmeck;4.3;9.7
67462;Sélestat;5.1;9.6
67463;Seltz;2.8;7.9
67474;Soultz-sous-Forêts;4.2;7.3
67495;Truchtersheim;3.4;5.0
67507;Villé;3.2;7.1
67519;La Wantzenau;3.3;5.7
67520;Wasselonne;3.6;7.4
67544;Wissembourg;3.2;12.1
67550;Wœrth;4.4;6.5
68004;Altkirch;3.6;8.7
68068;Dannemarie;2.0;7.6
68082;Ensisheim;2.8;5.9
68112;Guebwiller;3.1;10.3
68138;Hirsingue;3.2;7.0
68162;Kaysersberg Vignoble;3.9;8.2
68201;Masevaux-Niederbruck;3.1;8.2
68226;Munster;3.7;8.6
68269;Ribeauvillé;3.9;8.2
68287;Rouffach;3.2;6.6
68298;Sainte-Marie-aux-Mines;3.3;15.1
68309;Sierentz;2.6;5.0
69006;Amplepuis;2.7;12.4
69010;L'Arbresle;3.3;7.4
69018;Beaujeu;2.2;11.2
69019;Belleville-en-Beaujolais;3.1;8.3
69024;Val d'Oingt;2.8;6.1
69066;Cours;1.6;13.4
69141;Mornant;2.7;5.4
69201;Sainte-Foy-l'Argentière;2.7;8.6
69220;Saint-Laurent-de-Chamousset;2.6;8.5
69227;Saint-Martin-en-Haut;2.4;6.9
69238;Saint-Symphorien-sur-Coise;2.7;9.5
69243;Tarare;2.4;12.1
69248;Thizy-les-Bourgs;2.2;13.6
69287;Saint-Bonnet-de-Mure;2.9;5.0
70198;Dampierre-sur-Salon;3.4;13.2
70279;Gray;4.0;14.7
70285;Héricourt;3.1;12.7
70292;Jussey;3.6;17.7
70310;Lure;3.2;13.5
70311;Luxeuil-les-Bains;3.6;15.8
70334;Marnay;4.2;7.1
70421;Port-sur-Saône;3.3;12.5
70447;Rioz;3.8;8.0
70467;Saint-Loup-sur-Semouse;3.3;18.7
70550;Vesoul;4.7;14.2
70561;Villersexel;3.7;14.7
71014;Autun;3.0;16.5
71047;Bourbon-Lancy;2.2;13.7
71073;Chagny;2.9;8.1
71106;Charolles;2.8;13.0
71120;Chauffailles;2.1;12.4
71133;La Clayette;2.5;12.2
71137;Cluny;3.3;12.0
71176;Digoin;2.2;16.0
71192;Étang-sur-Arroux;2.7;15.4
71221;Givry;3.1;5.9
71230;Gueugnon;1.8;12.2
71263;Louhans;2.1;14.5
71275;Marcigny;1.5;13.4
71310;Montchanin;1.5;11.0
71342;Paray-le-Monial;2.7;11.5
71351;Pierre-de-Bresse;2.7;15.4
71417;Saint-Gengoux-le-National;2.4;10.7
71419;Saint-Germain-du-Bois;2.8;13.3
71512;Sennecey-le-Grand;2.9;9.6
71543;Tournus;2.7;12.5
72029;Beaumont-sur-Sarthe;2.6;11.0
72039;Bonnétable;2.2;10.7
72068;La Chartre-sur-le-Loir;2.6;14.0
72071;Montval-sur-Loir;2.5;14.9
72089;Conlie;3.6;10.1
72090;Connerré;2.0;10.9
72124;Écommoy;2.1;9.6
72132;La Ferté-Bernard;2.3;11.9
72138;Fresnay-sur-Sarthe;1.5;14.2
72143;Le Grand-Lucé;1.4;12.8
72154;La Flèche;3.4;12.0
72168;Loué;3.9;11.2
72176;Le Lude;2.5;15.3
72180;Mamers;2.7;15.6
72189;Marolles-les-Braults;2.4;14.5
72213;Mulsanne;2.3;7.3
72231;Parigné-l'Évêque;1.5;6.5
72264;Sablé-sur-Sarthe;2.8;12.9
72269;Saint-Calais;1.6;13.3
72334;Sillé-le-Guillaume;3.9;16.9
72346;La Suze-sur-Sarthe;2.1;7.9
72373;Vibraye;2.0;10.5
73006;Aime-la-Plagne;3.6;10.7
73010;Entrelacs;3.7;6.3
73034;Beaufort;6.4;11.3
73054;Bourg-Saint-Maurice;4.5;14.1
73055;Bozel;5.9;14.0
73157;Modane;5.2;13.2
73171;Montmélian;3.8;8.5
73181;Moûtiers;4.8;14.6
73215;Valgelon-La Rochette;3.2;7.8
73236;Saint-Genix-les-Villages;2.9;9.8
73248;Saint-Jean-de-Maurienne;4.0;11.1
73270;Saint-Pierre-d'Albigny;2.9;7.7
73303;Ugine;3.2;12.5
73304;Val-d'Isère;8.5;20.8
73330;Yenne;2.3;8.2
74043;Bons-en-Chablais;2.2;6.3
74056;Chamonix-Mont-Blanc;5.5;15.1
74096;Cruseilles;3.4;5.2
74105;Douvaine;1.9;8.7
74123;Faverges-Seythenex;3.6;9.2
74137;Groisy;4.0;5.0
74191;Morzine;4.7;14.4
74225;Rumilly;2.8;7.1
74258;Samoëns;3.7;11.3
74269;Seyssel;1.7;7.9
74276;Taninges;5.2;7.4
74280;Thônes;5.0;7.5
76034;Val-de-Scie;4.0;9.5
76035;Aumale;3.5;15.5
76057;Barentin;3.6;10.6
76101;Blangy-sur-Bresle;3.5;15.2
76114;Bolbec;2.8;14.0
76146;Buchy;3.8;6.9
76159;Cany-Barville;2.7;12.3
76164;Rives-en-Seine;3.8;10.7
76196;Criquetot-l'Esneval;2.9;5.0
76219;Doudeville;3.2;11.3
76222;Duclair;2.9;9.9
76255;Eu;3.6;14.2
76258;Terres-de-Caux;3.1;9.7
76259;Fécamp;3.0;13.3
76276;Forges-les-Eaux;4.2;14.7
76302;Goderville;2.8;7.1
76312;Gournay-en-Bray;2.2;13.3
76400;Luneray;3.5;10.7
76462;Neufchâtel-en-Bray;4.4;14.7
76476;Port-Jérôme-sur-Seine;2.6;12.2
76482;Offranville;4.2;8.5
76647;Saint-Romain-de-Colbosc;3.5;5.2
76648;Saint-Saëns;4.2;13.2
76655;Saint-Valery-en-Caux;3.3;12.8
76752;Yerville;3.1;7.7
76758;Yvetot;4.2;10.4
77051;Bray-sur-Seine;1.4;10.5
77053;Brie-Comte-Robert;2.4;7.7
77088;La Chapelle-la-Reine;2.2;6.9
77100;Le Châtelet-en-Brie;1.8;5.0
77118;Claye-Souilly;2.8;6.4
77131;Coulommiers;2.3;9.8
77153;Dammartin-en-Goële;2.3;7.2
77182;La Ferté-Gaucher;1.5;12.4
77183;La Ferté-sous-Jouarre;2.1;11.6
77192;Fontenay-Trésigny;1.8;6.7
77305;Montereau-Fault-Yonne;2.4;18.4
77316;Moret-Loing-et-Orvanne;2.9;9.3
77327;Nangis;1.6;11.0
77333;Nemours;2.3;13.3
77379;Provins;2.2;15.0
77393;Rozay-en-Brie;2.5;5.6
77437;Saint-Soupplets;2.2;5.6
77458;Souppes-sur-Loing;2.0;15.5
77470;Tournan-en-Brie;2.0;9.1
78029;Aubergenville;3.4;12.6
78089;Bonnières-sur-Seine;1.8;11.9
78217;Épône;2.5;5.5
78220;Les Essarts-le-Roi;2.7;5.4
78310;Houdan;1.8;5.0
78420;Montfort-l'Amaury;2.3;5.6
78455;Noisy-le-Roi;2.7;5.0
78486;Le Perray-en-Yvelines;2.6;5.2
78513;La Queue-les-Yvelines;2.2;5.0
78517;Rambouillet;3.1;7.0
78537;Saint-Arnoult-en-Yvelines;2.7;5.0
79005;Airvault;3.7;14.7
79048;La Crèche;3.7;5.0
79049;Bressuire;3.0;15.3
79061;Celles-sur-Belle;2.8;6.9
79062;Cerizay;2.8;12.2
79079;Mauléon;1.9;9.3
79083;Chef-Boutonne;2.4;19.4
79101;Coulonges-sur-l'Autize;1.8;12.0
79174;Melle;3.5;14.2
79179;Moncoutant-sur-Sèvre;2.5;14.0
79195;Nueil-les-Aubiers;2.3;14.0
79202;Parthenay;2.5;14.1
79270;Saint-Maixent-l'École;2.6;13.0
79307;Sauzé-entre-Bois;3.4;21.5
79311;Secondigny;1.9;15.4
79329;Thouars;3.0;14.5
80001;Abbeville;4.4;17.3
80010;Ailly-sur-Noye;3.1;9.3
80013;Airaines;3.7;16.5
80016;Albert;3.9;14.8
80211;Conty;3.7;9.7
80212;Corbie;4.7;9.9
80222;Crécy-en-Ponthieu;3.2;15.6
80253;Doullens;3.5;16.7
80318;Flixecourt;4.5;15.0
80368;Friville-Escarbotin;3.8;13.9
80373;Gamaches;3.3;15.7
80410;Ham;2.7;18.0
80561;Montdidier;3.8;16.1
80570;Moreuil;4.6;10.8
80606;Oisemont;3.4;16.9
80620;Péronne;2.8;16.4
80630;Poix-de-Picardie;3.6;11.9
80680;Rosières-en-Santerre;4.4;15.8
80685;Roye;3.2;16.0
80688;Rue;4.3;15.6
80721;Saint-Valery-sur-Somme;3.4;14.8
80799;Villers-Bretonneux;5.1;7.3
81003;Alban;2.4;20.4
81060;Carmaux;2.8;18.6
81099;Gaillac;3.6;16.0
81105;Graulhet;2.4;19.4
81120;Labruguière;2.9;13.2
81124;Lacaune;2.3;18.7
81140;Lavaur;2.5;11.1
81163;Mazamet;2.5;18.8
81219;Puylaurens;3.1;13.2
81220;Rabastens;3.1;12.1
81222;Réalmont;3.2;14.2
81271;Saint-Sulpice-la-Pointe;3.0;7.4
82013;Beaumont-de-Lomagne;4.1;16.5
82033;Castelsarrasin;2.5;17.7
82037;Caussade;3.4;17.8
82087;Lafrançaise;2.1;15.7
82112;Moissac;2.9;22.8
82125;Montech;2.7;12.1
82134;Nègrepelisse;3.1;17.0
82155;Saint-Antonin-Noble-Val;3.3;26.4
82186;Valence;2.7;16.8
82190;Verdun-sur-Garonne;2.6;10.8
83007;Aups;4.2;22.1
83012;Barjols;3.4;20.0
83019;Bormes-les-Mimosas;4.7;14.1
83023;Brignoles;2.8;20.1
83032;Carcès;2.1;19.9
83036;Cavalaire-sur-Mer;3.8;14.5
83042;Cogolin;4.4;16.7
83055;Fayence;3.4;15.6
83064;Garéoult;3.3;10.6
83071;La Londe-les-Maures;3.4;12.4
83072;Lorgues;3.6;16.9
83073;Le Luc;2.6;16.9
83081;Montauroux;4.1;13.7
83091;Pierrefeu-du-Var;2.1;8.9
83104;Rians;3.3;12.6
83106;Rocbaron;3.4;9.1
83107;Roquebrune-sur-Argens;2.5;11.0
83115;Sainte-Maxime;4.6;16.3
83116;Saint-Maximin-la-Sainte-Baume;3.2;12.4
83119;Saint-Tropez;4.1;13.8
83121;Salernes;4.4;19.1
83148;Vidauban;3.2;17.2
84003;Apt;3.5;20.3
84019;Bollène;2.7;20.1
84089;Pertuis;4.1;13.4
84106;Sainte-Cécile-les-Vignes;3.3;13.1
84123;Sault;3.0;22.0
84133;La Tour-d'Aigues;3.0;13.0
84137;Vaison-la-Romaine;4.7;17.2
84138;Valréas;2.8;19.2
85003;Aizenay;2.2;7.5
85018;Beauvoir-sur-Mer;3.0;10.2
85019;Bellevigny;2.7;6.1
85020;Benet;2.7;8.1
85035;Bretignolles-sur-Mer;2.7;8.0
85047;Challans;3.3;9.1
85051;Chantonnay;2.0;10.5
85059;La Châtaigneraie;1.9;12.7
85084;Essarts-en-Bocage;2.6;6.8
85092;Fontenay-le-Comte;2.7;12.9
85109;Les Herbiers;2.8;7.1
85113;L'Île-d'Yeu;3.5;9.3
85128;Luçon;3.1;11.1
85146;Montaigu-Vendée;3.4;6.2
85151;Mortagne-sur-Sèvre;2.6;5.7
85152;Les Achards;2.4;7.3
85156;Moutiers-les-Mauxfaits;2.4;10.1
85163;Noirmoutier-en-l'Île;3.1;11.8
85178;Le Poiré-sur-Vie;2.5;5.4
85182;Pouzauges;2.2;8.4
85215;Saint-Fulgent;2.6;6.3
85223;Saint-Jean-d'Hermine;2.4;11.4
85288;Talmont-Saint-Hilaire;3.0;7.8
85294;La Tranche-sur-Mer;3.4;9.8
86070;Chauvigny;3.8;10.9
86078;Civray;3.5;18.9
86082;Valence-en-Poitou;3.6;15.0
86092;Dangé-Saint-Romain;1.8;11.5
86103;Gençay;3.6;14.0
86112;L'Isle-Jourdain;3.7;21.6
86128;Lencloître;3.3;13.2
86137;Loudun;2.5;16.0
86139;Lusignan;3.9;12.4
86140;Lussac-les-Châteaux;3.0;14.1
86165;Montmorillon;3.4;16.3
86177;Neuville-de-Poitou;3.8;9.6
86293;Vivonne;4.9;9.1
86294;Vouillé;4.3;8.5
87001;Aixe-sur-Vienne;3.6;9.3
87002;Ambazac;3.6;12.0
87011;Bellac;2.6;22.3
87014;Bessines-sur-Gartempe;3.4;15.3
87032;Châlus;3.7;18.8
87064;Eymoutiers;2.9;19.5
87106;Nexon;2.6;10.9
87126;Rochechouart;3.4;17.9
87154;Saint-Junien;4.0;13.1
87161;Saint-Léonard-de-Noblat;3.4;13.7
87187;Saint-Yrieix-la-Perche;3.6;16.9
88075;La Bresse;2.9;12.9
88078;Bruyères;3.7;14.6
88090;Charmes;3.1;12.6
88114;Contrexéville;4.0;15.1
88196;Gérardmer;4.6;12.3
88304;Mirecourt;3.3;13.6
88321;Neufchâteau;3.2;15.5
88367;Rambervillers;3.3;17.9
88372;Raon-l'Étape;3.9;17.4
88383;Remiremont;4.1;12.6
88408;Rupt-sur-Moselle;2.5;15.9
88468;Le Thillot;2.4;15.9
88486;Vagney;3.3;11.2
88487;Le Val-d'Ajol;2.4;15.9
88516;Vittel;3.6;10.0
88530;Xertigny;2.3;19.0
89003;Montholon;1.9;10.0
89025;Avallon;3.0;14.6
89068;Chablis;2.5;10.3
89086;Charny Orée de Puisaye;2.1;16.3
89206;Joigny;2.5;20.9
89257;Migennes;2.2;18.1
89309;Pont-sur-Yonne;1.4;10.8
89345;Saint-Florentin;2.9;15.1
89368;Saint-Sauveur-en-Puisaye;3.6;19.3
89418;Tonnerre;3.8;17.0
89419;Toucy;2.4;14.5
89464;Villeneuve-sur-Yonne;1.4;12.0
90033;Delle;2.2;11.7
90052;Giromagny;2.6;13.6
91016;Angerville;2.1;9.4
91045;Ballancourt-sur-Essonne;1.8;5.6
91200;Dourdan;2.1;9.4
91226;Étréchy;2.1;5.0
91232;La Ferté-Alais;2.4;5.7
91338;Limours;2.6;5.0
91376;Marolles-en-Hurepoix;2.1;5.0
91405;Milly-la-Forêt;2.0;6.0
95250;Fosses;2.2;8.6
95351;Louvres;2.0;12.9
95355;Magny-en-Vexin;1.8;7.8
95370;Marines;1.3;5.9
95652;Viarmes;2.6;6.3
97209;Fort-de-France;4.7;25.3
97213;Le Lamentin;4.9;21.7
97222;Le Robert;3.8;26.7
97225;Saint-Pierre;2.7;31.5
97228;Sainte-Marie;3.5;34.0
97404;L'Étang-Salé;3.7;27.3
97414;Saint-Leu;5.0;43.3
97416;Saint-Louis-2;3.2;35.7
